HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
WA21Z,Other Procedures or Health Care Problems,163,.,.,"1,853",291,404,293,.,275,552,.,.,.,.,.,289,"1,332",.,"5,453"
WA22C,"Other Specified Admissions or Counselling, with CC Score 0-1",154,.,.,"6,827",.,487,376,.,.,396,.,.,520,.,.,.,"4,033",.,"12,793"
WA24B,Procedures on the Lymphatic System with CC Score 0,.,"1,086",.,"4,226","3,899","11,537",675,.,.,863,.,.,"5,154",.,"1,283",964,995,.,"30,682"
YQ05B,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 0-3","1,539",.,.,"1,439",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,978"
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,572,.,.,.,.,.,572
YQ14Z,"Open Treatment of Primary or Recurrent, Bilateral Varicose Veins",360,.,.,.,"33,685","31,074",.,"15,487",.,"36,232",.,.,"9,640","2,655","3,228","3,207",933,.,"136,503"
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,.,.,.,.,"3,954","1,455",.,"5,957",.,"3,626",.,.,"1,482",.,"4,345",.,.,.,"20,818"
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,"1,115","45,809",.,.,"101,518","128,425","2,977","32,166",.,"40,129",.,.,"19,362","19,252","16,251","27,459","40,681",.,"475,143"
YQ22B,Amputation of Single Limb with CC Score 0-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,425",.,"3,425"
YQ26C,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4",.,.,.,.,.,.,.,.,581,.,.,.,"2,448",.,.,.,"1,298",.,"4,327"
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
YQ40Z,Sympathectomy,.,.,365,.,.,.,.,.,.,.,.,910,.,"1,174",.,.,.,.,"2,449"
YQ41Z,Open Operations on Other or Unspecified Blood Vessels,.,"3,510",.,972,881,.,.,.,.,.,.,.,"1,501",.,"1,006",.,933,.,"8,803"
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures","6,394",.,.,"203,241",.,"59,871","1,377",.,.,.,.,.,.,.,"2,213","22,424",.,.,"295,519"
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,.,.,.,393,.,.,.,.,.,.,.,.,.,.,.,.,.,.,393
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,329,388,.,"2,544",.,"4,212","1,064",.,.,.,.,.,"2,002",.,.,.,"1,066",.,"11,605"
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,"28,291",.,365,"3,214",.,"28,551","15,582",.,.,.,.,.,"12,931",.,.,.,"21,896",.,"110,830"
YQ51E,Deep Vein Thrombosis with CC Score 0-2,.,.,.,205,.,.,751,.,.,.,.,.,148,.,.,.,267,.,"1,371"
YR10C,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,.,.,.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,490"
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,.,.,.,"7,471",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,471"
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,.,.,.,"65,490",.,"2,418",.,.,.,.,.,.,"2,777",.,.,.,.,.,"70,685"
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,.,.,.,"76,443",.,"2,418",.,.,.,.,.,.,"86,540",.,.,.,696,.,"166,098"
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,.,.,.,"7,880",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,880"
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",.,.,.,"40,323",.,.,.,.,.,.,.,.,"21,132",.,.,.,.,.,"61,454"
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 3+",.,.,.,"4,221",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,221"
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 0-2",.,.,.,"8,443",.,.,.,.,.,.,.,.,"7,607",.,.,.,.,.,"16,050"
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 6+",.,.,.,"5,625",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,625"
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 3-5",.,.,.,"60,766",.,.,.,.,.,.,.,.,"6,198",.,.,.,.,.,"66,965"
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 0-2",.,.,.,"139,237",.,"2,350",.,.,.,.,.,.,"138,056",.,.,.,.,.,"279,643"
YR20Z,Percutaneous Transluminal Embolisation of Aneurysm of Blood Vessel,374,.,.,.,.,.,.,.,.,.,.,.,"5,277",.,.,.,.,.,"5,651"
YR21B,Percutaneous Transluminal Embolisation of Blood Vessel with CC Score 0-2,.,.,.,"8,026",.,.,.,.,.,.,.,.,"26,595",.,.,.,.,.,"34,621"
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,.,.,.,"7,189",.,.,.,.,.,.,.,.,"3,527",.,.,.,.,.,"10,716"
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",.,.,.,"2,211",.,.,.,.,.,.,.,.,"4,975",.,.,.,.,.,"7,185"
YR24A,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 2+,.,.,.,.,.,"4,646",.,.,.,552,.,.,.,.,.,.,.,.,"5,198"
YR24B,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-1,.,.,.,"1,813",.,"11,290",.,.,.,.,.,.,.,.,.,.,.,.,"13,103"
YR25Z,Arteriography,"4,165",.,.,"27,930",.,"12,803",.,.,.,.,.,.,"26,461",.,.,.,696,.,"72,054"
YR26Z,Venography,.,.,.,"16,479",.,.,.,.,.,.,.,.,"1,563",.,.,.,.,.,"18,042"
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins","2,787",.,.,.,.,"24,328",.,.,.,.,.,.,"20,815",.,.,"19,241",.,.,"67,171"
YR31Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins","12,427",.,.,.,.,"79,177",.,"2,199",.,.,.,.,"327,038",.,"5,793","47,034",.,.,"473,668"
YR32Z,Sclerotherapy of Bilateral Varicose Veins,360,.,.,.,.,"3,229",.,.,.,.,.,.,529,.,.,.,.,.,"4,118"
YR33Z,Sclerotherapy of Unilateral Varicose Veins,"6,490",.,.,.,.,"26,075",.,.,.,.,.,.,"2,643",.,.,"9,486",.,.,"44,694"
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",458,.,.,"34,302","121,597","10,882","4,193",.,.,863,.,.,.,.,.,.,"2,089",.,"174,384"
YR40B,"Insertion of Non-Tunnelled Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,178",.,.,.,.,.,"6,178"
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",.,.,.,"40,481",.,"6,096","2,065",.,.,.,.,.,.,.,.,.,"1,147",.,"49,788"
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over",.,"15,505",.,"225,668","42,495","284,234",.,.,.,"1,104",.,.,.,.,.,.,"66,878",.,"635,884"
YR42B,"Peripheral Insertion of Central Venous Catheter, 18 years and under",.,.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
YR43A,"Attention to Central Venous Catheter, 19 years and over","1,006",.,.,"19,335",.,.,"2,065",.,.,.,.,.,.,.,.,.,"101,571",.,"123,977"
YR43B,"Attention to Central Venous Catheter, 18 years and under",.,.,.,.,.,.,"1,377",.,.,.,.,.,"99,584",.,.,.,"2,045",.,"103,006"
YR44A,"Removal of Central Venous Catheter, 19 years and over","1,676","2,087",.,"22,889",.,"12,362","1,377",733,.,.,.,.,475,.,.,"3,741","18,128",.,"63,468"
YR44B,"Removal of Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"18,951",.,.,.,511,.,"19,463"
YR45Z,Insertion of Subcutaneous Port,.,.,.,.,.,"7,051",.,.,.,.,.,.,.,.,.,.,.,.,"7,051"
YR46Z,Attention to Subcutaneous Port,.,.,.,.,.,"4,701",.,.,.,.,.,.,.,.,.,.,.,.,"4,701"
YR47Z,Removal of Subcutaneous Port,.,.,.,.,.,.,.,.,.,.,.,.,"3,053",.,.,.,.,.,"3,053"
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",.,.,.,"90,984",.,"6,259",.,.,.,.,.,.,.,.,.,.,.,.,"97,243"
YZ01Z,Urological Imaging Interventions,.,240,.,"20,372",.,"3,646","7,572",.,.,.,.,.,.,.,.,.,.,.,"31,830"
YZ02Z,Hepatobiliary Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,089",.,"2,089"
YZ05Z,Lymphatic Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
YZ06Z,Neurological Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"171,643",.,.,.,.,.,"171,643"
YZ07Z,Obstetric or Gynaecological Imaging Interventions,.,.,.,"2,335",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,335"
YZ08Z,Uterine Fibroid Embolisation,.,.,.,.,.,.,.,.,.,.,.,.,"3,716",.,.,.,.,.,"3,716"
Total,,"10,753,135","8,505,339","492,467","12,022,232","7,019,159","14,228,960","3,737,070","2,899,652","3,582,030","6,833,126","6,718,358","1,623,154","20,197,832","4,691,100","4,909,602","3,512,380","13,610,543","2,141,931","127,478,068"
