HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",762,.,.,720,867,.,.,.,.,.,.,.,792,.,.,.,.,781
PF28B,"Paediatric Feeding Difficulties or Vomiting, with CC Score 4-5",762,609,.,.,867,734,.,.,.,.,.,.,772,.,.,.,541,686
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",719,609,.,720,759,734,.,.,.,.,.,433,772,.,"1,000",.,528,681
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",723,609,.,720,867,734,.,.,.,.,.,433,739,.,"1,000",.,541,663
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",736,602,.,720,799,715,.,.,.,.,.,433,757,.,993,.,535,707
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,452,532,.,.,.,.,.,.,.,.,.,630,.,.,.,.,575
PG71B,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 1",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,429,404,.,653,.,.,.,.,.,525,.,387,.,824,.,541,500
PH34A,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",614,.,.,.,867,.,.,.,.,.,.,.,"1,030",.,.,.,.,698
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",479,559,.,720,867,734,.,.,.,.,.,.,626,.,502,.,541,604
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",701,571,.,671,638,734,.,608,.,.,225,433,652,.,824,.,506,618
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",738,581,.,720,"1,168",734,.,821,.,.,.,433,657,.,950,.,581,664
PJ35A,Paediatric Skin Disorders with CC Score 4+,762,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,756
PJ35B,Paediatric Skin Disorders with CC Score 2-3,762,609,.,720,759,734,.,.,.,.,.,.,792,.,.,.,385,707
PJ35C,Paediatric Skin Disorders with CC Score 1,697,609,.,.,867,734,.,.,.,.,.,433,752,.,.,.,506,660
PJ35D,Paediatric Skin Disorders with CC Score 0,702,616,.,720,818,.,.,.,.,.,.,433,742,.,971,.,515,670
PJ66A,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 3+",762,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,541,743
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",762,609,.,720,867,734,.,.,.,.,.,.,772,.,"1,000",.,541,725
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",762,609,.,720,867,.,.,.,.,.,387,433,765,.,"1,000",.,541,667
PK36A,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",438,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,595
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",.,407,.,.,545,.,.,.,.,.,.,.,.,.,.,.,.,499
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",762,.,.,.,581,.,.,.,.,.,387,.,.,.,.,.,541,516
PK67A,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",438,407,.,720,462,409,.,.,.,.,387,.,553,.,.,.,367,495
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",438,559,.,454,732,661,.,.,.,.,367,.,580,.,502,.,449,517
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",762,609,.,.,724,734,528,.,.,.,.,.,752,.,502,.,.,689
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",633,591,.,720,867,734,.,.,.,.,387,433,584,.,.,.,491,634
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",654,609,.,676,867,734,528,.,.,.,388,.,708,.,"1,000",.,532,682
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,420,.,.,.,.,.,.,.,.,.,.,.,.,420
PK72C,Paediatric Metabolic Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,720,.,301,.,.,.,.,.,.,"1,038",.,.,.,.,774
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,609,.,720,.,.,.,.,.,.,.,.,.,.,.,.,541,624
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,512,462
PL69B,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 1",.,609,.,.,894,.,.,.,.,.,.,.,.,.,.,.,514,540
PL69C,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 0",438,508,.,.,408,395,.,.,376,.,387,.,329,.,751,.,488,447
PL70A,Paediatric Other Renal Diseases with CC Score 4+,762,.,.,.,420,734,.,.,.,.,.,.,814,.,.,.,.,716
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,762,533,.,573,648,.,.,.,.,.,.,.,752,.,647,.,454,630
PL70C,Paediatric Other Renal Diseases with CC Score 1,518,546,675,683,620,564,.,.,.,.,430,.,793,.,647,.,527,587
PL70D,Paediatric Other Renal Diseases with CC Score 0,567,488,675,604,533,395,.,.,.,.,525,433,681,.,735,.,528,575
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"1,180",.,.,.,.,"1,180"
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,.,720
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,.,720
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,867
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"1,185",.,.,.,.,"1,185"
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",.,.,.,.,867,.,.,.,.,.,.,.,.,.,.,.,.,867
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,.,491,.,.,327,.,.,.,.,.,.,.,752,.,.,.,541,515
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",.,.,.,.,.,734,.,.,.,.,.,.,.,.,.,.,.,734
PN47B,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,"1,000"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,667,474,712,.,867,734,.,.,.,.,.,433,730,.,.,.,471,599
PN48C,Paediatric Blood Cell Disorders with CC Score 0,681,609,.,.,.,.,.,.,.,.,.,.,508,.,"1,000",.,541,610
PN49A,Paediatric Coagulation Disorders with CC Score 1+,762,609,.,720,777,.,.,.,.,.,.,433,859,.,"1,000",.,541,741
PN49B,Paediatric Coagulation Disorders with CC Score 0,762,609,712,720,867,.,.,.,.,.,.,433,765,.,"1,000",.,530,709
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,323,609,.,720,.,.,.,.,.,.,.,.,827,.,.,.,541,591
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,553,609,.,720,867,.,.,.,.,.,388,.,805,.,950,.,512,647
PR01A,Paediatric Nervous System Disorders with CC Score 8+,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,609,.,.,867,.,.,.,.,.,.,.,.,.,"1,000",.,367,691
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,600,609,.,720,867,734,528,.,.,.,.,433,705,.,.,.,512,656
PR01D,Paediatric Nervous System Disorders with CC Score 1,654,609,.,720,565,589,.,.,376,.,.,.,757,.,502,552,541,627
PR01E,Paediatric Nervous System Disorders with CC Score 0,686,593,.,682,778,625,.,.,.,.,387,433,717,.,950,.,511,668
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,.,609,.,.,867,.,.,.,.,.,.,.,922,.,.,.,.,846
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,720,521,.,720,759,734,.,.,.,.,305,433,937,.,793,.,541,726
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,762,535,.,691,800,734,528,.,.,.,387,.,730,.,901,.,501,653
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,590,.,.,867,734,.,.,.,.,.,.,752,.,"1,000",.,367,684
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,712,576,.,704,867,618,.,.,376,.,387,.,603,.,973,.,505,676
PR03C,Paediatric Febrile Convulsions with CC Score 0,725,588,.,720,795,734,.,.,376,.,387,.,656,.,983,.,527,686
PR04A,"Paediatric Headaches or Migraines, with CC Score 4+",722,.,.,.,.,.,.,.,.,.,.,.,837,.,"1,000",.,.,797
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3",696,516,465,667,537,589,.,.,376,.,368,433,554,.,865,.,477,584
PR04C,"Paediatric Headaches or Migraines, with CC Score 0",664,541,.,720,640,561,.,.,376,.,387,433,491,.,929,.,491,609
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,"1,000"
PR05B,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,327,301,.,.,.,.,.,.,.,.,.,.,.,314
PR05C,Paediatric Developmental Disorders with CC Score 0,.,.,.,.,.,301,.,.,.,.,.,.,.,.,.,.,541,421
PR06B,Paediatric Intracranial Injury with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,860,.,.,.,541,780
PR06C,Paediatric Intracranial Injury with CC Score 0,.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,541,468
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,478,550,.,699,510,508,.,.,.,.,375,.,450,.,716,.,533,518
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,525,563,.,710,549,472,.,.,.,.,317,.,601,.,788,.,549,582
PT52A,Paediatric Behavioural Disorders with CC Score 1+,681,476,.,720,730,301,528,.,376,.,345,.,455,.,"1,000",.,454,548
PT52B,Paediatric Behavioural Disorders with CC Score 0,560,482,404,.,665,445,.,.,.,.,336,433,342,.,901,.,461,473
PT53A,Paediatric Eating Disorders with CC Score 1+,438,407,404,.,.,.,.,.,.,.,.,.,.,.,.,.,367,390
PT53B,Paediatric Eating Disorders with CC Score 0,438,457,404,.,.,.,.,.,.,.,.,.,386,.,.,.,.,421
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",519,.,.,720,774,.,.,608,.,.,333,.,529,.,.,.,.,589
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",507,532,.,622,525,395,.,.,.,.,.,.,673,.,"1,000",.,429,599
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",600,.,.,.,.,.,.,.,.,.,.,.,669,.,647,.,400,604
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",519,457,.,720,876,395,.,608,.,.,.,.,602,.,647,.,494,597
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",.,407,.,.,644,.,.,.,.,.,.,.,814,.,.,.,733,659
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",481,520,.,573,823,512,.,.,.,.,265,.,622,.,647,.,650,619
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",663,522,.,667,630,564,.,.,.,.,325,433,670,.,724,.,677,638
PW16A,Paediatric Major Infections with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,752
PW16C,Paediatric Major Infections with CC Score 2-4,.,374,.,631,.,734,.,.,.,.,.,.,"1,007",.,.,.,541,678
PW16D,Paediatric Major Infections with CC Score 1,762,570,.,720,867,.,.,.,376,.,.,.,.,.,"1,000",.,522,689
PW16E,Paediatric Major Infections with CC Score 0,762,578,.,706,867,734,.,.,.,.,387,433,579,.,986,.,524,694
PW17A,Paediatric Intermediate Infections with CC Score 6+,762,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,686
PW17B,Paediatric Intermediate Infections with CC Score 3-5,762,609,.,.,867,734,.,.,.,.,387,.,634,.,.,.,541,665
PW17C,Paediatric Intermediate Infections with CC Score 1-2,714,604,404,720,756,649,.,.,.,.,387,433,652,.,944,.,496,663
PW17D,Paediatric Intermediate Infections with CC Score 0,715,581,404,689,681,613,.,.,376,.,387,433,525,.,864,.,537,644
PW18A,Paediatric Minor Infections with CC Score 2+,660,.,.,.,867,.,.,.,376,.,.,.,792,.,"1,000",.,541,736
PW18B,Paediatric Minor Infections with CC Score 1,711,609,.,720,770,.,.,.,.,.,.,433,.,.,"1,000",.,541,678
PW18C,Paediatric Minor Infections with CC Score 0,762,596,.,720,770,734,.,.,.,.,387,.,491,.,"1,000",.,541,694
PW19A,Paediatric Viral Infections with CC Score 3+,762,609,.,.,867,734,.,.,.,.,.,433,697,.,"1,000",.,518,691
PW19B,Paediatric Viral Infections with CC Score 1-2,754,607,.,718,858,725,.,.,376,.,369,433,732,.,"1,000",.,539,705
PW19C,Paediatric Viral Infections with CC Score 0,732,604,434,715,783,734,528,.,376,.,.,433,624,.,985,.,531,699
PW20A,Paediatric Fever Unspecified with CC Score 3+,762,609,.,.,867,734,.,.,.,.,.,.,822,.,.,.,541,764
PW20B,Paediatric Fever Unspecified with CC Score 1-2,706,546,.,454,867,734,528,.,.,.,.,433,759,.,.,.,541,678
PW20C,Paediatric Fever Unspecified with CC Score 0,740,609,.,.,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,681
PX22A,Paediatric Chest Pain with CC Score 1+,736,505,.,587,776,.,528,.,376,.,453,.,747,.,"1,000",552,396,644
PX22B,Paediatric Chest Pain with CC Score 0,681,486,568,.,.,517,701,.,.,.,377,.,611,.,901,552,527,582
PX29A,Paediatric Abdominal Pain with CC Score 3+,629,609,.,.,418,391,.,.,.,.,.,.,669,.,647,.,498,563
PX29B,Paediatric Abdominal Pain with CC Score 1-2,530,510,556,655,489,428,.,.,.,.,494,433,574,.,780,.,487,529
PX29C,Paediatric Abdominal Pain with CC Score 0,499,478,547,602,463,441,.,608,.,.,496,433,516,.,694,.,483,519
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,762,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,541,687
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,762,.,.,720,867,734,.,.,.,.,.,.,.,.,"1,000",.,.,839
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,762,609,.,.,.,301,.,.,.,.,.,433,.,.,"1,000",.,541,599
PX50A,"Paediatric Ingestion Poisoning or Allergies, with CC Score 4+",438,426,404,454,516,317,.,.,376,.,333,.,445,.,502,.,367,414
PX50B,"Paediatric Ingestion Poisoning or Allergies, with CC Score 1-3",487,450,515,544,642,379,528,.,376,.,334,.,392,.,655,.,399,451
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",707,535,569,695,750,472,528,.,376,.,339,.,446,.,970,.,507,565
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),762,609,.,.,.,734,.,.,.,.,.,.,.,.,.,.,.,702
PX54Z,Paediatric Convalescent or Other Relief Care,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,"1,000"
PX55Z,Paediatric Respite Care,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",720,609,.,720,798,734,.,.,.,.,.,433,754,.,.,.,541,703
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",741,587,.,720,867,734,.,.,.,.,.,433,807,.,"1,000",.,531,671
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",457,.,.,.,867,.,.,.,.,.,.,433,.,.,"1,000",.,.,689
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",743,595,532,720,458,734,.,.,.,.,.,433,820,.,.,.,588,606
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",653,576,.,720,457,734,.,.,.,.,525,433,719,.,983,.,588,609
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,.,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,762,.,.,720,.,.,.,.,.,.,.,.,"1,074",.,.,.,541,706
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,609,.,.,.,.,.,.,.,.,.,433,792,.,"1,000",.,541,675
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,457,609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,533
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,762,609,.,720,.,734,.,.,.,.,.,.,783,.,.,.,.,683
PX60C,Paediatric Other Congenital Conditions with CC Score 0,762,630,.,720,867,.,.,.,.,.,.,.,865,.,676,.,549,639
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,407,.,.,.,.,.,.,.,.,.,.,386,.,.,.,367,383
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",438,.,712,454,.,301,.,.,.,.,.,.,.,.,.,.,367,465
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",438,407,.,.,.,.,.,.,.,.,387,.,386,.,502,.,367,409
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",438,.,791,.,.,.,.,.,.,.,387,.,386,.,502,.,367,455
SA02G,Coagulation Defect with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
SA02H,Coagulation Defect with CC Score 2-4,.,.,712,513,.,.,.,.,.,.,.,.,.,.,.,.,.,579
SA02J,Coagulation Defect with CC Score 0-1,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
SA03G,Haemolytic Anaemia with CC Score 3+,.,407,712,.,.,.,.,.,.,.,.,.,475,.,.,.,367,485
SA03H,Haemolytic Anaemia with CC Score 0-2,.,382,712,.,327,301,528,.,.,.,.,.,.,.,.,.,.,439
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
SA04H,Iron Deficiency Anaemia with CC Score 10-13,555,407,499,.,.,.,.,.,.,.,305,.,386,.,502,.,367,398
SA04J,Iron Deficiency Anaemia with CC Score 6-9,450,405,443,500,327,.,.,.,376,.,387,.,386,.,530,.,363,413
SA04K,Iron Deficiency Anaemia with CC Score 2-5,504,401,404,454,338,348,.,.,376,360,372,.,395,.,502,.,360,402
SA04L,Iron Deficiency Anaemia with CC Score 0-1,436,394,404,454,327,333,.,.,374,.,407,.,382,.,502,.,365,403
SA05G,Megaloblastic Anaemia with CC Score 8+,.,.,.,.,.,.,.,.,.,.,456,.,611,.,.,.,.,508
SA05H,Megaloblastic Anaemia with CC Score 4-7,438,389,428,.,.,.,.,.,376,.,403,.,386,.,.,.,367,401
SA05J,Megaloblastic Anaemia with CC Score 0-3,438,407,404,.,.,.,.,.,.,.,387,.,386,.,502,.,367,399
SA06G,Myelodysplastic Syndrome with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
SA06H,Myelodysplastic Syndrome with CC Score 5-7,555,.,.,500,.,.,.,.,.,.,.,.,.,.,.,.,.,519
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
SA06K,Myelodysplastic Syndrome with CC Score 0-1,.,407,507,454,.,.,.,.,.,.,.,.,.,.,.,.,.,476
SA07G,Myeloproliferative Disorder with CC Score 7+,.,.,.,.,327,301,.,.,.,.,.,.,.,.,.,.,.,314
SA07H,Myeloproliferative Disorder with CC Score 4-6,438,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,404
SA07J,Myeloproliferative Disorder with CC Score 0-3,516,407,507,.,.,.,.,.,.,.,359,.,.,.,647,.,367,490
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",438,407,.,.,.,.,.,.,.,.,334,.,.,.,502,.,.,430
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",555,407,404,.,327,.,.,.,.,.,387,.,387,.,.,.,367,401
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",448,418,404,.,327,301,.,.,.,.,334,.,386,.,502,.,367,417
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,369
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,407,404,.,356,409,.,.,376,.,.,.,386,.,502,.,359,387
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,436,425,415,794,338,364,701,.,376,.,390,.,394,.,502,.,367,406
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,460,403,407,485,441,312,.,.,376,.,370,.,399,.,509,552,367,406
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,440,402,426,454,327,301,528,.,376,.,383,.,397,.,545,.,368,408
SA11Z,Thalassaemia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
SA12G,Thrombocytopenia with CC Score 8+,.,.,605,.,327,.,.,.,.,.,.,.,.,.,.,.,367,476
SA12H,Thrombocytopenia with CC Score 5-7,555,.,.,454,.,.,.,.,.,.,334,.,.,.,.,.,367,407
SA12J,Thrombocytopenia with CC Score 2-4,.,407,404,.,327,.,.,.,.,.,.,.,386,.,502,.,367,402
SA12K,Thrombocytopenia with CC Score 0-1,.,407,404,.,531,.,.,.,.,.,.,.,386,.,.,.,367,418
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",521,589,651,994,515,694,528,693,374,.,520,.,498,.,611,.,505,595
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under","1,184",609,851,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,541,814
SA14Z,"Plasma Exchanges, 2 to 9",521,.,637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,388,.,502,.,.,445
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,.,404,.,.,.,.,.,.,.,387,.,.,.,.,.,.,398
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,.,367,374
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,407,712,.,.,.,.,.,.,.,.,.,306,.,.,.,.,475
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,387,.,.,.,.,.,.,387
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,555,407,784,.,.,.,.,.,.,.,.,.,.,.,.,.,367,587
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,.,422,708,.,.,.,.,.,.,.,.,.,.,.,.,.,367,433
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,.,712,.,327,.,.,.,.,.,.,.,.,.,.,.,367,533
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,438,.,682,.,327,.,.,.,.,.,.,.,.,.,.,.,.,563
SA30A,Plasma Cell Disorders with CC Score 11+,.,407,404,.,659,.,.,.,.,.,.,.,.,.,.,.,.,532
SA30B,Plasma Cell Disorders with CC Score 8-10,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,.,.,404
SA30C,Plasma Cell Disorders with CC Score 5-7,.,407,511,.,493,.,.,.,.,.,.,.,450,.,.,.,367,457
SA30D,Plasma Cell Disorders with CC Score 2-4,555,390,609,.,.,.,.,.,.,.,.,.,386,.,502,.,378,436
SA30E,Plasma Cell Disorders with CC Score 0-1,555,357,712,.,616,.,.,.,.,.,.,.,.,.,.,.,491,613
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",438,.,712,.,.,.,.,.,.,.,.,.,654,.,.,.,367,445
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",555,.,499,.,327,378,.,.,.,.,387,.,386,.,.,.,367,400
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",555,407,505,.,327,.,.,.,.,.,.,.,.,.,.,.,367,420
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",555,357,660,.,520,.,.,.,.,.,.,.,.,.,.,.,367,528
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",526,407,640,.,493,.,.,.,.,.,.,.,386,.,.,.,367,523
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",438,.,.,.,493,.,.,.,.,.,.,.,.,.,.,.,.,475
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",.,.,558,.,327,.,.,.,.,.,.,.,386,.,.,.,367,421
SA33Z,Diagnostic Bone Marrow Extraction,.,357,791,.,659,.,.,.,.,.,.,.,.,.,.,.,.,751
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,"1,052",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,052"
SA35B,Agranulocytosis with CC Score 9-12,.,374,.,454,327,301,.,.,.,.,.,.,.,.,.,.,.,347
SA35C,Agranulocytosis with CC Score 5-8,526,.,.,454,.,.,.,.,.,.,.,.,399,.,.,.,367,423
SA35D,Agranulocytosis with CC Score 2-4,438,407,505,454,894,301,.,.,.,.,387,.,386,.,502,.,367,411
SA35E,Agranulocytosis with CC Score 0-1,451,432,708,.,.,.,.,.,.,.,.,.,373,.,502,.,367,412
SB97Z,Same Day Chemotherapy Admission or Attendance,555,357,711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,627
UZ01Z,Data Invalid for Grouping,537,560,544,631,774,585,.,633,.,.,425,.,580,.,710,552,730,488
VA10A,"Multiple Trauma with Diagnosis Score <=23, with No Interventions",535,442,675,564,734,416,.,.,.,.,319,.,401,.,618,.,496,487
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with No Interventions",517,555,.,573,509,969,528,608,376,.,433,.,425,.,.,.,384,528
