HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
KC05K,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9","20,627","10,372","51,304",.,"7,975",.,.,.,.,"13,666",.,"9,667",.,"23,819",.,"38,496","175,926"
KC05L,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6","4,568",.,"1,323",.,"2,190","1,976",.,.,.,.,.,"9,135",.,.,.,"4,091","23,283"
KC05L,180,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,"1,827",.,.,.,.,.,.,.,.,.,"1,715",.,.,.,.,"3,542"
KC05L,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6","56,979","170,369","38,745","45,811","60,123","39,468","75,962",.,"46,221",.,"67,207","48,588",.,"80,343",.,"135,712","865,529"
KC05L,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,"9,344",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,344"
KC05L,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"24,632",.,.,.,.,"24,632"
KC05L,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6","4,440",.,"1,782",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,222"
KC05L,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,"36,099",.,.,.,.,"6,554",.,.,"3,376",.,.,.,912,"46,941"
KC05L,340,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,"6,118",.,.,.,.,.,.,.,.,"3,566",.,.,.,.,"9,684"
KC05L,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6","15,109",884,"3,550",.,.,"8,597",.,.,.,.,.,.,.,.,.,"5,749","33,889"
KC05L,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,"15,168",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,168"
KC05L,410,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,"5,277",.,.,.,.,.,.,.,.,"5,277"
KC05L,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6","31,677","28,523","35,680",.,"7,613","5,275",.,.,.,"3,237","2,489","12,215","18,322","6,438",.,"38,197","189,666"
KC05L,823,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,"3,954",.,.,.,.,.,.,.,.,.,.,.,"3,954"
KC05M,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","1,370",.,.,"3,435","14,456",.,.,.,.,.,.,.,.,"1,294",.,"5,454","26,010"
KC05M,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,310","2,310"
KC05M,110,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","2,078",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,078"
KC05M,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","33,311","95,960","24,385","49,894","41,498","21,391","29,013",.,"19,165",.,"43,704","37,460",.,"33,644",.,"59,787","489,211"
KC05M,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
KC05M,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"20,714",.,.,.,.,"20,714"
KC05M,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,"4,355",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,355"
KC05M,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","4,133",.,.,"1,641","1,540","2,143","5,607",.,"3,277",.,.,.,.,"1,599",.,.,"19,939"
KC05M,340,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,835,.,.,.,.,.,.,.,.,.,.,.,.,.,835
KC05M,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,"3,382",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,382"
KC05M,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,"17,686",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,686"
KC05M,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","8,840","12,594","21,754",.,"5,075",.,.,.,.,"2,158",730,"21,294",.,.,.,"8,057","80,504"
KC05N,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"4,819",.,.,.,.,.,.,"1,042",.,.,.,909,"6,770"
KC05N,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"1,259",.,.,.,.,.,.,.,.,.,.,.,"1,259"
KC05N,120,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"1,512",.,.,.,.,.,.,.,.,.,.,.,"1,512"
KC05N,160,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,980,980
KC05N,180,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,789"
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1","8,328","15,045","12,449","24,040","7,842","8,135","2,638",.,"3,382",.,"17,006","22,368",.,"10,043",.,"19,440","150,714"
KC05N,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,424",.,.,.,.,"3,424"
KC05N,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,"4,633",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,633"
KC05N,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,"2,188",.,"2,144",.,.,.,.,"1,639","1,993",.,.,.,.,"7,964"
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,"1,240",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,240"
KC05N,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,"4,245",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,245"
KC05N,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",737,"8,149","5,805",.,.,.,.,.,.,.,"1,416","6,141",.,"2,575",.,"2,387","27,210"
KC05N,823,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,.,"2,636"
LA01A,361,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,"63,824",.,.,.,.,.,.,.,.,.,.,.,.,.,"63,824"
LA02A,361,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,"324,939",.,.,.,.,.,.,.,.,.,.,.,.,.,"324,939"
LA04H,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,782,.,.,.,"13,592",.,"2,566",.,.,.,.,.,.,.,"16,940"
LA04H,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,.,.,"3,263",.,.,.,.,"9,710",.,.,.,.,.,.,"12,973"
LA04J,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,.,.,"5,725",.,.,.,.,.,.,.,.,.,.,.,.,"5,725"
LA04J,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,"19,924","14,160","19,504","4,248","2,410","9,776",.,"10,393",.,.,.,.,.,.,"15,840","96,255"
LA04J,320,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,.,.,"13,220",.,.,.,.,.,.,.,.,.,.,.,.,"13,220"
LA04J,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,852","9,852"
LA04K,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,"6,327",.,"8,873",.,.,.,.,.,.,.,.,.,.,.,.,"15,200"
LA04K,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,.,.,"11,217",.,.,.,.,.,.,.,.,.,.,.,"11,217"
LA04K,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8","5,802","2,846","11,524","3,175","3,594",.,"23,357",.,"1,063",.,"19,197","2,211",.,"62,997",.,"2,288","138,054"
LA04K,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,"1,838",.,.,"5,731",.,.,.,.,.,.,.,.,.,.,"7,569"
LA04K,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8","23,574","2,593","43,958",.,.,.,.,.,.,.,.,.,.,.,.,"27,913","98,038"
LA04K,823,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,.,.,"16,475",.,.,.,.,.,.,.,.,.,.,.,"16,475"
LA04L,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5","7,080","17,174",.,"3,435",.,.,.,.,.,.,.,.,.,"2,977",.,.,"30,666"
LA04L,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5","2,961",.,"29,477","5,548","12,786",.,.,.,.,.,.,.,.,.,.,"11,538","62,310"
LA04L,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5","16,759","8,539","4,258","38,073","26,794","3,314","11,909",.,"5,078",.,"8,000","8,602",.,"4,885",.,"18,412","154,622"
LA04L,303,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,"2,857","4,350",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,207"
LA04L,320,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,.,"3,282",.,.,.,.,.,.,.,.,.,.,.,.,"3,282"
LA04L,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,"20,111",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,111"
LA04L,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5","2,578","6,297","11,704",.,"6,525",.,.,.,.,.,.,.,.,.,.,.,"27,105"
LA04L,823,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,.,.,"8,567",.,.,.,.,.,.,.,.,.,.,.,"8,567"
LA04M,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2","12,140","11,164","2,294","8,524","2,217","1,581",.,.,.,.,"2,878",.,.,.,.,"1,567","42,365"
LA04M,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,"37,902","14,394","3,184",.,.,.,.,.,.,.,.,.,.,.,"55,480"
LA04M,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2","9,643","2,910","9,281","15,422","3,921","8,737","11,303",.,"9,834",.,684,"1,401",.,"26,979",.,"2,503","102,617"
LA04M,301,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,"2,779",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,779"
LA04M,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2","1,842",.,"14,406",.,"4,713",.,.,.,.,.,.,.,.,"7,725",.,.,"28,685"
LA04M,502,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2","2,306",.,.,.,.,"1,453",.,.,.,.,.,.,.,.,.,"6,349","10,108"
LA04N,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,"4,989","37,577",.,.,.,"2,630",.,"12,130",.,.,.,.,"9,170","66,496"
LA04N,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,.,"2,538",.,.,.,.,.,"4,500",.,.,.,.,"7,162","14,200"
LA04P,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,"3,505",.,.,.,.,.,"5,091",.,.,.,.,"4,545","13,141"
LA04P,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,"9,255",.,"13,008",.,.,.,.,.,.,.,.,.,.,.,"22,263"
LA04P,180,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,"1,629",.,.,.,.,"1,629"
LA04P,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12","49,966","137,434","8,878","51,708","135,277","8,737","75,434",.,"78,108",.,"27,008","29,133",.,"89,382",.,"96,099","787,164"
LA04P,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,"4,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,859"
LA04P,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,"8,487",.,.,.,.,"8,487"
LA04P,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12","6,660",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,660"
LA04P,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,"15,862","2,695","3,213",.,.,"9,831",.,"1,244",.,.,"7,194",.,.,"40,039"
LA04P,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,"6,764",.,.,.,.,.,.,.,.,"2,791",.,.,.,.,"9,556"
LA04P,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12","45,306","66,677","91,642",.,"58,363",.,.,.,"32,926","58,981","4,843","5,487","81,431","64,376",.,"185,914","695,946"
LA04Q,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","2,741","10,395",.,"3,435","3,943","5,929",.,.,.,.,"6,073","5,476",.,"28,474",.,"2,727","69,193"
LA04Q,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","10,732",.,"24,211",.,"33,989",.,.,.,.,.,.,.,.,.,.,"15,402","84,334"
LA04Q,110,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,204","5,204"
LA04Q,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","181,894","531,031","102,860","361,502","321,528","173,540","290,660",.,"213,388",.,"207,950","115,651",.,"576,464",.,"431,344","3,507,813"
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,"24,295",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"24,295"
LA04Q,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"14,562",.,.,.,.,"14,562"
LA04Q,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","9,990",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,990"
LA04Q,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,"17,735","3,163","21,331",.,"6,783",.,.,"5,243",.,.,"1,533",.,"14,388",.,.,"70,176"
LA04Q,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,"33,269",.,.,.,.,.,.,.,.,"3,645",.,.,.,.,"36,914"
LA04Q,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","24,487",.,"31,479",.,.,819,.,.,.,.,.,.,.,.,.,.,"56,785"
LA04Q,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,"14,148",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,148"
LA04Q,400,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"2,423",.,.,.,.,"2,423"
LA04Q,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","188,222","135,206","310,168",.,"147,901","4,923",.,.,"59,632","147,092","10,461","102,609","46,009","249,137",.,"354,819","1,756,179"
LA04Q,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,"1,459",.,.,.,.,.,.,.,.,.,.,.,"1,459"
LA04R,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","6,396","18,530","5,945","17,748","7,447","8,696",.,.,.,.,"7,055","17,979",.,"38,180",.,"10,908","138,885"
LA04R,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","10,167",.,"18,451","5,914","46,997",.,.,.,.,.,.,.,.,.,.,"19,252","100,782"
LA04R,110,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,"4,111",.,.,.,.,.,.,.,.,.,.,.,"4,111"
LA04R,180,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,"2,740",.,.,.,.,.,.,.,.,.,527,.,.,.,.,"3,267"
LA04R,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","204,247","407,870","95,515","266,106","213,044","169,322","120,273",.,"124,383",.,"164,609","184,860",.,"278,189",.,"234,011","2,462,431"
LA04R,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,"7,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,102"
LA04R,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"11,258",.,.,.,.,"11,258"
LA04R,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","5,550",.,"8,911",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,461"
LA04R,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,"2,111","6,894","31,724",.,"1,787","4,205",.,"1,966",.,.,.,.,"9,592",.,.,"58,279"
LA04R,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,"8,065",.,.,.,.,.,.,.,.,"9,694",.,.,.,.,"17,758"
LA04R,350,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"23,539",.,.,.,.,"23,539"
LA04R,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","6,773","1,768","39,727",.,.,"9,825",.,.,.,.,.,.,.,.,.,.,"58,093"
LA04R,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,"39,563",.,.,.,.,.,.,.,.,.,.,.,.,.,"39,563"
LA04R,410,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,"8,830",.,.,.,.,.,.,.,.,"8,830"
LA04R,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","134,076","104,831","119,028",.,"65,976","12,660",.,.,"23,780","25,534","21,517","37,300","22,394","84,333",.,"94,598","746,026"
LA04R,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,"3,803",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,803"
LA04S,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","21,471","43,839","3,437","47,614","26,284","14,625",.,.,.,.,"17,970","40,919",.,"56,300",.,"12,272","284,731"
LA04S,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","7,343",.,"30,402","12,485","90,218",.,.,.,.,.,.,.,.,.,.,"25,027","165,476"
LA04S,110,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,"2,195",.,.,.,"1,009",.,.,.,.,"3,204"
LA04S,180,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,"3,197",.,.,"1,789",.,.,.,.,.,423,"8,609",.,.,.,.,"14,018"
LA04S,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","109,136","327,320","129,695","147,867","158,476","153,957","78,072",.,"46,221",.,"138,879","136,624",.,"157,674",.,"155,151","1,739,073"
LA04S,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,"27,285",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"27,285"
LA04S,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"6,026",.,.,.,.,.,.,.,.,"3,589",.,.,.,.,"9,615"
LA04S,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","2,220",.,"20,396",.,.,.,.,.,.,.,.,.,.,.,.,.,"22,616"
LA04S,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,"1,689",.,"8,204",.,"6,427",.,.,.,.,848,.,.,"11,191",.,"2,735","31,094"
LA04S,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"12,053",.,.,.,.,.,.,.,.,854,.,.,.,.,"12,907"
LA04S,350,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"8,982",.,.,.,.,"8,982"
LA04S,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"18,823",.,.,"4,503",.,.,.,.,.,.,.,.,.,"1,916","25,243"
LA04S,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"31,598",.,.,.,.,.,.,.,.,.,.,.,.,.,"31,598"
LA04S,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","34,624","84,087","94,873",.,"24,650","3,165",.,.,"3,293",.,"4,933","34,163","1,629","65,664",.,"13,130","364,211"
LA04S,501,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,"2,026",.,.,.,.,.,.,.,.,.,"1,460","3,486"
LA04S,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","2,357","1,550","2,737","3,177","1,459",.,.,.,.,.,.,.,.,"2,702",.,"4,896","18,879"
LA04S,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,.,"2,636"
LA07H,100,"Acute Kidney Injury with Interventions, with CC Score 11+",.,"17,013",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,013"
LA07H,101,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,"5,511",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,511"
LA07H,300,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,.,.,"15,051",.,.,.,.,.,.,.,.,.,"15,051"
LA07H,320,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,.,"19,983",.,.,"19,983"
LA07J,100,"Acute Kidney Injury with Interventions, with CC Score 6-10","2,208",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,208"
LA07J,101,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,"4,032",.,.,.,.,.,.,.,.,.,.,.,.,"4,032"
LA07J,300,"Acute Kidney Injury with Interventions, with CC Score 6-10","3,506",.,"6,133","13,154",.,.,"9,776",.,"17,248",.,"22,796","7,810",.,"8,536",.,.,"88,960"
LA07J,320,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,"29,258",.,.,.,.,.,.,.,.,.,.,.,.,"29,258"
LA07J,361,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,.,.,"2,866",.,.,.,.,.,.,.,.,.,.,"2,866"
LA07J,430,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,"5,556",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,434","8,990"
LA07J,502,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,"12,645","11,174",.,.,.,.,.,.,.,.,.,.,.,"23,819"
LA07K,100,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,"8,587","6,270",.,.,.,.,.,.,.,.,"4,641",.,.,.,.,"19,499"
LA07K,101,"Acute Kidney Injury with Interventions, with CC Score 0-5","5,551",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,551"
LA07K,300,"Acute Kidney Injury with Interventions, with CC Score 0-5","5,802","6,506","9,811","5,897","2,614",.,"11,763",.,"1,063",.,.,"13,883",.,.,.,"3,539","60,877"
LA07K,303,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,"7,676",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,676"
LA07K,320,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,"7,110",.,.,.,.,.,.,.,.,.,.,.,.,"7,110"
LA07K,361,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,"9,564",.,.,"9,006",.,.,.,.,.,.,.,.,.,"6,132","24,702"
LA07K,370,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,"3,013",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,013"
LA07K,430,"Acute Kidney Injury with Interventions, with CC Score 0-5","4,052","4,445",.,.,"4,350",.,.,.,.,.,.,.,.,.,.,.,"12,847"
LA07K,823,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,.,"6,590",.,.,.,.,.,.,.,.,.,.,.,"6,590"
LA07L,300,"Acute Kidney Injury without Interventions, with CC Score 12+",.,"9,766","1,933",.,"17,318","1,808",.,.,.,.,"22,003",.,.,"14,562",.,734,"68,124"
LA07L,302,"Acute Kidney Injury without Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,"7,999",.,.,.,.,"7,999"
LA07L,303,"Acute Kidney Injury without Interventions, with CC Score 12+","2,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,220"
LA07L,361,"Acute Kidney Injury without Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"26,062","26,062"
LA07L,430,"Acute Kidney Injury without Interventions, with CC Score 12+",.,"18,892","3,547",.,"5,438",.,.,.,.,.,.,.,"9,772","72,745",.,"23,277","133,670"
LA07M,100,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,454","5,454"
LA07M,300,"Acute Kidney Injury without Interventions, with CC Score 8-11","17,970","47,167","5,395","15,422","70,253","3,013","12,133",.,"1,503",.,"23,454","18,177",.,"6,026",.,"61,987","282,499"
LA07M,301,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,"8,971",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,971"
LA07M,303,"Acute Kidney Injury without Interventions, with CC Score 8-11","3,885",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,885"
LA07M,320,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,"13,764",.,.,.,.,.,.,.,"13,764"
LA07M,340,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,"4,807",.,.,.,.,"4,807"
LA07M,361,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,.,"12,121",.,.,"6,550",.,.,.,.,.,.,.,.,.,"11,881","30,552"
