HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
HA93Z,430,Foot Trauma Diagnosis without Procedure,.,370,499,.,363,.,.,.,366,.,388,.,654,.,.,.,298,450
HA94Z,100,Arm Trauma Diagnosis without Procedure,457,.,.,573,438,526,.,.,.,.,.,.,388,.,647,.,455,542
HA94Z,110,Arm Trauma Diagnosis without Procedure,682,.,.,.,459,.,.,608,.,.,.,.,777,.,.,.,517,585
HA94Z,180,Arm Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,232,.,306,.,.,.,.,472
HA94Z,300,Arm Trauma Diagnosis without Procedure,438,407,404,.,327,301,.,.,534,.,379,.,408,.,.,.,367,390
HA94Z,430,Arm Trauma Diagnosis without Procedure,368,370,499,.,363,.,823,.,.,360,388,.,654,.,644,.,298,534
HA95Z,100,Hand Trauma Diagnosis without Procedure,.,.,.,.,438,395,.,.,.,.,.,.,.,.,647,.,.,532
HA95Z,110,Hand Trauma Diagnosis without Procedure,519,.,.,.,374,.,.,.,.,.,.,.,"1,266",.,.,.,775,543
HA95Z,160,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,490,490
HA95Z,180,Hand Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,552
HA95Z,300,Hand Trauma Diagnosis without Procedure,.,407,.,454,.,301,.,.,376,.,.,.,386,.,.,.,367,387
HA95Z,320,Hand Trauma Diagnosis without Procedure,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
HA95Z,430,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,388,.,654,.,.,.,.,624
HA96Z,100,Multiple Trauma Diagnoses without Procedure,.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
HA96Z,110,Multiple Trauma Diagnoses without Procedure,519,.,.,.,374,.,.,.,.,.,.,.,.,.,.,.,400,482
HA96Z,180,Multiple Trauma Diagnoses without Procedure,.,457,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,748
HA96Z,300,Multiple Trauma Diagnoses without Procedure,.,407,404,.,327,301,.,.,.,.,.,.,386,.,.,.,367,373
HA96Z,430,Multiple Trauma Diagnoses without Procedure,.,370,.,.,.,352,.,.,.,.,.,.,654,.,.,.,.,537
HA97Z,100,Other Trauma Diagnosis without Procedure,457,452,.,573,438,395,.,.,.,.,525,.,"1,110",.,647,.,455,486
HA97Z,120,Other Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,512,.,.,.,.,512
HA97Z,170,Other Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,644,.,.,.,.,644
HA97Z,172,Other Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,798,.,.,.,.,798
HA97Z,180,Other Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,500
HA97Z,300,Other Trauma Diagnosis without Procedure,438,407,404,454,327,301,.,.,376,.,334,.,386,.,502,.,367,390
HA97Z,320,Other Trauma Diagnosis without Procedure,.,422,.,.,.,.,.,.,.,.,453,.,611,.,.,552,.,492
HA97Z,430,Other Trauma Diagnosis without Procedure,.,370,.,.,363,.,.,.,.,.,388,.,654,.,.,.,298,415
HA97Z,502,Other Trauma Diagnosis without Procedure,.,.,569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,569
HB11C,110,"Major Hip Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,006",.,.,.,.,"4,006"
HB12A,110,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,475",.,.,.,.,"1,475"
HB12B,110,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,931","1,931"
HB12C,110,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,581",.,.,.,"5,564","2,909"
HB13Z,110,"Intermediate Hip Procedures for Non-Trauma, Category 2","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HB14B,110,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,"3,584",.,.,.,.,.,.,.,"1,585",.,.,.,"1,233","1,909"
HB14C,110,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC","1,859",.,.,.,"3,807",.,.,.,.,.,.,.,"1,484",.,.,.,"1,233","1,816"
HB14C,160,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"11,314",.,.,.,.,"11,314"
HB14C,180,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,968,.,.,.,.,968
HB14C,300,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
HB15D,110,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,"1,301",.,.,.,.,.,.,.,.,"1,233","1,267"
HB15D,300,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,.,.,.,.,406,.,.,.,.,406
HB15E,110,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,.,.,.,.,.,"1,909",.,.,.,.,.,.,.,.,.,"1,909"
HB15E,300,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
HB15G,110,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC","2,752",.,.,.,.,.,.,.,.,.,.,.,"2,294",.,.,.,.,"2,523"
HB16C,110,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,"3,439",.,.,.,.,.,.,.,.,.,"3,439"
HB16C,300,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,048","1,048"
HB19Z,110,Minimal Hip Procedures for Non-Trauma,.,.,.,.,.,.,.,"2,099",.,.,.,.,.,.,.,.,.,"2,099"
HB19Z,361,Minimal Hip Procedures for Non-Trauma,521,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,521
HB23B,110,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,.,.,"1,678",.,.,.,.,.,.,.,"4,041",.,.,.,.,"2,859"
HB23B,300,"Intermediate Knee Procedures for Non-Trauma, with CC",438,407,436,.,.,.,.,.,.,.,.,.,406,.,502,.,.,438
HB23C,110,"Intermediate Knee Procedures for Non-Trauma, without CC","2,305",.,.,.,"1,424",.,.,.,.,.,.,.,.,.,.,.,.,"1,601"
HB23C,300,"Intermediate Knee Procedures for Non-Trauma, without CC",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
HB24B,300,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",438,407,436,454,.,301,.,.,.,.,.,.,406,.,.,.,"1,275",448
HB24B,320,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,358,.,.,.,.,.,.,.,.,.,.,.,358
HB24B,410,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,"1,213",.,.,.,.,.,.,.,.,.,.,.,.,"1,213"
HB24B,430,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,488,.,.,.,.,.,.,.,.,.,.,.,.,.,.,488
HB24C,110,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,699,.,.,.,.,"1,472"
HB24C,180,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,242,.,.,.,.,.,.,242
HB24C,300,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",438,407,.,.,327,.,.,.,.,.,.,.,406,.,.,.,.,391
HB24C,410,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,395,.,.,"1,213",.,.,714,.,.,.,.,.,.,.,.,.,774
HB24C,430,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,234",.,.,.,.,"1,234"
HB25D,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC","1,859",.,.,.,.,.,.,.,.,.,.,.,"5,187",.,.,.,.,"3,523"
HB25F,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,859",.,.,.,"1,295",.,.,.,.,.,.,.,"1,273",.,.,.,.,"1,479"
HB25J,110,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC","1,859",.,.,.,"1,106",.,.,.,.,.,.,.,.,.,.,.,.,"1,483"
HB29Z,300,Minimal Knee Procedures for Non-Trauma,.,407,400,.,327,.,.,.,.,.,.,.,.,.,.,.,821,456
HB29Z,330,Minimal Knee Procedures for Non-Trauma,328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,328
HB29Z,410,Minimal Knee Procedures for Non-Trauma,.,.,.,.,"1,213",.,.,.,.,.,.,.,.,.,.,.,.,"1,213"
HB33E,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HB34D,300,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
HB34E,110,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","1,859",.,.,.,"1,260",.,.,.,.,.,.,.,.,.,.,.,.,"1,440"
HB34F,110,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,980",.,.,.,.,"1,980"
HB34G,110,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,949,.,.,.,.,.,.,.,.,.,.,.,.,949
HB35B,300,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,406,.,.,.,.,406
HB35C,300,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
HB53Z,160,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,515","1,515"
HB54B,110,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HB54C,110,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,"1,845",.,.,.,.,.,.,.,.,.,.,.,.,"1,845"
HB54C,160,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,433","1,433"
HB54C,300,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,275","1,275"
HB55B,110,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,"1,280",.,.,.,.,.,.,.,.,.,.,.,"1,233","1,257"
HB55B,160,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
HB55B,300,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,406,.,406,.,.,.,.,406
HB55C,110,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","1,710",.,.,.,"1,610",.,.,.,.,.,.,.,.,.,.,.,.,"1,644"
HB55C,160,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,723","1,723"
HB55C,180,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,242,.,.,.,.,.,.,242
HB55C,300,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
HB56C,110,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","1,412",.,.,.,925,.,.,.,.,.,.,.,.,.,.,.,.,"1,250"
HB56C,160,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,489","1,489"
HB61C,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,"3,086",.,.,.,.,.,.,.,.,.,.,.,.,"3,086"
HB61C,160,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,847","1,847"
HB62C,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,"1,770",.,.,.,.,.,.,.,.,.,.,.,.,"1,770"
HB63Z,110,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,912,.,.,.,.,.,.,.,.,.,.,.,.,912
HB63Z,300,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,407,.,.,327,301,.,.,.,.,.,.,.,.,.,.,.,345
HB63Z,410,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,714,.,.,.,.,.,.,.,.,.,714
HB69Z,300,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,400,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400
HB69Z,430,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"1,198",.,.,.,.,"1,198"
HB72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","1,859",.,.,.,"1,290",.,.,.,.,.,.,.,.,.,.,.,.,"1,669"
HB73Z,300,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",438,.,.,.,.,.,.,.,.,.,814,.,406,.,.,.,.,516
HB73Z,410,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,"1,213",.,.,.,.,.,.,.,.,.,.,.,.,"1,213"
HB79Z,300,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,821,629
HB91Z,100,Other Non-Trauma Diagnosis without Procedure,.,.,.,573,.,395,.,.,.,.,.,.,.,.,.,.,.,454
HB91Z,110,Other Non-Trauma Diagnosis without Procedure,519,.,.,.,374,.,.,608,.,.,.,.,612,.,.,.,541,530
HB91Z,180,Other Non-Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,486
HB91Z,300,Other Non-Trauma Diagnosis without Procedure,438,407,404,.,327,.,.,.,.,.,.,.,386,.,.,.,367,389
HB91Z,430,Other Non-Trauma Diagnosis without Procedure,.,370,.,.,363,.,.,.,.,.,.,.,654,.,.,.,.,437
HB99Z,100,Other Procedures for Non-Trauma,.,.,.,"1,517",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,517"
HB99Z,110,Other Procedures for Non-Trauma,"1,412",.,.,.,"1,474",.,.,.,.,.,.,.,.,.,.,.,"1,233","1,401"
HB99Z,140,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,962","1,962"
HB99Z,160,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,787","1,787"
HB99Z,300,Other Procedures for Non-Trauma,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,048",844
HB99Z,303,Other Procedures for Non-Trauma,555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
HB99Z,410,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,714,.,.,.,.,.,.,.,.,.,714
HC01C,110,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"9,081",.,.,.,.,"9,081"
HC02D,110,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,"2,906",.,.,.,.,"2,906"
HC02E,110,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"5,059",.,.,.,.,"5,059"
HC02F,110,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"3,769",.,.,.,.,"3,769"
HC03F,110,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"4,023",.,.,.,.,"4,023"
HC04F,110,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"2,497",.,.,.,.,"2,497"
HC05F,110,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,"4,106",.,.,.,.,.,.,.,.,.,"4,106"
HC06Z,110,Extradural Spine Minor 1,"1,412",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,412"
HC07A,110,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"4,967",.,.,.,.,"4,967"
HC07B,150,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"6,766",.,.,.,.,"6,766"
HC07B,171,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"3,583",.,.,.,.,"3,583"
HC07B,300,Intradural Spine Major with CC Score 0-2,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
HC07B,421,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"5,228",.,.,.,.,"5,228"
HC11Z,300,Intradural Spine Minor 2,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
HC12Z,100,Intradural Spine Minor 1,"1,598",.,.,.,.,.,.,.,.,.,.,.,368,.,.,.,.,983
HC12Z,110,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"1,026",.,.,.,.,"1,026"
HC12Z,150,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"1,156",.,.,.,.,"1,156"
HC12Z,180,Intradural Spine Minor 1,.,457,.,.,894,.,.,.,.,.,206,.,331,.,.,.,.,498
HC12Z,300,Intradural Spine Minor 1,438,410,400,461,327,301,"1,134",.,843,.,504,.,371,.,502,.,"1,048",516
HC12Z,301,Intradural Spine Minor 1,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
HC12Z,303,Intradural Spine Minor 1,.,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
HC12Z,320,Intradural Spine Minor 1,.,.,.,547,.,358,.,.,.,.,.,.,.,.,.,.,.,493
HC12Z,350,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,788,.,.,.,.,788
HC12Z,400,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"1,080",.,.,.,.,"1,080"
HC12Z,420,Intradural Spine Minor 1,762,609,.,.,867,734,.,.,.,.,.,.,789,.,.,.,.,779
HC12Z,421,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"2,128",.,.,.,.,"2,128"
HC12Z,430,Intradural Spine Minor 1,.,370,.,.,363,.,.,.,.,.,466,.,"1,198",.,644,.,.,738
HC12Z,501,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,115","1,115"
HC20D,300,"Vertebral Column Injury without Procedure, with CC Score 6+",438,407,.,.,.,.,.,.,.,.,.,.,386,.,502,.,367,390
HC20D,430,"Vertebral Column Injury without Procedure, with CC Score 6+",.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370
HC20E,100,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
HC20E,110,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,400
HC20E,180,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
HC20E,300,"Vertebral Column Injury without Procedure, with CC Score 3-5",438,407,404,454,327,.,.,.,.,.,.,.,386,.,.,.,367,390
HC20E,340,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,714,.,.,.,.,.,.,466,.,.,.,.,590
HC20E,430,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,370,499,.,.,352,.,.,.,.,.,.,654,.,.,.,.,478
HC20F,100,"Vertebral Column Injury without Procedure, with CC Score 1-2",457,.,.,.,.,.,.,.,.,.,.,.,.,.,647,.,.,552
HC20F,110,"Vertebral Column Injury without Procedure, with CC Score 1-2",519,.,.,.,374,.,.,.,.,.,.,.,612,.,.,.,.,551
HC20F,170,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,779,.,.,.,.,779
HC20F,180,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,457,.,.,894,.,.,.,.,.,225,.,.,.,.,.,.,701
HC20F,300,"Vertebral Column Injury without Procedure, with CC Score 1-2",438,407,404,454,327,.,.,.,376,.,387,.,386,.,502,.,367,387
HC20F,430,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,370,.,.,363,.,.,.,.,.,.,.,654,.,.,.,.,491
HC20G,100,"Vertebral Column Injury without Procedure, with CC Score 0",.,.,.,573,438,395,.,.,.,.,.,.,.,.,647,.,.,551
HC20G,110,"Vertebral Column Injury without Procedure, with CC Score 0",519,.,.,.,.,.,.,608,.,.,.,.,612,.,.,.,400,533
HC20G,180,"Vertebral Column Injury without Procedure, with CC Score 0",.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,698
HC20G,300,"Vertebral Column Injury without Procedure, with CC Score 0",.,407,.,.,.,.,.,.,.,.,305,.,386,.,.,.,367,375
HC20G,430,"Vertebral Column Injury without Procedure, with CC Score 0",.,370,.,.,.,.,.,.,.,.,388,.,654,.,.,.,.,471
HC21D,300,"Spinal Cord Injury without Procedure, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
HC26D,300,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,387,.,.,.,.,.,367,380
HC26E,110,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,.,566
HC26E,300,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,407,404,.,.,.,.,.,.,.,.,.,386,.,.,.,367,388
HC26E,430,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
HC26F,110,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,374,.,.,.,.,.,.,.,.,.,.,.,.,374
HC26F,300,"Scoliosis or Other Spinal Deformity, with CC Score 0",438,.,404,.,.,.,.,.,.,.,.,.,386,.,.,.,.,408
HC26F,430,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
HC27E,300,Degenerative Spinal Conditions with CC Score 6-8,438,.,404,.,327,301,.,.,376,.,.,.,386,.,502,.,367,383
HC27F,110,Degenerative Spinal Conditions with CC Score 3-5,519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,.,566
HC27F,300,Degenerative Spinal Conditions with CC Score 3-5,438,407,404,454,327,.,528,.,376,.,387,.,386,.,502,.,367,395
HC27F,320,Degenerative Spinal Conditions with CC Score 3-5,.,422,.,547,.,.,.,.,.,.,453,.,611,.,.,552,.,513
HC27F,340,Degenerative Spinal Conditions with CC Score 3-5,.,.,465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,465
HC27F,430,Degenerative Spinal Conditions with CC Score 3-5,.,.,499,.,363,.,.,.,.,.,388,.,654,.,.,.,.,526
HC27G,100,Degenerative Spinal Conditions with CC Score 0-2,.,452,.,573,438,395,.,.,.,.,525,.,388,.,647,.,455,477
HC27G,110,Degenerative Spinal Conditions with CC Score 0-2,519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,400,567
HC27G,120,Degenerative Spinal Conditions with CC Score 0-2,540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,540
HC27G,150,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,953,.,.,.,.,953
HC27G,180,Degenerative Spinal Conditions with CC Score 0-2,.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,690
HC27G,300,Degenerative Spinal Conditions with CC Score 0-2,438,407,404,454,327,301,528,.,376,.,371,.,386,.,502,.,367,399
HC27G,302,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
HC27G,320,Degenerative Spinal Conditions with CC Score 0-2,.,422,568,.,.,.,701,.,.,.,453,.,611,.,.,552,456,532
HC27G,340,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HC27G,400,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
HC27G,430,Degenerative Spinal Conditions with CC Score 0-2,.,370,499,.,363,.,.,.,.,.,388,.,654,.,644,.,298,550
HC27G,501,Degenerative Spinal Conditions with CC Score 0-2,.,955,.,.,.,"1,013",.,.,.,.,.,.,.,.,.,.,730,899
HC27G,502,Degenerative Spinal Conditions with CC Score 0-2,.,.,569,.,.,.,.,.,.,.,.,.,.,.,676,.,.,622
HC28D,340,Spinal Cord Conditions with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HC28F,300,Spinal Cord Conditions with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
HC28G,110,Spinal Cord Conditions with CC Score 0-2,519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,.,581
HC28G,300,Spinal Cord Conditions with CC Score 0-2,438,.,.,.,.,.,.,.,376,.,.,.,386,.,502,.,367,403
HC29A,180,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
HC29A,300,Inflammatory Spinal Conditions with CC Score 2+,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
HC29A,320,Inflammatory Spinal Conditions with CC Score 2+,689,.,.,.,.,.,701,.,.,.,.,.,.,.,.,.,.,695
HC29A,410,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,685,.,.,.,.,.,.,.,.,.,685
HC29B,110,Inflammatory Spinal Conditions with CC Score 0-1,519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,.,589
HC29B,180,Inflammatory Spinal Conditions with CC Score 0-1,.,457,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,428
HC29B,300,Inflammatory Spinal Conditions with CC Score 0-1,.,.,404,.,.,301,.,.,.,.,.,.,386,.,.,.,367,377
HC29B,430,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
HC31D,300,Spinal Infection with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
