HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
JA12G,300,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,4,2,1,2,.,.,.,.,.,1,.,.,1,.,3,14
JA12G,303,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12G,370,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA12G,430,"Malignant Breast Disorders without Interventions, with CC Score 9+",2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,1,5
JA12H,100,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
JA12H,300,"Malignant Breast Disorders without Interventions, with CC Score 6-8",3,1,2,.,3,.,2,.,.,.,.,2,.,.,.,6,19
JA12H,340,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12H,370,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,19
JA12J,300,"Malignant Breast Disorders without Interventions, with CC Score 4-5",1,4,.,2,1,2,.,.,.,.,1,.,.,4,.,3,18
JA12J,370,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,22
JA12K,300,"Malignant Breast Disorders without Interventions, with CC Score 2-3",1,1,3,.,3,1,.,.,.,.,.,.,.,1,.,3,13
JA12K,370,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,25
JA12K,430,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12L,100,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12L,300,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,3
JA12L,340,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12L,370,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,8
JA13A,100,Non-Malignant Breast Disorders with Interventions,3,8,3,.,2,2,.,.,.,.,.,.,.,.,.,1,19
JA13A,160,Non-Malignant Breast Disorders with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA13A,300,Non-Malignant Breast Disorders with Interventions,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JA13B,300,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JA13C,100,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",1,6,1,.,9,1,.,.,.,.,.,1,.,1,.,2,22
JA13C,370,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA13C,501,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA18Z,100,Unilateral Minor Breast Procedures,3,5,1,.,1,1,.,.,.,.,.,.,.,.,.,1,12
JA18Z,420,Unilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA20D,160,Unilateral Major Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA20E,100,Unilateral Major Breast Procedures with CC Score 3-5,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA20F,100,Unilateral Major Breast Procedures with CC Score 0-2,.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,3
JA20F,160,Unilateral Major Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA20F,303,Unilateral Major Breast Procedures with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA21A,300,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
JA21B,350,Bilateral Major Breast Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA24D,100,Unilateral Intermediate Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA24D,300,Unilateral Intermediate Breast Procedures with CC Score 6+,1,2,.,.,1,.,.,.,1,.,.,1,.,.,.,1,7
JA24D,340,Unilateral Intermediate Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JA24D,360,Unilateral Intermediate Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA24D,370,Unilateral Intermediate Breast Procedures with CC Score 6+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24D,430,Unilateral Intermediate Breast Procedures with CC Score 6+,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,1,3
JA24E,100,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24E,160,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA24E,300,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,3,.,.,.,.,.,.,.,.,1,1,.,.,.,.,5
JA24E,302,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA24E,303,Unilateral Intermediate Breast Procedures with CC Score 3-5,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA24E,320,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,2
JA24E,430,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24E,502,Unilateral Intermediate Breast Procedures with CC Score 3-5,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24E,823,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
JA24F,100,Unilateral Intermediate Breast Procedures with CC Score 0-2,1,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,6
JA24F,300,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
JA24F,302,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA24F,303,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JA24F,340,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
JA25Z,100,Bilateral Intermediate Breast Procedures,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA25Z,160,Bilateral Intermediate Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA25Z,300,Bilateral Intermediate Breast Procedures,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB30C,300,Major Burn (TBSA of 60% or more) without Skin Procedure,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
JB31A,160,Intermediate Burn (TBSA of 20-59%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB31C,160,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB31C,300,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JB32A,160,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
JB32B,160,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,20
JB32B,171,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32C,100,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB32C,110,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB32C,130,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32C,160,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,14
JB32C,300,Minor Burn (TBSA of less than 20%) without Skin Procedure,2,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,5
JB32C,320,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32C,340,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32C,430,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB33A,110,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33A,160,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JB33B,160,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33C,100,Other Burn without Skin Procedure,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JB33C,110,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33C,160,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,2,8
JB33C,180,Other Burn without Skin Procedure,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
JB33C,300,Other Burn without Skin Procedure,1,.,.,2,.,4,1,.,.,.,.,3,.,.,.,5,16
JB33C,320,Other Burn without Skin Procedure,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JB33C,340,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JB33C,370,Other Burn without Skin Procedure,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB33C,420,Other Burn without Skin Procedure,.,.,.,.,.,1,.,.,.,.,.,2,.,.,.,.,3
JB33C,430,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,3,4
JC40Z,160,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JC41Z,110,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JC41Z,160,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,19,20
JC41Z,171,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JC41Z,330,Major Skin Procedures,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07A,100,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,3
JD07A,120,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07A,300,"Skin Disorders with Interventions, with CC Score 12+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JD07A,330,"Skin Disorders with Interventions, with CC Score 12+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07A,430,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,2,3
JD07B,100,"Skin Disorders with Interventions, with CC Score 8-11",.,1,.,.,.,3,.,.,.,.,.,3,.,1,.,.,8
JD07B,110,"Skin Disorders with Interventions, with CC Score 8-11",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07B,160,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07B,300,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,1,1,1,.,.,.,.,1,.,.,.,.,2,6
JD07B,320,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07B,330,"Skin Disorders with Interventions, with CC Score 8-11",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07C,100,"Skin Disorders with Interventions, with CC Score 4-7",5,3,1,1,4,2,.,.,.,.,2,6,.,3,.,2,29
JD07C,110,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
JD07C,140,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07C,160,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
JD07C,300,"Skin Disorders with Interventions, with CC Score 4-7",2,3,2,.,4,4,.,.,.,.,.,5,.,.,.,2,22
JD07C,302,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07C,330,"Skin Disorders with Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07C,361,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
JD07C,430,"Skin Disorders with Interventions, with CC Score 4-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
JD07D,100,"Skin Disorders with Interventions, with CC Score 0-3",14,43,1,5,24,15,.,.,.,.,2,25,.,14,.,20,163
JD07D,101,"Skin Disorders with Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JD07D,110,"Skin Disorders with Interventions, with CC Score 0-3",2,.,.,.,3,.,.,1,.,.,.,5,.,.,.,1,12
JD07D,120,"Skin Disorders with Interventions, with CC Score 0-3",1,4,.,.,3,.,.,.,.,.,.,4,.,.,.,.,12
JD07D,140,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
JD07D,160,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,32,33
JD07D,180,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,4
JD07D,300,"Skin Disorders with Interventions, with CC Score 0-3",6,4,.,1,2,.,.,.,.,.,.,4,.,1,.,2,20
JD07D,302,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07D,303,"Skin Disorders with Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07D,330,"Skin Disorders with Interventions, with CC Score 0-3",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
JD07D,370,"Skin Disorders with Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07D,400,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07D,502,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07E,110,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JD07E,300,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
JD07E,340,"Skin Disorders without Interventions, with CC Score 19+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07E,430,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,.,2,.,.,.,1,.,.,1,4
JD07F,300,"Skin Disorders without Interventions, with CC Score 14-18",7,2,2,3,10,1,1,.,5,.,2,2,.,2,.,10,47
JD07F,302,"Skin Disorders without Interventions, with CC Score 14-18",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07F,320,"Skin Disorders without Interventions, with CC Score 14-18",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07F,330,"Skin Disorders without Interventions, with CC Score 14-18",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07F,361,"Skin Disorders without Interventions, with CC Score 14-18",2,.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,5
JD07F,430,"Skin Disorders without Interventions, with CC Score 14-18",1,1,2,.,2,.,.,.,3,4,1,.,.,.,.,9,23
JD07G,100,"Skin Disorders without Interventions, with CC Score 10-13",2,2,.,.,1,2,.,.,.,.,.,1,.,.,.,1,9
JD07G,300,"Skin Disorders without Interventions, with CC Score 10-13",5,18,9,3,15,2,5,.,13,.,1,2,.,8,.,34,115
JD07G,302,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07G,320,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07G,330,"Skin Disorders without Interventions, with CC Score 10-13",.,.,3,.,1,.,.,.,.,.,.,.,.,.,.,.,4
JD07G,350,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07G,361,"Skin Disorders without Interventions, with CC Score 10-13",.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,4
JD07G,430,"Skin Disorders without Interventions, with CC Score 10-13",4,4,8,.,.,.,.,.,3,4,.,1,2,2,.,13,41
JD07H,100,"Skin Disorders without Interventions, with CC Score 6-9",7,.,.,.,3,4,.,.,.,.,.,1,.,5,.,2,22
JD07H,110,"Skin Disorders without Interventions, with CC Score 6-9",1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
JD07H,160,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07H,180,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
JD07H,300,"Skin Disorders without Interventions, with CC Score 6-9",21,27,21,14,25,16,13,.,24,.,13,23,.,12,.,83,292
JD07H,302,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
JD07H,303,"Skin Disorders without Interventions, with CC Score 6-9",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07H,320,"Skin Disorders without Interventions, with CC Score 6-9",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
JD07H,330,"Skin Disorders without Interventions, with CC Score 6-9",1,.,5,.,4,.,.,.,.,.,.,.,.,.,.,.,10
JD07H,340,"Skin Disorders without Interventions, with CC Score 6-9",.,.,1,.,.,1,.,.,.,.,.,1,.,.,.,.,3
JD07H,350,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
JD07H,361,"Skin Disorders without Interventions, with CC Score 6-9",1,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,7
JD07H,410,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
JD07H,430,"Skin Disorders without Interventions, with CC Score 6-9",3,6,6,.,7,1,.,.,.,.,1,2,1,4,.,15,46
JD07H,502,"Skin Disorders without Interventions, with CC Score 6-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07J,100,"Skin Disorders without Interventions, with CC Score 2-5",12,6,2,3,6,10,.,.,.,.,2,8,.,11,.,9,69
JD07J,110,"Skin Disorders without Interventions, with CC Score 2-5",1,.,.,.,6,.,.,3,.,.,.,4,.,.,.,3,17
JD07J,120,"Skin Disorders without Interventions, with CC Score 2-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07J,140,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07J,160,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,5,7
JD07J,180,"Skin Disorders without Interventions, with CC Score 2-5",.,1,.,.,7,.,.,.,.,.,.,3,.,.,.,.,11
JD07J,300,"Skin Disorders without Interventions, with CC Score 2-5",66,64,17,26,56,32,15,.,22,.,20,50,.,33,.,66,467
JD07J,302,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
JD07J,303,"Skin Disorders without Interventions, with CC Score 2-5",2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07J,320,"Skin Disorders without Interventions, with CC Score 2-5",1,.,.,2,.,2,.,.,.,.,.,1,.,1,.,.,7
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5",.,.,13,.,1,.,.,.,.,.,.,.,.,.,.,.,14
JD07J,340,"Skin Disorders without Interventions, with CC Score 2-5",.,.,1,.,1,.,.,.,.,.,.,3,.,.,.,.,5
JD07J,350,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
JD07J,361,"Skin Disorders without Interventions, with CC Score 2-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,19
JD07J,410,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
JD07J,430,"Skin Disorders without Interventions, with CC Score 2-5",7,13,9,.,6,.,.,.,.,2,1,8,.,3,.,7,56
JD07J,502,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07J,823,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1",9,19,2,6,13,2,.,.,.,.,2,2,.,8,.,1,64
JD07K,101,"Skin Disorders without Interventions, with CC Score 0-1",.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,1,4
JD07K,110,"Skin Disorders without Interventions, with CC Score 0-1",1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3
JD07K,120,"Skin Disorders without Interventions, with CC Score 0-1",5,1,.,.,5,.,.,.,.,.,.,1,.,.,.,.,12
JD07K,140,"Skin Disorders without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,14,16
JD07K,180,"Skin Disorders without Interventions, with CC Score 0-1",.,18,.,.,66,.,.,.,.,.,.,7,.,.,.,.,91
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1",27,52,11,13,36,30,10,.,15,.,15,26,.,17,.,25,277
JD07K,301,"Skin Disorders without Interventions, with CC Score 0-1",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07K,302,"Skin Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
JD07K,303,"Skin Disorders without Interventions, with CC Score 0-1",1,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,8
JD07K,320,"Skin Disorders without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
JD07K,330,"Skin Disorders without Interventions, with CC Score 0-1",41,.,11,.,1,.,.,.,.,.,.,.,.,.,.,.,53
JD07K,340,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
JD07K,350,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07K,370,"Skin Disorders without Interventions, with CC Score 0-1",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07K,430,"Skin Disorders without Interventions, with CC Score 0-1",1,4,.,.,.,.,.,.,.,1,.,3,.,.,.,1,10
JD07K,501,"Skin Disorders without Interventions, with CC Score 0-1",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07K,502,"Skin Disorders without Interventions, with CC Score 0-1",1,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3
KA03C,100,Parathyroid Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA03D,120,Parathyroid Procedures with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA04A,300,Adrenal Procedures with CC Score 2+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA04B,302,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA05C,300,Anterior Pituitary Disorders with CC Score 2+,.,1,.,2,.,.,1,.,.,.,.,.,.,.,.,.,4
KA05D,300,Anterior Pituitary Disorders with CC Score 0-1,.,3,.,.,1,.,.,.,1,.,.,1,.,.,.,.,6
KA05D,302,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
KA05D,360,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA06C,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06C,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,3,.,.,.,.,1,.,.,.,.,.,.,.,.,2,6
KA06C,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA06C,430,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
KA06D,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06D,120,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06D,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
KA06D,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA06D,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06E,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
