Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Mar-2013,South Eastern,General Medicine,Acute Services,444,90,0,0,--,,,0,--,0,--,0,534,,
31-Mar-2013,South Eastern,Gastroenterology,Acute Services,48,1,0,0,--,,,0,--,0,--,0,49,,
31-Mar-2013,South Eastern,Haematology (Clinical),Acute Services,5,0,0,0,--,,,0,--,0,--,0,5,,
31-Mar-2013,South Eastern,Cardiology,Acute Services,90,36,2,0,--,,,0,--,0,--,0,128,,
31-Mar-2013,South Eastern,Dermatology,Acute Services,83,39,0,0,--,,,0,--,0,--,0,122,,
31-Mar-2013,South Eastern,Paediatrics,Acute Services,19,1,0,0,--,,,0,--,0,--,0,20,,
31-Mar-2013,South Eastern,Geriatric Medicine,Elderly Care,12,0,0,0,--,,,0,--,0,--,0,12,,
31-Mar-2013,South Eastern,Gynaecology,Acute Services,110,67,32,2,--,,,1,--,0,--,0,212,,
31-Mar-2013,South Eastern,Clinical Oncology,Acute Services,12,1,0,0,--,,,0,--,0,--,0,13,,
31-Mar-2013,Southern,General Surgery,Acute Services,"1,026",610,282,101,--,,,55,--,3,--,3,"2,080",,
31-Mar-2013,Southern,Urology,Acute Services,166,129,102,45,--,,,14,--,0,--,0,456,,
31-Mar-2013,Southern,T & O Surgery,Acute Services,92,113,21,8,--,,,8,--,0,--,0,242,,
31-Mar-2013,Southern,ENT,Acute Services,184,134,10,0,--,,,0,--,0,--,0,328,,
31-Mar-2013,Southern,Ophthalmology,Acute Services,72,57,0,0,--,,,0,--,0,--,0,129,,
31-Mar-2013,Southern,Oral Surgery,Acute Services,26,22,17,15,--,,,6,--,0,--,0,86,,
31-Mar-2013,Southern,Paediatric Dentistry,Acute Services,5,0,0,0,--,,,0,--,0,--,0,5,,
31-Mar-2013,Southern,Pain Management,Acute Services,76,90,125,76,--,,,31,--,0,--,0,398,,
31-Mar-2013,Southern,General Medicine,Acute Services,6,4,0,0,--,,,0,--,0,--,0,10,,
31-Mar-2013,Southern,Gastroenterology,Acute Services,305,110,3,0,--,,,0,--,0,--,0,418,,
31-Mar-2013,Southern,Haematology (Clinical),Acute Services,15,1,0,0,--,,,0,--,0,--,0,16,,
31-Mar-2013,Southern,Cardiology,Acute Services,226,185,244,145,--,,,86,--,41,--,103,"1,030",,
31-Mar-2013,Southern,Dermatology,Acute Services,115,102,0,0,--,,,0,--,0,--,0,217,,
31-Mar-2013,Southern,Thoracic Medicine,Acute Services,12,0,0,0,--,,,0,--,0,--,0,12,,
31-Mar-2013,Southern,Neurology,Acute Services,6,3,0,0,--,,,0,--,0,--,0,9,,
31-Mar-2013,Southern,Rheumatology,Acute Services,159,132,103,45,--,,,5,--,0,--,0,444,,
31-Mar-2013,Southern,Gynaecology,Acute Services,139,126,1,0,--,,,0,--,0,--,0,266,,
31-Mar-2013,Southern,GP Other,Acute Services,59,6,0,0,--,,,0,--,0,--,0,65,,
31-Mar-2013,Southern,Clinical Oncology,Acute Services,7,0,0,0,--,,,0,--,0,--,0,7,,
31-Mar-2013,Western,General Surgery,Acute Services,542,399,270,90,--,,,10,--,6,--,0,"1,317",,
31-Mar-2013,Western,Urology,Acute Services,129,78,0,0,--,,,0,--,0,--,0,207,,
31-Mar-2013,Western,T & O Surgery,Acute Services,119,239,170,87,--,,,40,--,14,--,25,694,,
31-Mar-2013,Western,ENT,Acute Services,82,83,67,26,--,,,0,--,0,--,0,258,,
31-Mar-2013,Western,Ophthalmology,Acute Services,423,409,169,30,--,,,4,--,0,--,0,"1,035",,
31-Mar-2013,Western,Oral Surgery,Acute Services,178,115,38,18,--,,,0,--,0,--,0,349,,
31-Mar-2013,Western,Pain Management,Acute Services,123,126,0,0,--,,,0,--,0,--,0,249,,
31-Mar-2013,Western,General Medicine,Acute Services,777,148,0,0,--,,,0,--,0,--,0,925,,
31-Mar-2013,Western,Cardiology,Acute Services,47,30,0,0,--,,,0,--,0,--,0,77,,
31-Mar-2013,Western,Paediatrics,Acute Services,2,6,0,0,--,,,0,--,0,--,0,8,,
31-Mar-2013,Western,Gynaecology,Acute Services,153,140,83,0,--,,,0,--,0,--,0,376,,
31-Mar-2013,Western,GP Other,Acute Services,45,3,0,0,--,,,0,--,0,--,0,48,,
30-Jun-2013,Belfast,General Surgery,Acute Services,649,442,270,95,--,,,55,317,--,--,--,"1,828",,
30-Jun-2013,Belfast,Urology,Acute Services,485,328,494,90,--,,,16,65,--,--,--,"1,478",,
30-Jun-2013,Belfast,T & O Surgery,Acute Services,261,269,163,50,--,,,20,6,--,--,--,769,,
30-Jun-2013,Belfast,ENT,Acute Services,230,166,234,107,--,,,55,81,--,--,--,873,,
30-Jun-2013,Belfast,Ophthalmology,Acute Services,837,909,827,367,--,,,181,244,--,--,--,"3,365",,
30-Jun-2013,Belfast,Oral Surgery,Acute Services,12,27,1,0,--,,,0,0,--,--,--,40,,
30-Jun-2013,Belfast,Restorative Dentistry,Acute Services,25,9,2,0,--,,,0,0,--,--,--,36,,
30-Jun-2013,Belfast,Paediatric Dentistry,Acute Services,35,40,24,10,--,,,3,29,--,--,--,141,,
30-Jun-2013,Belfast,Neurosurgery,Acute Services,18,32,34,27,--,,,5,3,--,--,--,119,,
30-Jun-2013,Belfast,Plastic Surgery,Acute Services,72,42,40,5,--,,,3,8,--,--,--,170,,
30-Jun-2013,Belfast,Cardiac Surgery,Acute Services,0,0,2,0,--,,,0,0,--,--,--,2,,
30-Jun-2013,Belfast,Paediatric Surgery,Acute Services,27,80,118,56,--,,,35,127,--,--,--,443,,
30-Jun-2013,Belfast,Pain Management,Acute Services,165,162,145,64,--,,,61,112,--,--,--,709,,
30-Jun-2013,Belfast,General Medicine,Acute Services,153,49,0,0,--,,,0,0,--,--,--,202,,
30-Jun-2013,Belfast,Gastroenterology,Acute Services,646,199,11,0,--,,,0,0,--,--,--,856,,
30-Jun-2013,Belfast,Endocrinology,Acute Services,5,2,1,1,--,,,0,0,--,--,--,9,,
30-Jun-2013,Belfast,Cardiology,Acute Services,149,116,122,32,--,,,29,39,--,--,--,487,,
30-Jun-2013,Belfast,Dermatology,Acute Services,13,17,22,4,--,,,3,2,--,--,--,61,,
30-Jun-2013,Belfast,Nephrology,Acute Services,9,10,1,0,--,,,0,0,--,--,--,20,,
30-Jun-2013,Belfast,Neurology,Acute Services,0,2,0,0,--,,,0,0,--,--,--,2,,
30-Jun-2013,Belfast,Rheumatology,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,,
30-Jun-2013,Belfast,Paediatrics,Acute Services,19,14,1,0,--,,,0,0,--,--,--,34,,
30-Jun-2013,Belfast,Gynaecology,Acute Services,231,139,114,36,--,,,18,23,--,--,--,561,,
30-Jun-2013,Belfast,GP Other,Acute Services,2,0,0,0,--,,,0,0,--,--,--,2,,
30-Jun-2013,Belfast,Radiology,Acute Services,9,11,2,0,--,,,0,3,--,--,--,25,,
30-Jun-2013,Northern,General Surgery,Acute Services,915,553,175,30,--,,,10,5,--,--,--,"1,688",,
30-Jun-2013,Northern,Urology,Acute Services,254,66,56,14,--,,,4,4,--,--,--,398,,
30-Jun-2013,Northern,ENT,Acute Services,171,59,15,1,--,,,0,0,--,--,--,246,,
30-Jun-2013,Northern,Ophthalmology,Acute Services,31,33,12,3,--,,,0,0,--,--,--,79,,
30-Jun-2013,Northern,Oral Surgery,Acute Services,6,0,0,0,--,,,0,0,--,--,--,6,,
30-Jun-2013,Northern,Pain Management,Acute Services,124,30,2,0,--,,,0,0,--,--,--,156,,
30-Jun-2013,Northern,Gastroenterology,Acute Services,615,146,33,1,--,,,0,1,--,--,--,796,,
30-Jun-2013,Northern,Cardiology,Acute Services,71,59,1,0,--,,,0,0,--,--,--,131,,
30-Jun-2013,Northern,Dermatology,Acute Services,68,16,0,0,--,,,0,0,--,--,--,84,,
30-Jun-2013,Northern,Thoracic Medicine,Acute Services,16,1,1,0,--,,,0,0,--,--,--,18,,
30-Jun-2013,Northern,Gynaecology,Acute Services,307,202,103,49,--,,,9,13,--,--,--,683,,
30-Jun-2013,Northern,GP Other,Acute Services,116,69,8,1,--,,,0,0,--,--,--,194,,
30-Jun-2013,Northern,Other,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
30-Jun-2013,South Eastern,General Surgery,Acute Services,604,358,33,1,--,,,0,1,--,--,--,997,,
30-Jun-2013,South Eastern,Urology,Acute Services,266,125,73,5,--,,,0,0,--,--,--,469,,
30-Jun-2013,South Eastern,T & O Surgery,Acute Services,6,1,0,0,--,,,0,0,--,--,--,7,,
30-Jun-2013,South Eastern,ENT,Acute Services,83,104,19,0,--,,,0,0,--,--,--,206,,
30-Jun-2013,South Eastern,Ophthalmology,Acute Services,174,114,0,0,--,,,0,0,--,--,--,288,,
30-Jun-2013,South Eastern,Oral Surgery,Acute Services,54,20,1,0,--,,,0,0,--,--,--,75,,
30-Jun-2013,South Eastern,Plastic Surgery,Acute Services,248,160,47,1,--,,,0,0,--,--,--,456,,
30-Jun-2013,South Eastern,Paediatric Surgery,Acute Services,28,35,16,1,--,,,0,0,--,--,--,80,,
30-Jun-2013,South Eastern,Pain Management,Acute Services,62,26,0,0,--,,,0,0,--,--,--,88,,
30-Jun-2013,South Eastern,General Medicine,Acute Services,355,63,0,0,--,,,0,0,--,--,--,418,,
30-Jun-2013,South Eastern,Gastroenterology,Acute Services,61,4,0,0,--,,,0,0,--,--,--,65,,
30-Jun-2013,South Eastern,Haematology (Clinical),Acute Services,4,1,0,0,--,,,0,0,--,--,--,5,,
30-Jun-2013,South Eastern,Cardiology,Acute Services,94,26,2,0,--,,,0,0,--,--,--,122,,
30-Jun-2013,South Eastern,Dermatology,Acute Services,105,33,4,0,--,,,0,1,--,--,--,143,,
30-Jun-2013,South Eastern,Nephrology,Acute Services,2,0,0,0,--,,,0,0,--,--,--,2,,
30-Jun-2013,South Eastern,Rheumatology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
30-Jun-2013,South Eastern,Paediatrics,Acute Services,17,3,0,0,--,,,0,0,--,--,--,20,,
30-Jun-2013,South Eastern,Geriatric Medicine,Elderly Care,26,0,0,0,--,,,0,0,--,--,--,26,,
30-Jun-2013,South Eastern,Gynaecology,Acute Services,109,68,27,8,--,,,3,0,--,--,--,215,,
30-Jun-2013,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,--,,,0,0,--,--,--,4,,
30-Jun-2013,Southern,General Surgery,Acute Services,888,719,327,61,--,,,34,27,--,--,--,"2,056",,
30-Jun-2013,Southern,Urology,Acute Services,179,102,140,38,--,,,40,65,--,--,--,564,,
30-Jun-2013,Southern,T & O Surgery,Acute Services,101,81,46,42,--,,,6,8,--,--,--,284,,
30-Jun-2013,Southern,ENT,Acute Services,206,185,47,2,--,,,0,1,--,--,--,441,,
30-Jun-2013,Southern,Ophthalmology,Acute Services,177,17,6,0,--,,,0,0,--,--,--,200,,
30-Jun-2013,Southern,Oral Surgery,Acute Services,10,23,14,9,--,,,3,12,--,--,--,71,,
30-Jun-2013,Southern,Paediatric Dentistry,Acute Services,0,2,1,0,--,,,0,0,--,--,--,3,,
30-Jun-2013,Southern,Pain Management,Acute Services,62,102,97,48,--,,,45,1,--,--,--,355,,
30-Jun-2013,Southern,General Medicine,Acute Services,7,2,1,0,--,,,0,0,--,--,--,10,,
30-Jun-2013,Southern,Gastroenterology,Acute Services,294,153,23,0,--,,,0,0,--,--,--,470,,
30-Jun-2013,Southern,Haematology (Clinical),Acute Services,33,1,2,0,--,,,0,0,--,--,--,36,,
30-Jun-2013,Southern,Cardiology,Acute Services,181,209,203,87,--,,,67,178,--,--,--,925,,
30-Jun-2013,Southern,Dermatology,Acute Services,105,70,3,0,--,,,0,0,--,--,--,178,,
30-Jun-2013,Southern,Thoracic Medicine,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,,
30-Jun-2013,Southern,Neurology,Acute Services,5,1,0,0,--,,,0,0,--,--,--,6,,
30-Jun-2013,Southern,Rheumatology,Acute Services,208,179,103,12,--,,,0,1,--,--,--,503,,
30-Jun-2013,Southern,Gynaecology,Acute Services,111,72,25,0,--,,,0,0,--,--,--,208,,
30-Jun-2013,Southern,GP Other,Acute Services,64,14,2,3,--,,,0,1,--,--,--,84,,
30-Jun-2013,Southern,Clinical Oncology,Acute Services,14,0,0,0,--,,,0,0,--,--,--,14,,
30-Jun-2013,Western,General Surgery,Acute Services,517,332,256,121,--,,,48,95,--,--,--,"1,369",,
30-Jun-2013,Western,Urology,Acute Services,173,87,4,2,--,,,0,0,--,--,--,266,,
30-Jun-2013,Western,T & O Surgery,Acute Services,277,221,98,97,--,,,28,60,--,--,--,781,,
30-Jun-2013,Western,ENT,Acute Services,98,70,61,17,--,,,4,3,--,--,--,253,,
30-Jun-2013,Western,Ophthalmology,Acute Services,443,244,108,24,--,,,6,4,--,--,--,829,,
30-Jun-2013,Western,Oral Surgery,Acute Services,193,64,20,12,--,,,9,24,--,--,--,322,,
30-Jun-2013,Western,Pain Management,Acute Services,94,124,5,0,--,,,0,0,--,--,--,223,,
30-Jun-2013,Western,General Medicine,Acute Services,723,170,0,0,--,,,0,0,--,--,--,893,,
30-Jun-2013,Western,Cardiology,Acute Services,28,10,0,0,--,,,0,0,--,--,--,38,,
30-Jun-2013,Western,Paediatrics,Acute Services,11,6,1,0,--,,,0,0,--,--,--,18,,
30-Jun-2013,Western,Gynaecology,Acute Services,180,122,68,22,--,,,3,2,--,--,--,397,,
30-Jun-2013,Western,GP Other,Acute Services,74,5,0,0,--,,,0,0,--,--,--,79,,
30-Sep-2013,Belfast,General Surgery,Acute Services,709,485,309,112,--,,,67,370,--,--,--,"2,052",,
30-Sep-2013,Belfast,Urology,Acute Services,457,234,248,128,--,,,174,233,--,--,--,"1,474",,
30-Sep-2013,Belfast,T & O Surgery,Acute Services,31,121,313,152,--,,,53,20,--,--,--,690,,
30-Sep-2013,Belfast,ENT,Acute Services,167,152,217,95,--,,,70,75,--,--,--,776,,
30-Sep-2013,Belfast,Ophthalmology,Acute Services,937,843,917,298,--,,,214,297,--,--,--,"3,506",,
30-Sep-2013,Belfast,Oral Surgery,Acute Services,23,14,4,0,--,,,0,0,--,--,--,41,,
30-Sep-2013,Belfast,Restorative Dentistry,Acute Services,22,6,0,0,--,,,0,0,--,--,--,28,,
30-Sep-2013,Belfast,Paediatric Dentistry,Acute Services,44,33,16,9,--,,,4,23,--,--,--,129,,
30-Sep-2013,Belfast,Neurosurgery,Acute Services,17,28,18,16,--,,,7,7,--,--,--,93,,
30-Sep-2013,Belfast,Plastic Surgery,Acute Services,58,39,38,10,--,,,7,10,--,--,--,162,,
30-Sep-2013,Belfast,Cardiac Surgery,Acute Services,1,1,0,0,--,,,0,0,--,--,--,2,,
30-Sep-2013,Belfast,Paediatric Surgery,Acute Services,44,61,101,51,--,,,41,144,--,--,--,442,,
30-Sep-2013,Belfast,Pain Management,Acute Services,70,125,222,72,--,,,40,125,--,--,--,654,,
30-Sep-2013,Belfast,General Medicine,Acute Services,104,56,4,0,--,,,0,0,--,--,--,164,,
30-Sep-2013,Belfast,Gastroenterology,Acute Services,623,361,27,1,--,,,0,0,--,--,--,"1,012",,
30-Sep-2013,Belfast,Endocrinology,Acute Services,5,2,2,0,--,,,1,0,--,--,--,10,,
30-Sep-2013,Belfast,Cardiology,Acute Services,139,141,96,25,--,,,24,38,--,--,--,463,,
30-Sep-2013,Belfast,Dermatology,Acute Services,31,5,6,6,--,,,9,8,--,--,--,65,,
30-Sep-2013,Belfast,Nephrology,Acute Services,9,6,0,2,--,,,0,0,--,--,--,17,,
30-Sep-2013,Belfast,Neurology,Acute Services,3,2,0,1,--,,,0,0,--,--,--,6,,
30-Sep-2013,Belfast,Rheumatology,Acute Services,0,2,1,0,--,,,0,0,--,--,--,3,,
30-Sep-2013,Belfast,Paediatrics,Acute Services,16,9,1,0,--,,,0,0,--,--,--,26,,
30-Sep-2013,Belfast,Gynaecology,Acute Services,181,144,104,27,--,,,18,14,--,--,--,488,,
30-Sep-2013,Belfast,Radiology,Acute Services,11,5,12,0,--,,,1,2,--,--,--,31,,
30-Sep-2013,Northern,General Surgery,Acute Services,894,310,134,19,--,,,1,0,--,--,--,"1,358",,
30-Sep-2013,Northern,Urology,Acute Services,232,52,51,18,--,,,16,22,--,--,--,391,,
30-Sep-2013,Northern,ENT,Acute Services,139,59,14,0,--,,,0,0,--,--,--,212,,
30-Sep-2013,Northern,Ophthalmology,Acute Services,9,35,17,2,--,,,2,0,--,--,--,65,,
30-Sep-2013,Northern,Oral Surgery,Acute Services,1,1,1,0,--,,,0,0,--,--,--,3,,
30-Sep-2013,Northern,Pain Management,Acute Services,94,30,2,0,--,,,0,0,--,--,--,126,,
30-Sep-2013,Northern,General Medicine,Acute Services,2,3,0,0,--,,,0,0,--,--,--,5,,
30-Sep-2013,Northern,Gastroenterology,Acute Services,413,37,0,0,--,,,0,0,--,--,--,450,,
30-Sep-2013,Northern,Cardiology,Acute Services,83,80,0,0,--,,,0,0,--,--,--,163,,
30-Sep-2013,Northern,Dermatology,Acute Services,67,17,0,0,--,,,0,0,--,--,--,84,,
30-Sep-2013,Northern,Thoracic Medicine,Acute Services,15,1,0,0,--,,,0,0,--,--,--,16,,
30-Sep-2013,Northern,Rheumatology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
30-Sep-2013,Northern,Gynaecology,Acute Services,265,173,111,31,--,,,2,4,--,--,--,586,,
30-Sep-2013,Northern,GP Other,Acute Services,138,53,3,1,--,,,0,0,--,--,--,195,,
30-Sep-2013,South Eastern,General Surgery,Acute Services,677,349,136,7,--,,,0,0,--,--,--,"1,169",,
30-Sep-2013,South Eastern,Urology,Acute Services,282,130,45,3,--,,,0,0,--,--,--,460,,
30-Sep-2013,South Eastern,T & O Surgery,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,,
30-Sep-2013,South Eastern,ENT,Acute Services,58,109,50,0,--,,,0,0,--,--,--,217,,
30-Sep-2013,South Eastern,Ophthalmology,Acute Services,167,166,32,0,--,,,0,0,--,--,--,365,,
30-Sep-2013,South Eastern,Oral Surgery,Acute Services,57,24,3,0,--,,,0,0,--,--,--,84,,
30-Sep-2013,South Eastern,Plastic Surgery,Acute Services,215,154,1,0,--,,,0,0,--,--,--,370,,
30-Sep-2013,South Eastern,Paediatric Surgery,Acute Services,29,32,27,7,--,,,1,2,--,--,--,98,,
30-Sep-2013,South Eastern,Pain Management,Acute Services,48,43,0,0,--,,,0,0,--,--,--,91,,
30-Sep-2013,South Eastern,General Medicine,Acute Services,356,149,27,0,--,,,0,0,--,--,--,532,,
30-Sep-2013,South Eastern,Gastroenterology,Acute Services,21,21,3,0,--,,,0,0,--,--,--,45,,
30-Sep-2013,South Eastern,Haematology (Clinical),Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,,
30-Sep-2013,South Eastern,Cardiology,Acute Services,85,9,0,0,--,,,0,0,--,--,--,94,,
30-Sep-2013,South Eastern,Dermatology,Acute Services,73,47,2,0,--,,,0,0,--,--,--,122,,
30-Sep-2013,South Eastern,Neurology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,,
30-Sep-2013,South Eastern,Rheumatology,Acute Services,0,1,0,0,--,,,0,0,--,--,--,1,,
30-Sep-2013,South Eastern,Paediatrics,Acute Services,4,2,0,0,--,,,0,0,--,--,--,6,,
30-Sep-2013,South Eastern,Geriatric Medicine,Elderly Care,17,1,0,0,--,,,0,0,--,--,--,18,,
30-Sep-2013,South Eastern,Gynaecology,Acute Services,117,56,32,10,--,,,2,0,--,--,--,217,,
30-Sep-2013,South Eastern,Clinical Oncology,Acute Services,10,0,0,0,--,,,0,0,--,--,--,10,,
30-Sep-2013,Southern,General Surgery,Acute Services,"1,010",609,269,85,--,,,7,1,--,--,--,"1,981",,
30-Sep-2013,Southern,Urology,Acute Services,215,140,102,29,--,,,32,98,--,--,--,616,,
30-Sep-2013,Southern,T & O Surgery,Acute Services,156,95,75,14,--,,,0,0,--,--,--,340,,
30-Sep-2013,Southern,ENT,Acute Services,160,133,77,2,--,,,0,0,--,--,--,372,,
30-Sep-2013,Southern,Ophthalmology,Acute Services,113,43,0,0,--,,,0,0,--,--,--,156,,
30-Sep-2013,Southern,Oral Surgery,Acute Services,21,11,6,10,--,,,1,5,--,--,--,54,,
30-Sep-2013,Southern,Pain Management,Acute Services,88,73,97,40,--,,,0,0,--,--,--,298,,
30-Sep-2013,Southern,General Medicine,Acute Services,7,2,0,0,--,,,0,0,--,--,--,9,,
30-Sep-2013,Southern,Gastroenterology,Acute Services,283,111,2,1,--,,,0,0,--,--,--,397,,
30-Sep-2013,Southern,Haematology (Clinical),Acute Services,8,0,1,1,--,,,1,1,--,--,--,12,,
30-Sep-2013,Southern,Cardiology,Acute Services,202,71,84,31,--,,,22,57,--,--,--,467,,
30-Sep-2013,Southern,Dermatology,Acute Services,101,80,0,0,--,,,0,0,--,--,--,181,,
30-Sep-2013,Southern,Thoracic Medicine,Acute Services,6,1,0,0,--,,,0,0,--,--,--,7,,
30-Sep-2013,Southern,Neurology,Acute Services,9,1,0,0,--,,,0,0,--,--,--,10,,
30-Sep-2013,Southern,Rheumatology,Acute Services,163,131,153,29,--,,,0,0,--,--,--,476,,
30-Sep-2013,Southern,Gynaecology,Acute Services,165,53,0,0,--,,,0,0,--,--,--,218,,
30-Sep-2013,Southern,GP Other,Acute Services,57,22,0,0,--,,,0,1,--,--,--,80,,
30-Sep-2013,Southern,Clinical Oncology,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,,
30-Sep-2013,Western,General Surgery,Acute Services,621,350,278,115,--,,,44,67,--,--,--,"1,475",,
30-Sep-2013,Western,Urology,Acute Services,186,94,3,0,--,,,0,0,--,--,--,283,,
30-Sep-2013,Western,T & O Surgery,Acute Services,241,243,258,72,--,,,39,40,--,--,--,893,,
30-Sep-2013,Western,ENT,Acute Services,74,49,65,16,--,,,2,2,--,--,--,208,,
30-Sep-2013,Western,Ophthalmology,Acute Services,402,301,105,8,--,,,14,0,--,--,--,830,,
30-Sep-2013,Western,Oral Surgery,Acute Services,193,89,23,5,--,,,2,2,--,--,--,314,,
30-Sep-2013,Western,Pain Management,Acute Services,65,94,68,0,--,,,0,0,--,--,--,227,,
30-Sep-2013,Western,General Medicine,Acute Services,657,41,1,0,--,,,0,0,--,--,--,699,,
30-Sep-2013,Western,Cardiology,Acute Services,54,27,0,0,--,,,0,0,--,--,--,81,,
30-Sep-2013,Western,Paediatrics,Acute Services,13,2,6,2,--,,,0,0,--,--,--,23,,
30-Sep-2013,Western,Gynaecology,Acute Services,177,131,83,9,--,,,8,2,--,--,--,410,,
30-Sep-2013,Western,GP Other,Acute Services,92,4,0,0,--,,,0,0,--,--,--,96,,
31-Dec-2013,Belfast,General Surgery,Acute Services,611,558,313,123,--,,,72,412,--,--,--,2089,,
31-Dec-2013,Belfast,Urology,Acute Services,"1,106",291,274,130,--,,,81,379,--,--,--,2261,,
31-Dec-2013,Belfast,T & O Surgery,Acute Services,200,261,138,42,--,,,33,14,--,--,--,688,,
31-Dec-2013,Belfast,ENT,Acute Services,165,153,141,60,--,,,55,73,--,--,--,647,,
31-Dec-2013,Belfast,Ophthalmology,Acute Services,701,920,861,261,--,,,38,54,--,--,--,2835,,
31-Dec-2013,Belfast,Oral Surgery,Acute Services,17,38,4,0,--,,,0,1,--,--,--,60,,
31-Dec-2013,Belfast,Restorative Dentistry,Acute Services,21,2,0,0,--,,,0,0,--,--,--,23,,
31-Dec-2013,Belfast,Paediatric Dentistry,Acute Services,45,23,13,2,--,,,3,2,--,--,--,88,,
31-Dec-2013,Belfast,Neurosurgery,Acute Services,33,31,17,1,--,,,1,2,--,--,--,85,,
31-Dec-2013,Belfast,Plastic Surgery,Acute Services,38,56,66,12,--,,,16,11,--,--,--,199,,
31-Dec-2013,Belfast,Cardiac Surgery,Acute Services,1,0,1,0,--,,,0,0,--,--,--,2,,
31-Dec-2013,Belfast,Paediatric Surgery,Acute Services,45,109,94,36,--,,,39,139,--,--,--,462,,
31-Dec-2013,Belfast,Pain Management,Acute Services,106,196,122,139,--,,,79,77,--,--,--,719,,
31-Dec-2013,Belfast,General Medicine,Acute Services,8,13,7,0,--,,,0,0,--,--,--,28,,
31-Dec-2013,Belfast,Gastroenterology,Acute Services,670,516,172,4,--,,,0,10,--,--,--,1372,,
31-Dec-2013,Belfast,Endocrinology,Acute Services,10,1,1,0,--,,,0,0,--,--,--,12,,
31-Dec-2013,Belfast,Cardiology,Acute Services,111,93,58,23,--,,,17,25,--,--,--,327,,
31-Dec-2013,Belfast,Dermatology,Acute Services,18,24,11,0,--,,,0,4,--,--,--,57,,
31-Dec-2013,Belfast,Nephrology,Acute Services,9,2,0,0,--,,,0,0,--,--,--,11,,
31-Dec-2013,Belfast,Neurology,Acute Services,2,1,0,0,--,,,0,0,--,--,--,3,,
31-Dec-2013,Belfast,Rheumatology,Acute Services,2,4,1,1,--,,,1,0,--,--,--,9,,
31-Dec-2013,Belfast,Paediatrics,Acute Services,19,37,3,0,--,,,0,0,--,--,--,59,,
31-Dec-2013,Belfast,Gynaecology,Acute Services,199,215,99,27,--,,,8,6,--,--,--,554,,
31-Dec-2013,Belfast,GP Other,Acute Services,11,0,0,0,--,,,0,0,--,--,--,11,,
31-Dec-2013,Belfast,Radiology,Acute Services,15,6,4,1,--,,,0,1,--,--,--,27,,
31-Dec-2013,Northern,General Surgery,Acute Services,907,442,139,27,--,,,4,0,--,--,--,1519,,
31-Dec-2013,Northern,Urology,Acute Services,304,74,48,28,--,,,21,28,--,--,--,503,,
31-Dec-2013,Northern,ENT,Acute Services,108,57,14,0,--,,,0,0,--,--,--,179,,
31-Dec-2013,Northern,Ophthalmology,Acute Services,17,10,8,0,--,,,0,0,--,--,--,35,,
31-Dec-2013,Northern,Oral Surgery,Acute Services,0,0,1,1,--,,,1,0,--,--,--,3,,
31-Dec-2013,Northern,Pain Management,Acute Services,115,37,13,0,--,,,1,0,--,--,--,166,,
31-Dec-2013,Northern,General Medicine,Acute Services,0,1,0,0,--,,,0,0,--,--,--,1,,
31-Dec-2013,Northern,Gastroenterology,Acute Services,525,139,0,0,--,,,0,0,--,--,--,664,,
31-Dec-2013,Northern,Cardiology,Acute Services,73,51,0,0,--,,,0,0,--,--,--,124,,
31-Dec-2013,Northern,Dermatology,Acute Services,50,22,0,0,--,,,0,0,--,--,--,72,,
31-Dec-2013,Northern,Thoracic Medicine,Acute Services,13,1,0,0,--,,,0,0,--,--,--,14,,
31-Dec-2013,Northern,Gynaecology,Acute Services,211,191,104,27,--,,,2,0,--,--,--,535,,
31-Dec-2013,Northern,GP Other,Acute Services,118,85,2,0,--,,,0,0,--,--,--,205,,
31-Dec-2013,South Eastern,General Surgery,Acute Services,654,355,89,7,--,,,1,0,--,--,--,1106,,
31-Dec-2013,South Eastern,Urology,Acute Services,276,127,81,18,--,,,3,0,--,--,--,505,,
31-Dec-2013,South Eastern,T & O Surgery,Acute Services,8,2,0,0,--,,,0,0,--,--,--,10,,
31-Dec-2013,South Eastern,ENT,Acute Services,66,76,5,0,--,,,0,0,--,--,--,147,,
31-Dec-2013,South Eastern,Ophthalmology,Acute Services,154,209,32,0,--,,,0,0,--,--,--,395,,
31-Dec-2013,South Eastern,Oral Surgery,Acute Services,54,18,8,1,--,,,0,0,--,--,--,81,,
31-Dec-2013,South Eastern,Plastic Surgery,Acute Services,158,100,22,4,--,,,0,0,--,--,--,284,,
