HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost
LA08N,101,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,668
LA08N,300,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",868,967,"1,378",.,.,"1,228",.,.,.,.,.,.,.,.,.,"1,150","1,146"
LA08P,101,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,912,.,.,.,.,.,.,.,.,.,.,.,.,.,912
LA08P,300,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,168,.,.,.,.,.,.,.,.,.,.,.,.,.,168
LA08P,340,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,891,.,.,.,.,.,.,.,.,.,.,.,.,.,891
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,"1,034",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,034"
LA08P,430,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,859,.,.,.,.,.,.,.,.,.,.,.,.,.,859
LA09J,101,"General Renal Disorders with Interventions, with CC Score 6+",.,.,"2,755",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,755"
LA09K,100,"General Renal Disorders with Interventions, with CC Score 3-5","2,195",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,195"
LA09K,101,"General Renal Disorders with Interventions, with CC Score 3-5","2,405",.,"2,547",.,"3,121",.,.,.,.,.,.,.,.,.,.,"2,049","2,610"
LA09K,300,"General Renal Disorders with Interventions, with CC Score 3-5","2,630",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,630"
LA09L,100,"General Renal Disorders with Interventions, with CC Score 0-2","2,195",.,.,.,.,.,.,.,.,.,.,.,.,"3,002",.,.,"2,598"
LA09L,101,"General Renal Disorders with Interventions, with CC Score 0-2","1,911",.,"2,752","2,894","2,341",.,.,.,.,.,.,.,.,.,.,"1,603","2,165"
LA09L,361,"General Renal Disorders with Interventions, with CC Score 0-2","1,698",.,"1,474",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,506"
LA09L,502,"General Renal Disorders with Interventions, with CC Score 0-2","2,039","3,710",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,596"
LA09N,361,"General Renal Disorders without Interventions, with CC Score 6-8","7,294",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,294"
LA09P,100,"General Renal Disorders without Interventions, with CC Score 3-5",.,"3,390",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,390"
LA09P,101,"General Renal Disorders without Interventions, with CC Score 3-5","3,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,389"
LA09P,300,"General Renal Disorders without Interventions, with CC Score 3-5",877,.,.,.,.,.,.,.,.,.,.,"3,306",.,.,.,734,"1,334"
LA09P,302,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"2,448",.,.,.,.,"2,448"
LA09P,320,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,823","1,823"
LA09P,361,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,855,.,.,.,.,.,.,.,.,.,.,.,.,.,855
LA09Q,100,"General Renal Disorders without Interventions, with CC Score 0-2",457,.,.,.,"2,628",395,.,.,.,.,.,.,.,.,.,.,"1,527"
LA09Q,101,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,843,"3,031","1,678",.,.,.,.,.,.,.,.,.,.,.,"1,408"
LA09Q,300,"General Renal Disorders without Interventions, with CC Score 0-2",438,.,"1,236",.,.,.,.,.,.,.,.,.,.,"1,004",.,367,899
LA09Q,320,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,"2,143",.,.,.,.,.,.,.,.,.,.,"2,143"
LA09Q,361,"General Renal Disorders without Interventions, with CC Score 0-2","3,126","2,147","1,257",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,476"
LA09Q,370,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
LA09Q,502,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,"1,092",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,092"
LB05D,101,"Intermediate Percutaneous, Kidney or Ureter Procedures, 18 years and under",.,.,"5,535",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,535"
LB05D,361,"Intermediate Percutaneous, Kidney or Ureter Procedures, 18 years and under",.,.,969,.,.,.,.,.,.,.,.,.,.,.,.,.,969
LB05E,101,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+","2,150",.,"3,312",.,"5,021",.,.,.,.,.,.,.,.,.,.,"3,974","3,463"
LB05F,100,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,430","2,430"
LB05F,101,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5","1,924",.,"3,483",.,"6,878",.,.,.,.,.,.,.,.,.,.,"2,619","2,994"
LB05F,300,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,529,.,.,.,.,529
LB05F,361,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5",.,.,"2,445",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,445"
LB05G,101,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","2,432",.,"3,640","2,453","4,618",.,.,.,.,.,.,.,.,.,.,"1,575","3,437"
LB05G,300,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",877,.,"1,213",.,.,.,.,.,.,.,.,.,.,.,.,.,989
LB05G,340,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",.,.,"4,362",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,362"
LB05G,361,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",651,"1,200","2,929",.,.,.,.,.,.,.,.,.,.,.,.,767,"1,328"
LB05G,370,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",.,.,"3,816",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,816"
LB06J,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8","6,596",.,"5,655",.,.,.,.,.,.,.,.,.,.,.,.,"1,732","4,666"
LB06J,502,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,184","11,184"
LB06K,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5","4,099",.,"2,254","2,092",.,.,.,.,.,.,.,.,.,.,.,.,"2,535"
LB06L,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3","2,359",.,"2,393","1,833","1,602",.,.,.,.,.,.,.,.,.,.,"1,728","2,110"
LB06L,502,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,543","1,543"
LB06M,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1","1,889",.,"2,268","2,730","2,933",.,.,.,.,.,.,.,.,.,.,"1,785","2,191"
LB06M,502,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1","4,384",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,384"
LB06N,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,"24,969",.,.,.,.,.,.,.,.,.,.,.,.,.,"24,969"
LB06P,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,"12,485","5,455",.,.,.,.,.,.,.,.,.,.,.,"8,970"
LB06P,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,"2,842",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,842"
LB06Q,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,"4,920",.,"3,916",.,.,.,.,.,.,.,.,.,.,"3,527","4,276"
LB06Q,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,"2,111",.,.,.,.,.,.,"2,111"
LB06Q,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,"1,652",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,652"
LB06R,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,"7,447",.,.,.,.,.,.,.,.,.,.,.,"7,447"
LB06R,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,"2,110","6,571","2,098",.,.,.,.,.,.,.,.,.,.,"3,722","2,723"
LB06R,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,376,.,.,"4,525",.,502,.,.,"1,801"
LB06R,302,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"1,468",.,.,.,.,"1,468"
LB06R,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,"2,389",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,389"
LB06S,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1","1,827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,827"
LB06S,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",565,.,"1,324","2,629","1,539",.,.,.,.,.,.,.,.,.,.,.,"1,411"
LB06S,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,"1,913",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,913"
LB06S,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,"1,118",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,118"
LB06S,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,"1,537",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,537"
LB09C,101,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,"2,054","1,503",.,.,.,.,.,.,.,.,.,.,.,"1,779"
LB09C,171,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,993",.,.,.,.,"1,993"
LB09C,361,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,"1,962",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,962"
LB09D,100,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,.,.,"1,890",.,.,.,.,.,.,.,.,.,.,.,"1,890"
LB09D,101,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,249",.,"2,195","1,400","1,697",.,.,.,.,.,.,.,.,.,.,"1,243","1,773"
LB09D,361,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,"1,914",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,914"
LB09D,370,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,"2,524",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,524"
LB09D,502,"Intermediate Endoscopic Ureter Procedures, 19 years and over","2,709",.,"1,090",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,899"
LB10B,171,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,674",.,.,.,.,"2,674"
LB10C,100,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,"11,434",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,434"
LB10C,101,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,"4,663",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,663"
LB10C,361,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,"5,735",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,735"
LB10C,502,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+","4,312",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,312"
LB10D,100,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1","4,052",.,.,.,"4,804",.,.,.,.,.,.,.,.,.,.,.,"4,553"
LB10D,101,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1","4,409",.,"8,358",.,"13,622",.,.,.,.,.,.,.,.,.,.,.,"8,522"
LB12Z,101,Intermediate Open Bladder Procedures,.,.,"3,285",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,285"
LB13C,101,Major Endoscopic Bladder Procedures with CC Score 7+,"3,979",.,"1,208","2,326",.,.,.,.,.,.,.,.,.,.,.,"2,067","2,009"
LB13D,100,Major Endoscopic Bladder Procedures with CC Score 5-6,.,.,.,.,.,"1,705",.,.,.,.,.,.,.,.,.,.,"1,705"
LB13D,101,Major Endoscopic Bladder Procedures with CC Score 5-6,"5,444",.,"1,858",.,"2,494",.,.,.,.,.,.,.,.,.,.,"3,272","3,160"
LB13E,100,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,.,"1,214",.,.,.,.,.,.,.,.,.,.,"1,214"
LB13E,101,Major Endoscopic Bladder Procedures with CC Score 2-4,"3,207",.,"1,520","1,536","2,910",.,.,.,.,.,.,.,.,.,.,"1,941","2,019"
LB13E,502,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,"2,602",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,602"
LB13F,100,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,"1,493",.,.,.,.,.,.,.,.,.,.,"1,493"
LB13F,101,Major Endoscopic Bladder Procedures with CC Score 0-1,"2,611",.,"1,410","1,546","2,153",.,.,.,.,.,.,.,.,.,.,"1,801","1,826"
LB13F,502,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,"1,976",.,.,.,.,.,.,.,.,.,.,.,"1,976"
LB14Z,100,Intermediate Endoscopic Bladder Procedures,.,.,.,.,.,"1,181",.,.,.,.,.,.,.,.,.,.,"1,181"
LB14Z,101,Intermediate Endoscopic Bladder Procedures,"1,032",.,"1,779","1,362","1,274",.,.,.,.,.,.,.,.,.,.,"1,228","1,347"
LB14Z,171,Intermediate Endoscopic Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,"7,133",.,.,.,.,"7,133"
LB14Z,361,Intermediate Endoscopic Bladder Procedures,.,.,"1,853",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,853"
LB14Z,502,Intermediate Endoscopic Bladder Procedures,"1,343","1,712","1,300","1,208","1,450",.,.,.,.,.,.,.,.,.,.,"1,391","1,417"
LB15D,171,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,219",.,.,.,.,"1,219"
LB15E,100,"Minor Bladder Procedures, 19 years and over",884,452,.,.,.,968,.,.,.,.,.,.,.,.,.,.,870
LB15E,101,"Minor Bladder Procedures, 19 years and over",823,.,805,872,960,.,.,.,.,.,.,.,.,.,.,991,832
LB15E,300,"Minor Bladder Procedures, 19 years and over",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
LB15E,361,"Minor Bladder Procedures, 19 years and over",.,.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,748
LB15E,502,"Minor Bladder Procedures, 19 years and over",.,.,502,.,.,.,.,.,.,.,.,.,.,"1,239",.,.,625
LB16E,101,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6","2,698",.,"1,794","4,859",.,.,.,.,.,.,.,.,.,.,.,.,"2,748"
LB16E,502,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",.,"2,574","3,027",.,.,.,.,.,.,.,.,.,.,.,.,"1,391","2,331"
LB16F,101,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2","1,844",.,"2,345","5,914","1,241",.,.,.,.,.,.,.,.,.,.,"1,995","2,227"
LB16F,502,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2","2,223","3,395","4,052",.,.,"1,654",.,.,.,.,.,.,.,"3,828",.,.,"3,267"
LB16J,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,"1,186",.,.,.,.,.,.,.,.,.,.,"1,186"
LB16J,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",988,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,924
LB16J,361,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
LB16K,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",565,.,808,.,.,.,.,.,.,.,.,.,.,.,.,.,747
LB16K,502,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,.,564,.,730,.,.,.,.,.,.,.,.,.,.,.,619
LB17Z,100,Introduction of Therapeutic Substance into Bladder,.,.,.,.,.,"1,552",.,.,.,.,.,.,.,.,.,.,"1,552"
LB17Z,101,Introduction of Therapeutic Substance into Bladder,"1,034",.,786,.,"1,477",.,.,.,.,.,.,.,.,.,.,.,"1,430"
LB18Z,100,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,"2,011",.,.,.,.,.,.,.,.,.,.,"2,011"
LB18Z,101,Attention to Suprapubic Bladder Catheter,820,.,786,.,"1,002",.,.,.,.,.,.,.,.,.,.,"1,271",891
LB18Z,420,Attention to Suprapubic Bladder Catheter,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
LB18Z,502,Attention to Suprapubic Bladder Catheter,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,502
LB19C,101,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+","1,640",.,"3,450",.,839,.,.,.,.,.,.,.,.,.,.,.,"3,110"
LB19C,361,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",.,.,"2,404",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,404"
LB19C,502,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",.,.,"2,334",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,334"
LB19D,100,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",.,.,.,.,.,"1,622",.,.,.,.,.,.,.,.,.,.,"1,622"
LB19D,101,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3","1,565",.,"2,841","2,839","2,382",.,.,.,.,.,.,.,.,.,.,"1,709","2,474"
LB19D,301,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",.,"1,520",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,520"
LB19D,361,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",.,.,"3,564",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,564"
LB19D,502,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",.,"2,295","2,329","2,091","1,977",.,.,.,.,.,.,.,.,.,.,"1,934","2,174"
LB19E,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,668
LB19E,300,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,288,.,.,.,.,.,.,.,.,.,.,.,.,.,288
LB19F,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,647,.,.,647
LB19F,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",565,.,"1,723",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,434"
LB19G,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"3,066",.,.,.,.,.,.,.,.,.,.,.,"3,066"
LB19G,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",565,.,949,.,"2,098",.,.,.,.,.,.,.,.,.,.,"1,155","1,023"
LB19G,361,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
LB19G,370,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
LB19G,502,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"2,189",.,.,.,.,.,.,.,.,.,.,.,"2,189"
LB20C,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",.,.,"4,458",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,458"
LB20D,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3","1,895",.,"5,292",.,"2,184",.,.,.,.,.,.,.,.,.,.,.,"3,124"
LB20D,361,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",.,.,"3,123",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,123"
LB20D,502,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3","2,592",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,208","2,336"
LB20E,361,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
LB20F,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,"2,990",.,420,.,.,.,.,.,.,.,.,.,.,.,"2,133"
LB21A,101,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",.,.,"5,683","12,146",.,.,.,.,.,.,.,.,.,.,.,.,"6,976"
LB21B,101,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,"5,834","6,114",.,.,.,.,.,.,.,.,.,.,.,.,"5,889"
LB25D,101,Transurethral Prostate Resection Procedures with CC Score 6+,"7,233",.,"5,030","2,243",.,.,.,.,.,.,.,.,.,.,.,"4,042","3,907"
LB25E,101,Transurethral Prostate Resection Procedures with CC Score 3-5,"3,505",.,"3,431","2,428","2,790",.,.,.,.,.,.,.,.,.,.,"2,470","2,966"
LB25F,100,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,"1,377",.,.,.,.,.,.,.,.,.,.,.,.,"1,377"
LB25F,101,Transurethral Prostate Resection Procedures with CC Score 0-2,"2,653",.,"3,351","2,492","2,754",.,.,.,.,.,.,.,.,.,.,"2,379","2,695"
LB25F,370,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,"2,096",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,096"
LB26A,101,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+","1,895",.,"2,153","1,188","1,463",.,.,.,.,.,.,.,.,.,.,"1,995","1,888"
LB26A,370,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,.,"2,054",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,054"
LB26B,101,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1","1,245",.,"1,834","1,294","1,686",.,.,.,.,.,.,.,.,.,.,839,"1,483"
LB26B,370,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,.,"2,054",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,054"
LB26B,502,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",872,"1,688","1,652",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,439"
LB27Z,101,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)",875,.,"1,580","1,662","1,122",.,.,.,.,.,.,.,.,.,.,.,"1,473"
LB28C,101,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",.,.,"2,391","2,901",.,.,.,.,.,.,.,.,.,.,.,.,"2,646"
LB28D,101,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3","3,644",.,"1,996","2,932","1,872",.,.,.,.,.,.,.,.,.,.,"1,149","2,266"
LB28F,101,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",.,.,"1,090",.,"1,259",.,.,.,.,.,.,.,.,.,.,"1,794","1,484"
LB28G,101,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",565,.,746,657,839,.,.,.,.,.,.,.,.,.,.,.,695
LB29A,100,"Major Open Urethra Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,002",.,.,"3,002"
LB29A,101,"Major Open Urethra Procedures, 19 years and over","2,714",.,"8,083","4,285","1,152",.,.,.,.,.,.,.,.,.,.,"1,664","4,811"
LB29A,502,"Major Open Urethra Procedures, 19 years and over",.,.,"1,345",.,.,.,.,.,.,.,.,.,.,"4,279",.,"2,480","2,702"
LB29C,160,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"4,355",.,.,.,"1,169","2,762"
LB29C,171,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"4,318",.,.,.,.,"4,318"
LB29D,100,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,976","1,976"
LB29D,171,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"5,066",.,.,.,.,"5,066"
LB33Z,100,Vasectomy Procedures,"1,311","1,298",.,.,.,"1,181",.,.,.,.,.,.,.,.,.,"1,976","1,374"
LB33Z,101,Vasectomy Procedures,"1,075",.,"3,519",657,"1,584",.,.,.,.,.,.,.,.,.,.,.,"3,002"
LB35C,100,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",.,.,.,"3,455",.,.,.,.,.,.,.,.,.,"3,231",.,.,"3,305"
LB35C,101,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+","1,980",.,"3,110",.,.,.,.,.,.,.,.,.,.,.,.,"1,679","2,068"
LB35C,160,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,375","2,375"
LB35D,100,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",.,"2,300",.,.,.,"2,013",.,.,.,.,.,.,.,.,.,.,"2,156"
LB35D,101,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1","2,247",.,"2,557",.,"2,565",.,.,.,.,.,.,.,.,.,.,"1,573","2,227"
LB35D,370,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",.,.,"5,040",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,040"
