HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
GC18B,360,Non-Obstructive Jaundice with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,"3,515",.,.,.,.,"3,515"
GC18B,430,Non-Obstructive Jaundice with CC Score 0-4,.,.,.,.,"2,634",.,.,.,.,.,.,.,880,.,.,.,"3,514"
GC18B,800,Non-Obstructive Jaundice with CC Score 0-4,.,.,"3,850",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,850"
HC20H,110,Vertebral Column Injury with Interventions,"4,777",.,.,.,.,.,.,.,.,.,.,"40,490",.,.,.,.,"45,268"
HC20H,300,Vertebral Column Injury with Interventions,.,"4,009",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,009"
HC20H,320,Vertebral Column Injury with Interventions,.,.,.,.,.,"2,232",.,.,.,.,.,.,.,.,.,.,"2,232"
HC20J,100,"Vertebral Column Injury without Interventions, with CC Score 6+",.,.,.,"4,940",.,"3,890",.,.,.,.,.,.,.,.,.,.,"8,830"
HC20J,110,"Vertebral Column Injury without Interventions, with CC Score 6+",.,.,.,.,.,.,.,"1,695",.,.,.,"55,742",.,.,.,.,"57,437"
HC20J,300,"Vertebral Column Injury without Interventions, with CC Score 6+","2,675","11,626","4,634","32,762","3,383",.,.,.,"16,273",.,.,"14,196",.,.,.,"23,310","108,860"
HC20J,340,"Vertebral Column Injury without Interventions, with CC Score 6+",.,"4,216","2,338",.,.,.,.,.,.,.,.,"1,604",.,.,.,.,"8,158"
HC20J,430,"Vertebral Column Injury without Interventions, with CC Score 6+","9,999","2,067","52,413",.,"14,296","6,544",.,.,"40,943","6,420",.,"8,943","12,322","5,251",.,"27,305","186,505"
HC20K,100,"Vertebral Column Injury without Interventions, with CC Score 3-5",.,"1,333",.,"14,272",.,"8,557",.,.,.,.,.,.,.,"18,370",.,.,"42,532"
HC20K,110,"Vertebral Column Injury without Interventions, with CC Score 3-5","27,837",.,.,.,.,.,.,.,.,.,.,"201,626",.,.,.,"8,277","237,740"
HC20K,180,"Vertebral Column Injury without Interventions, with CC Score 3-5",.,.,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,"2,001"
HC20K,300,"Vertebral Column Injury without Interventions, with CC Score 3-5","1,784","17,640",.,"51,951","12,029","4,068","3,090",.,"14,424",.,.,"10,720",.,"3,598",.,"22,946","142,249"
HC20K,301,"Vertebral Column Injury without Interventions, with CC Score 3-5",.,"1,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,493"
HC20K,303,"Vertebral Column Injury without Interventions, with CC Score 3-5",.,.,"3,127",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,127"
HC20K,340,"Vertebral Column Injury without Interventions, with CC Score 3-5",.,"9,486",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,486"
HC20K,430,"Vertebral Column Injury without Interventions, with CC Score 3-5","2,857","20,330","8,705",.,"15,049","10,635",.,.,"8,655","5,665",.,"17,373","36,526",.,.,"14,419","140,214"
HC20L,100,"Vertebral Column Injury without Interventions, with CC Score 1-2",.,"3,554",.,"8,234",.,"5,835",.,.,.,.,.,.,.,"14,434",.,.,"32,057"
HC20L,110,"Vertebral Column Injury without Interventions, with CC Score 1-2","8,404",.,.,.,"2,206",.,.,"6,089",.,.,.,"114,866",.,.,.,"23,590","155,154"
HC20L,180,"Vertebral Column Injury without Interventions, with CC Score 1-2",.,.,.,.,"3,001",.,.,.,.,.,.,"1,586",.,.,.,.,"4,587"
HC20L,300,"Vertebral Column Injury without Interventions, with CC Score 1-2","21,848","15,234","1,630","7,957","9,397","6,683",.,.,"1,479",.,"7,375","37,617",.,.,.,"28,773","137,995"
HC20L,301,"Vertebral Column Injury without Interventions, with CC Score 1-2",.,"5,600",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,600"
HC20L,302,"Vertebral Column Injury without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,"3,977",.,.,.,.,.,"3,977"
HC20L,303,"Vertebral Column Injury without Interventions, with CC Score 1-2",.,.,"3,133",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,133"
HC20L,340,"Vertebral Column Injury without Interventions, with CC Score 1-2",.,.,"1,892",.,.,.,.,.,.,.,.,"1,249",.,.,.,.,"3,141"
HC20L,430,"Vertebral Column Injury without Interventions, with CC Score 1-2","3,571","7,925","30,101",.,"6,020","9,408","3,928",.,"10,319","16,618",.,"11,644","29,485","5,907",.,"5,215","140,140"
HC20M,100,"Vertebral Column Injury without Interventions, with CC Score 0",.,"3,999",.,"14,820",.,"2,334",.,.,.,.,.,"1,439",.,"34,773",.,.,"57,365"
HC20M,110,"Vertebral Column Injury without Interventions, with CC Score 0","12,605",.,.,.,"9,265",.,.,.,.,.,.,"68,308",.,.,.,"30,625","120,804"
HC20M,150,"Vertebral Column Injury without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,566",.,.,.,.,"1,566"
HC20M,180,"Vertebral Column Injury without Interventions, with CC Score 0",.,735,.,.,"11,005",.,.,.,.,.,.,.,.,.,.,.,"11,740"
HC20M,300,"Vertebral Column Injury without Interventions, with CC Score 0","3,567","4,009",.,"1,404",752,"5,230",.,.,.,.,"2,861","5,541",.,.,.,.,"23,364"
HC20M,430,"Vertebral Column Injury without Interventions, with CC Score 0",.,"3,446",.,.,.,.,.,.,.,.,.,"3,331","1,320",.,.,.,"8,097"
HC21D,110,Spinal Cord Injury with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"2,444",.,.,.,.,"2,444"
HC21D,430,Spinal Cord Injury with CC Score 2+,.,.,"7,526",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,526"
HC21E,110,Spinal Cord Injury with CC Score 0-1,"1,050",.,.,.,.,.,.,.,.,.,.,"1,906",.,.,.,.,"2,956"
HC21E,300,Spinal Cord Injury with CC Score 0-1,.,.,.,.,.,"1,453",.,.,.,.,.,.,.,.,.,.,"1,453"
HC26D,110,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"4,045",.,.,.,.,"4,045"
HC26D,300,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,"4,635",.,"4,438",.,.,"1,359",.,.,.,.,"10,432"
HC26D,320,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,617",.,.,"1,617"
HC26D,340,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,"4,790",.,.,.,.,.,"4,790"
HC26E,300,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"2,753",.,.,.,"2,185","4,938"
HC26F,110,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"2,209",.,.,.,.,"2,209"
HC26F,300,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,"2,806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,806"
HC26F,302,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,"2,292",.,.,.,.,.,"2,292"
HC26F,430,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,"1,023",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,023"
HC27H,100,"Degenerative Spinal Conditions with Interventions, with CC Score 3+",.,.,.,.,.,"4,345",.,.,.,.,.,.,.,.,.,.,"4,345"
HC27H,110,"Degenerative Spinal Conditions with Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"25,440",.,.,.,.,"25,440"
HC27H,172,"Degenerative Spinal Conditions with Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"7,063",.,.,.,.,"7,063"
HC27H,300,"Degenerative Spinal Conditions with Interventions, with CC Score 3+","6,098",.,.,"4,212",.,581,.,.,.,.,.,.,.,.,.,.,"10,891"
HC27H,430,"Degenerative Spinal Conditions with Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,456","10,456"
HC27J,101,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,"5,683",.,.,.,.,.,.,.,.,.,.,.,"5,683"
HC27J,110,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,354",.,.,.,.,"2,354"
HC27J,300,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2","2,229",.,.,.,.,"2,034",.,.,"1,298",.,.,.,.,.,.,"6,523","12,084"
HC27J,430,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2","1,071",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,071"
HC27K,110,"Degenerative Spinal Conditions without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,"4,576",.,.,.,.,"4,576"
HC27K,300,"Degenerative Spinal Conditions without Interventions, with CC Score 9+","7,580",.,.,.,.,"3,196","5,665",.,.,.,.,"5,870",.,.,.,"5,828","28,138"
HC27K,340,"Degenerative Spinal Conditions without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,"3,240",.,.,.,.,.,"3,240"
HC27K,361,"Degenerative Spinal Conditions without Interventions, with CC Score 9+",.,.,.,.,.,"2,712",.,.,.,.,.,.,.,.,.,.,"2,712"
HC27K,430,"Degenerative Spinal Conditions without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,220",.,"3,375","10,594"
HC27L,100,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8",.,.,.,.,"1,317",.,.,.,.,.,.,.,.,"7,217",.,.,"8,534"
HC27L,110,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8",.,.,.,.,.,.,.,"3,852",.,.,.,"8,400",.,.,.,.,"12,252"
HC27L,300,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8",.,"5,613",.,"5,148","7,518","6,392","5,665",.,.,.,.,"9,033",.,.,.,"4,006","43,375"
HC27L,361,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8",.,"1,688",.,.,.,"1,808",.,.,.,.,.,.,.,.,.,.,"3,496"
HC27L,430,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8","6,785","4,824","8,606",.,"4,138",.,.,.,"2,330",.,.,"1,031",.,"14,439",.,"7,056","49,211"
HC27M,100,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"1,456",.,.,.,"9,299","10,755"
HC27M,110,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5","21,009",.,.,.,.,.,.,"10,551",.,.,.,"29,096",.,.,.,.,"60,656"
HC27M,300,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5","5,797","18,441",.,"15,445","3,007","15,109","9,784",.,"5,548",.,"5,978","10,478",.,"14,393",.,"37,150","141,131"
HC27M,303,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,"1,224",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,224"
HC27M,320,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,.,.,859,.,.,.,.,.,.,.,.,.,.,.,859
HC27M,340,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,"2,811","5,375",.,.,.,.,.,.,.,.,868,.,.,.,.,"9,054"
HC27M,370,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,"7,456",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,456"
HC27M,430,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5","5,000","11,371","24,780",.,"11,287","4,090",.,.,"4,660","23,416","5,175",998,"24,644","30,848",.,"19,942","166,209"
HC27M,800,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,"2,755",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,755"
HC27N,100,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","3,570",889,.,"3,293","5,707","2,334",.,.,.,.,.,.,.,"48,550",.,"2,657","67,000"
HC27N,101,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,"1,942",.,"2,490",.,.,.,.,.,.,.,.,.,.,"1,549","5,981"
HC27N,110,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","14,181",.,.,.,.,.,.,"9,061",.,.,.,"35,052",.,.,.,.,"58,294"
HC27N,150,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,559",.,.,.,.,"2,559"
HC27N,180,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,"2,938",.,.,"67,031",.,.,.,.,.,.,.,.,.,.,.,"69,969"
HC27N,300,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","14,714","16,437",.,"9,829","19,923","9,589","1,030",.,"2,219",.,"5,095","56,157",.,"10,795",.,"28,045","173,832"
HC27N,302,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,"1,235",.,.,.,.,.,"1,235"
HC27N,303,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,"1,597","3,367",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,964"
HC27N,320,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","2,321",.,.,.,.,.,.,.,.,.,881,.,.,.,.,.,"3,202"
HC27N,340,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,"2,459",.,.,.,.,.,.,.,.,637,.,.,.,.,.,"3,096"
HC27N,400,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"4,718",.,.,.,.,"4,718"
HC27N,410,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"1,973",.,.,.,.,.,.,.,.,"1,973"
HC27N,430,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","6,785","11,371","1,870",.,"6,772","1,636",.,.,"1,331","6,043","1,264","14,159","1,760","3,282",.,"2,454","58,728"
HC27N,501,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","1,186",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,105","6,291"
HC28J,110,"Spinal Cord Conditions without Interventions, with CC Score 7+","1,050",.,.,.,.,.,.,.,.,.,.,"4,576",.,.,.,.,"5,626"
HC28J,430,"Spinal Cord Conditions without Interventions, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,563",.,.,"6,563"
HC28K,110,"Spinal Cord Conditions without Interventions, with CC Score 5-6",.,.,.,.,.,.,.,.,.,.,.,"3,814",.,.,.,.,"3,814"
HC28K,300,"Spinal Cord Conditions without Interventions, with CC Score 5-6",892,"2,405",.,.,752,.,.,.,.,.,.,.,.,"3,598",.,.,"7,647"
HC28K,303,"Spinal Cord Conditions without Interventions, with CC Score 5-6",.,"2,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,795"
HC28K,430,"Spinal Cord Conditions without Interventions, with CC Score 5-6",.,.,.,.,.,.,.,.,.,"4,910",.,.,.,.,.,"2,761","7,671"
HC28L,110,"Spinal Cord Conditions without Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,"3,004",.,.,.,.,"3,004"
HC28L,300,"Spinal Cord Conditions without Interventions, with CC Score 3-4",.,"3,608",.,.,"7,518",.,.,.,.,.,.,.,.,.,.,.,"11,126"
HC28L,430,"Spinal Cord Conditions without Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,"7,931",.,.,.,.,.,"3,068","10,999"
HC28L,800,"Spinal Cord Conditions without Interventions, with CC Score 3-4",.,.,"2,629",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,629"
HC28M,110,"Spinal Cord Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"1,155",.,.,.,"3,238",.,.,.,.,"4,393"
HC28M,300,"Spinal Cord Conditions without Interventions, with CC Score 0-2",892,.,.,.,"21,050","2,034",.,.,.,.,.,.,.,.,.,"1,093","25,069"
HC28M,340,"Spinal Cord Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,124",.,.,.,.,"3,124"
HC28M,430,"Spinal Cord Conditions without Interventions, with CC Score 0-2",.,.,"6,662",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,662"
HC29A,110,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"8,169",.,.,.,.,"8,169"
HC29A,300,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"2,426",.,.,.,.,"2,426"
HC29A,430,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,998,"6,161",.,.,.,"7,159"
HC29B,110,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,.,.,.,"3,313",.,.,.,"6,237",.,.,.,"2,069","11,619"
HC29B,180,Inflammatory Spinal Conditions with CC Score 0-1,.,735,.,.,"2,001",.,.,.,.,.,.,485,.,.,.,.,"3,221"
HC29B,300,Inflammatory Spinal Conditions with CC Score 0-1,.,"1,203",.,.,752,"2,615",.,.,.,.,.,"4,115",.,.,.,.,"8,684"
HC29B,301,Inflammatory Spinal Conditions with CC Score 0-1,.,"2,240",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,240"
HC29B,430,Inflammatory Spinal Conditions with CC Score 0-1,.,689,.,.,.,.,.,.,.,.,.,"1,924",.,.,.,.,"2,613"
HC30D,110,Spinal Tumours with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"15,740",.,.,.,.,"15,740"
HC30D,150,Spinal Tumours with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"2,037",.,.,.,.,"2,037"
HC30D,800,Spinal Tumours with CC Score 2+,.,.,"22,161",.,.,.,.,.,.,.,.,.,.,.,.,.,"22,161"
HC31H,300,"Spinal Infection with Interventions, with CC Score 6+",.,.,.,.,"6,766",.,.,.,.,.,.,.,.,.,.,.,"6,766"
HC31H,350,"Spinal Infection with Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"26,058",.,.,.,.,"26,058"
HC31J,110,"Spinal Infection with Interventions, with CC Score 0-5","16,959",.,.,.,.,.,.,.,.,.,.,"57,369",.,.,.,.,"74,327"
HC31J,300,"Spinal Infection with Interventions, with CC Score 0-5",.,.,.,.,.,"13,075",.,.,.,.,.,.,.,.,.,"9,024","22,100"
HC31J,340,"Spinal Infection with Interventions, with CC Score 0-5",.,"4,919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,919"
HC31K,300,"Spinal Infection without Interventions, with CC Score 10+",.,.,.,"3,084","5,263",.,.,.,.,.,.,.,.,.,.,.,"8,346"
HC31L,110,"Spinal Infection without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,"2,209",.,.,.,.,"2,209"
HC31L,300,"Spinal Infection without Interventions, with CC Score 6-9","12,931",.,.,.,.,.,.,.,.,.,.,.,.,"26,216",.,.,"39,146"
HC31L,350,"Spinal Infection without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,"14,950",.,.,.,.,"14,950"
HC31M,100,"Spinal Infection without Interventions, with CC Score 3-5",.,"5,776",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,776"
HC31M,110,"Spinal Infection without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"12,661",.,.,.,.,"12,661"
HC31M,300,"Spinal Infection without Interventions, with CC Score 3-5",.,"10,423",.,"13,133","1,879",.,.,.,"3,329",.,.,"9,936",.,"13,365",.,"9,470","61,535"
HC31M,350,"Spinal Infection without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"16,292",.,.,.,.,"16,292"
HC31M,430,"Spinal Infection without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,969",.,"7,977","9,946"
HC31N,100,"Spinal Infection without Interventions, with CC Score 0-2",.,"4,887",.,"8,782",.,.,.,.,.,.,.,.,.,.,.,.,"13,670"
HC31N,110,"Spinal Infection without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"16,782",.,.,.,.,"16,782"
HC31N,300,"Spinal Infection without Interventions, with CC Score 0-2",.,.,.,.,"22,930",.,"1,030",.,.,.,.,"1,411",.,"1,028",.,.,"26,399"
HC32G,101,Low Back Pain with Interventions,.,.,.,"2,040",.,.,.,.,.,.,.,.,.,.,.,.,"2,040"
HC32G,110,Low Back Pain with Interventions,.,.,.,.,.,.,.,.,.,.,.,"4,458",.,.,.,.,"4,458"
HC32G,300,Low Back Pain with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,823",.,.,"11,823"
HC32G,320,Low Back Pain with Interventions,.,"7,058",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,058"
HC32G,430,Low Back Pain with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,383","3,383"
HC32H,300,"Low Back Pain without Interventions, with CC Score 6+","6,242",.,.,.,.,"2,615",.,.,.,.,.,"8,615",.,.,.,"4,006","21,478"
HC32H,430,"Low Back Pain without Interventions, with CC Score 6+","3,214",.,.,.,"3,386",.,.,.,.,"6,798",.,.,.,"5,907",.,.,"19,305"
HC32J,300,"Low Back Pain without Interventions, with CC Score 3-5","4,459",802,.,.,.,.,.,.,.,.,"3,208","6,374",.,"4,626",.,"6,192","25,661"
HC32J,340,"Low Back Pain without Interventions, with CC Score 3-5",.,"2,108","1,169",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,277"
HC32J,361,"Low Back Pain without Interventions, with CC Score 3-5",.,.,"2,675",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,675"
HC32J,430,"Low Back Pain without Interventions, with CC Score 3-5","4,642","4,479",.,.,.,.,.,.,.,.,.,.,"15,403","5,907",.,.,"30,432"
HC32K,100,"Low Back Pain without Interventions, with CC Score 0-2","2,231","1,777",.,"1,098",.,.,.,.,.,.,.,.,.,"4,593",.,"2,214","11,913"
HC32K,101,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,.,"5,811",.,.,.,.,.,.,.,.,.,.,.,"5,811"
HC32K,110,"Low Back Pain without Interventions, with CC Score 0-2","2,101",.,.,.,.,.,.,"6,094",.,.,.,"14,453",.,.,.,"1,655","24,303"
HC32K,180,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,.,"14,006",.,.,.,.,.,.,.,.,.,.,.,"14,006"
HC32K,300,"Low Back Pain without Interventions, with CC Score 0-2","3,567","5,613",.,.,"1,504",872,.,.,"1,110",.,"1,290","3,131",.,"3,084",.,"10,927","31,097"
HC32K,430,"Low Back Pain without Interventions, with CC Score 0-2","1,428",.,"4,466",.,"2,257",.,.,.,.,.,.,"3,031",.,"4,594",.,.,"15,778"
HC32K,501,"Low Back Pain without Interventions, with CC Score 0-2","2,965",.,.,.,.,"2,193",.,.,.,.,.,.,.,.,.,.,"5,157"
HC51C,110,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"13,356",.,.,.,.,"13,356"
HC51E,110,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"19,205",.,.,.,.,"19,205"
HC52B,110,Complex Spinal Reconstructive Procedures with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,"61,770",.,.,.,.,"61,770"
HC52C,110,Complex Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"89,697",.,.,.,.,"89,697"
HC52D,110,Complex Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"15,600",.,.,.,.,"15,600"
HC53A,110,Very Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"87,268",.,.,.,.,"87,268"
HC53B,110,Very Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"109,758",.,.,.,.,"109,758"
HC53C,110,Very Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"46,588",.,.,.,.,"46,588"
HC54A,110,Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"107,072",.,.,.,.,"107,072"
HC54A,150,Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"19,474",.,.,.,.,"19,474"
HC54A,430,Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"18,830",.,.,.,.,"18,830"
HC54B,110,Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"87,544",.,.,.,.,"87,544"
HC54B,150,Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"10,190",.,.,.,.,"10,190"
HC54C,110,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"44,478",.,.,.,.,"44,478"
HC60A,110,Very Complex Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"57,479",.,.,.,.,"57,479"
HC60B,110,Very Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"112,569",.,.,.,.,"112,569"
HC60C,110,Very Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"154,508",.,.,.,.,"154,508"
HC61A,110,Complex Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"230,795",.,.,.,.,"230,795"
