HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
JA20F,100,Unilateral Major Breast Procedures with CC Score 0-2,557,"1,007",.,"2,195","1,336","1,372",.,.,.,863,.,"1,520",.,.,.,.,"1,284",.,"1,612"
JA20F,160,Unilateral Major Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,412",.,"1,412"
JA21A,100,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,"1,954",.,.,.,.,.,.,.,.,.,.,.,.,"1,390",.,"1,672"
JA21B,100,Bilateral Major Breast Procedures with CC Score 0,.,"1,408",.,"4,840",.,.,.,.,.,.,.,"1,932",.,.,.,.,.,.,"2,199"
JA21B,160,Bilateral Major Breast Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,677",.,"1,677"
JA21B,171,Bilateral Major Breast Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,536",.,"1,536"
JA24E,100,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,"1,164",.,"1,970",.,"1,393",.,.,.,"1,209",.,.,.,.,.,.,"1,390",.,"1,390"
JA24E,120,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,331,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,331
JA24F,100,Unilateral Intermediate Breast Procedures with CC Score 0-2,543,"1,192",.,"1,434","1,031","1,208",946,"1,309",.,"1,092",.,"1,401",.,953,"1,448",834,"1,340",.,"1,163"
JA24F,120,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,"1,416",.,.,.,993,.,.,.,.,.,.,"1,102",812,.,.,.,.,"1,085"
JA24F,160,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"2,516",.,.,.,"1,298",.,"1,704"
JA24F,300,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,829",.,"1,829"
JA24F,303,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,"1,069",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,069"
JA25Z,100,Bilateral Intermediate Breast Procedures,.,"1,489",.,"2,498",.,"1,280",918,.,.,.,.,"2,051",.,.,.,.,.,.,"1,572"
JA30Z,160,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
JA38C,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,"3,172",.,.,.,.,.,.,.,.,.,.,.,.,"3,172"
JA38C,800,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
JB32A,160,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"1,489",.,.,.,.,.,"1,489"
JB32B,160,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,603",.,.,.,.,.,"1,603"
JB33B,100,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,863,.,.,.,.,.,.,.,.,863
JB33B,160,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,194",.,.,.,.,.,"1,194"
JB33B,370,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,647,.,.,.,.,.,647
JB33C,100,Other Burn without Skin Procedure,.,.,.,.,.,.,"1,042",.,.,.,"1,382",.,.,.,.,.,.,.,"1,212"
JB33C,120,Other Burn without Skin Procedure,.,"1,442",.,.,.,.,869,.,.,.,.,.,.,.,.,.,.,.,"1,156"
JB33C,361,Other Burn without Skin Procedure,.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
JB33C,410,Other Burn without Skin Procedure,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
JB33C,502,Other Burn without Skin Procedure,.,.,.,.,.,.,780,.,.,.,.,.,.,.,.,.,.,.,780
JC41Z,100,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,462,.,.,.,.,462
JC41Z,120,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,240",.,.,.,.,.,"1,240"
JC41Z,130,Major Skin Procedures,"1,353",.,.,.,.,.,.,.,.,.,817,.,.,.,.,.,.,.,"1,300"
JC41Z,140,Major Skin Procedures,637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,637
JC41Z,160,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,824,.,.,.,"1,298",.,"1,061"
JC41Z,330,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,520,.,.,.,.,.,520
JC42A,100,"Intermediate Skin Procedures, 13 years and over",390,"1,070",.,"1,601","1,083","1,104",473,815,.,715,873,"1,087",959,576,"1,259",752,984,.,842
JC42A,101,"Intermediate Skin Procedures, 13 years and over",881,.,.,.,.,.,.,.,.,821,.,.,.,"1,184",.,.,.,.,962
JC42A,110,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,"1,093",.,.,879,.,.,.,417,.,.,.,.,.,829
JC42A,120,"Intermediate Skin Procedures, 13 years and over",970,.,.,.,.,.,.,.,.,781,.,674,772,.,.,"1,209",.,.,976
JC42A,130,"Intermediate Skin Procedures, 13 years and over",978,.,.,.,.,.,.,.,.,.,835,.,858,.,.,.,.,.,901
JC42A,140,"Intermediate Skin Procedures, 13 years and over",472,.,.,.,.,"1,765",.,.,.,.,.,.,.,.,.,.,"1,451",.,503
JC42A,160,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,"1,159",.,.,"1,182",.,.,.,"1,264",.,"1,223"
JC42A,330,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,748,245,.,.,.,.,.,519,.,.,.,121,159,138
JC42A,361,"Intermediate Skin Procedures, 13 years and over",.,.,.,925,.,.,688,.,.,.,.,.,.,.,.,.,.,.,807
JC42A,400,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,053",.,.,.,.,.,"1,053"
JC42A,502,"Intermediate Skin Procedures, 13 years and over","1,200",773,.,"1,204","1,477",857,.,.,.,.,"1,160",.,.,.,"1,190",499,"1,501",.,"1,067"
JC42B,110,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,244",.,.,.,"1,141",.,"1,192"
JC42B,120,"Intermediate Skin Procedures, 12 years and under",970,.,.,.,.,820,.,.,.,.,.,.,315,.,.,.,"1,116",.,805
JC42B,140,"Intermediate Skin Procedures, 12 years and under",421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,451",.,936
JC42B,160,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,035",.,.,.,"1,172",.,"1,949"
JC42B,171,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,586",.,.,.,"1,234",.,"1,498"
JC42B,330,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,.,121
JC43A,100,"Minor Skin Procedures, 13 years and over",361,"1,041",.,829,855,"1,019",915,849,.,935,946,"1,083",957,537,"1,278",628,"1,101",643,843
JC43A,101,"Minor Skin Procedures, 13 years and over",.,.,.,472,.,"1,593",.,.,.,793,.,.,.,678,.,.,"1,075",.,827
JC43A,110,"Minor Skin Procedures, 13 years and over","1,022",.,.,.,.,"1,106",.,"1,729",781,.,.,.,"1,471",721,.,.,765,.,951
JC43A,120,"Minor Skin Procedures, 13 years and over",970,680,.,.,790,759,821,"1,038",.,.,.,"1,476",730,719,.,"1,117","1,116",.,906
JC43A,130,"Minor Skin Procedures, 13 years and over",874,.,.,.,.,.,.,.,.,.,878,.,667,.,.,.,.,.,786
JC43A,140,"Minor Skin Procedures, 13 years and over",415,.,.,.,.,.,927,.,.,.,.,.,45,.,.,.,"1,438",.,444
JC43A,150,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,417",.,.,.,.,.,"1,417"
JC43A,160,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,943,.,.,976,.,.,.,"1,054",.,"1,009"
JC43A,171,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,562",.,.,.,880,.,"1,153"
JC43A,191,"Minor Skin Procedures, 13 years and over",730,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,400
JC43A,303,"Minor Skin Procedures, 13 years and over",.,.,.,313,.,.,.,.,.,.,.,.,.,.,.,.,511,.,324
JC43A,320,"Minor Skin Procedures, 13 years and over",.,.,.,"1,159",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,159"
JC43A,330,"Minor Skin Procedures, 13 years and over",.,.,.,.,184,619,584,.,.,.,.,.,542,.,.,.,121,159,427
JC43A,340,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,820,.,.,.,.,.,.,.,.,.,.,.,.,820
JC43A,361,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
JC43A,370,"Minor Skin Procedures, 13 years and over",.,.,.,198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,198
JC43A,400,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,299,.,.,.,.,.,299
JC43A,420,"Minor Skin Procedures, 13 years and over",661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,661
JC43A,502,"Minor Skin Procedures, 13 years and over",.,"1,684",.,551,"1,616",.,527,.,.,"1,194",810,.,.,.,"1,338",.,"1,233",.,"1,417"
JC43A,823,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,958,.,.,.,.,.,.,275,.,.,.,.,.,617
JC43B,100,"Minor Skin Procedures, 12 years and under",360,.,.,.,"1,155",973,659,574,.,765,.,.,.,733,"1,283",623,656,.,945
JC43B,110,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,639,.,.,.,"1,888",.,.,.,.,.,"1,638"
JC43B,120,"Minor Skin Procedures, 12 years and under",970,"1,173",.,.,.,893,724,.,.,.,.,.,"1,271",.,.,.,.,.,954
JC43B,130,"Minor Skin Procedures, 12 years and under",903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,903
JC43B,140,"Minor Skin Procedures, 12 years and under",394,.,.,.,.,968,.,.,.,.,.,.,.,.,.,.,"1,330",.,646
JC43B,160,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,568",.,.,.,"1,071",.,"1,546"
JC43B,171,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,593",.,.,.,"1,244",.,"1,302"
JC43B,320,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,651,.,.,.,.,.,651
JC43B,330,"Minor Skin Procedures, 12 years and under",.,.,.,.,181,726,.,.,.,.,.,.,.,.,.,.,121,159,316
JC43B,370,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,526,.,.,.,.,.,526
JC43B,420,"Minor Skin Procedures, 12 years and under",661,.,.,.,.,.,.,.,.,.,.,.,770,.,.,.,333,.,460
JC43B,823,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,275,.,.,.,.,.,275
JD07G,100,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205
JD07G,300,"Skin Disorders without Interventions, with CC Score 10-13",.,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,309
JD07H,100,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,188
JD07H,361,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
JD07H,370,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
JD07J,300,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,.,.,.,552
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,181,264,.,.,.,.,.,.,.,.,.,.,.,.,236
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
JD07J,410,"Skin Disorders without Interventions, with CC Score 2-5",.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
JD07J,800,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,"1,207"
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,226,.,.,.,176,338,.,106,.,289,.,.,227
JD07K,101,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,244
JD07K,110,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,.,.,639
JD07K,130,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,326,.,.,.,.,.,326
JD07K,140,"Skin Disorders without Interventions, with CC Score 0-1",205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,954,.,954
JD07K,191,"Skin Disorders without Interventions, with CC Score 0-1",413,.,.,.,.,.,.,.,.,.,"1,095",.,.,300,.,.,.,.,569
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1",329,.,.,.,.,.,376,.,.,.,.,.,521,.,.,.,430,.,443
JD07K,330,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,181,264,.,.,.,.,.,.,531,.,.,.,121,159,213
JD07K,370,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
JD07K,410,"Skin Disorders without Interventions, with CC Score 0-1",.,87,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,226
JD07K,502,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,453,.,.,.,.,.,.,.,.,.,.,.,.,453
JD07K,800,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
KA04B,101,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,729,.,.,.,.,.,.,.,.,.,.,.,.,729
KA05C,300,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
KA05D,300,Anterior Pituitary Disorders with CC Score 0-1,339,.,.,.,.,614,.,.,.,.,.,.,.,.,.,.,.,.,523
KA05D,302,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
KA06C,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
KA06E,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,376,.,.,.,.,.,535,.,.,.,696,.,536
KA06E,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,116,.,"1,009",.,.,.,.,.,.,.,.,.,.,.,.,711
KA06E,430,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
KA06E,800,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,"2,065"
KA07B,130,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,394
KA07C,120,Non-Surgical Thyroid Disorders with CC Score 0-1,630,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,630
KA07C,130,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,385,.,.,.,.,.,385
KA07C,300,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,614,.,.,.,.,.,.,535,.,.,.,.,.,588
KA07C,302,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,717,.,.,.,.,.,717
KA08C,300,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,614,.,.,.,.,.,.,.,.,.,.,696,.,669
KA08C,361,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
KA08C,410,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
KA09D,120,Thyroid Procedures with CC Score 2-3,.,"1,599",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,599"
KA09E,100,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
KA09E,120,Thyroid Procedures with CC Score 0-1,.,756,.,.,.,660,.,.,.,.,.,.,"2,122",.,.,.,.,.,"1,179"
KB02J,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,696,.,482
KB02K,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,614,376,.,.,.,.,.,.,.,.,.,.,.,423
KB02K,330,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,.,121
KB02K,361,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
KB02K,370,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
KB02K,800,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
KB04Z,300,Continuous Subcutaneous Insulin Infusion,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,696,.,536
KB04Z,370,Continuous Subcutaneous Insulin Infusion,.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
KC04A,300,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
KC04A,301,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,280,280
KC04A,303,Inborn Errors of Metabolism with CC Score 3+,.,220,.,243,.,.,.,.,.,.,.,.,.,.,.,.,511,.,307
KC04A,361,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
KC04A,823,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
KC04B,300,Inborn Errors of Metabolism with CC Score 0-2,340,.,.,.,.,614,376,.,.,.,.,.,136,.,.,.,700,.,252
KC04B,301,Inborn Errors of Metabolism with CC Score 0-2,.,337,.,.,.,243,.,.,.,.,.,.,.,.,.,.,.,280,258
KC04B,303,Inborn Errors of Metabolism with CC Score 0-2,323,220,.,250,314,.,.,.,.,.,.,.,.,.,.,.,511,.,344
KC04B,330,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121,159,146
KC04B,361,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
KC04B,370,Inborn Errors of Metabolism with CC Score 0-2,.,233,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,188
KC04B,400,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,232,.,.,.,.,.,232
KC04B,800,Inborn Errors of Metabolism with CC Score 0-2,335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
KC04B,823,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
KC05K,800,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
KC05L,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
KC05L,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
KC05L,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,129
KC05M,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",359,.,.,.,.,.,.,.,.,552,.,.,.,.,.,.,.,.,367
KC05M,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,332
KC05M,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,529,.,.,688,.,.,.,.,.,.,.,.,.,.,.,635
KC05M,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
KC05M,800,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",335,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"1,343"
KC05N,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,404
KC05N,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",359,.,.,.,.,614,376,.,.,550,.,.,.,.,.,.,696,.,376
KC05N,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",323,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,287
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,688,.,.,.,.,.,.,.,.,.,.,.,688
KC05N,823,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
LA04P,800,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,332
LA04Q,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
LA04R,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LA04R,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
LA04R,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
LA04R,400,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,527,.,.,.,.,.,.,.,.,.,.,.,.,527
LA04S,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,163,.,244,.,.,.,.,.,.,.,.,.,.,.,.,215
LA04S,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
LA04S,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511,.,511
LA04S,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
LA04S,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
LA05Z,100,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,.,.,.,"1,060",.,.,.,.,.,.,.,"1,172",.,.,.,"1,127"
LA05Z,361,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
LA07N,370,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,518,.,.,688,.,.,.,.,.,.,.,.,.,.,.,560
LA07P,370,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
LA08J,361,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,.,.,"1,088",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,088"
LA08M,361,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,240,.,518,.,.,688,.,.,.,.,.,.,.,.,.,.,.,286
LA08P,100,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,404
LA08P,101,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,183,.,.,.,.,.,.,.,.,.,.,.,.,.,.,183
LA08P,320,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,.,.,232,.,.,.,.,.,.,.,.,.,.,.,.,232
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,521,.,.,.,.,.,.,.,.,.,.,.,.,.,.,521
LA09P,101,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
LA09P,361,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,518,.,.,688,.,.,.,.,.,.,.,.,.,.,.,575
LA09Q,100,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,188,.,.,646,.,.,.,.,.,.,.,.,.,.,.,417
LA09Q,101,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,164,.,244,.,.,.,.,.,.,.,.,.,.,754,.,347
LA09Q,300,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,182,.,.,376,.,.,.,.,.,.,.,.,.,.,.,351
