HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost
HD40H,502,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,"3,206",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,206"
HR07A,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less","57,811",.,.,.,"48,794",.,.,"147,714",.,.,.,"3,948",.,.,.,.,"258,267"
HR07A,160,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,724","3,724"
HR07B,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60","267,345",.,.,.,"78,780",.,.,"275,157",.,.,.,"17,171",.,.,.,"2,258","640,712"
HR07B,300,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,414","1,414"
HR07C,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more","50,335",.,.,.,"26,865",.,.,"326,023",.,.,.,.,.,.,.,"6,799","410,023"
HR08A,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less","6,185",.,.,.,"39,702",.,.,"100,649",.,.,.,"34,642",.,.,.,"14,019","195,197"
HR08A,160,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,646","7,646"
HR08B,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60","38,563",.,.,.,"11,295",.,.,"174,469",.,.,.,"5,110",.,.,.,"13,843","243,280"
HR08C,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",.,.,.,.,.,.,.,"137,662",.,.,.,.,.,.,.,.,"137,662"
HR09A,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,"3,439",.,.,"19,512",.,.,.,"28,874",.,.,.,.,"51,825"
HR09B,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60","18,108",.,.,.,"30,100",.,.,"33,386",.,.,.,"4,681",.,.,.,.,"86,275"
HR09B,410,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,"7,747",.,.,.,.,.,.,.,.,"7,747"
HR09C,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",.,.,.,.,"10,190",.,.,"114,293",.,.,.,"73,473",.,.,.,.,"197,957"
HR09C,160,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",.,.,.,.,.,.,.,.,.,.,.,"6,469",.,.,.,.,"6,469"
JA12D,370,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,.,"12,724",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,724"
JA12E,100,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"2,402",.,.,.,.,.,.,.,.,.,.,.,.,"1,567","3,970"
JA12E,101,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,"13,440",.,.,.,.,.,.,.,.,.,.,.,.,"13,440"
JA12E,160,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,637","4,637"
JA12E,502,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"2,046",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,046"
JA12F,100,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,"2,402",.,.,.,.,.,.,.,.,.,.,.,.,"2,885","5,287"
JA12F,120,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,574,.,.,.,.,574
JA12F,160,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,355","3,355"
JA12G,370,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,"16,571",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,571"
JA12H,100,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,"2,418",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,418"
JA12H,370,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,"63,736",.,.,.,.,.,.,.,.,.,.,.,.,.,"63,736"
JA12J,100,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,.,.,"3,943",.,.,.,.,.,.,.,.,.,.,455,"4,397"
JA12J,101,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,"4,046",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,046"
JA12J,300,"Malignant Breast Disorders without Interventions, with CC Score 4-5",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
JA12J,370,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,"63,509",.,.,.,.,.,.,.,.,.,.,.,.,.,"63,509"
JA12J,430,"Malignant Breast Disorders without Interventions, with CC Score 4-5","1,842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,842"
JA12K,100,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,646,.,"2,190",.,.,.,.,.,.,.,.,.,.,"13,635","16,472"
JA12K,120,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,.,.,378,.,.,.,.,.,.,.,.,.,.,.,378
JA12K,370,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,"55,817",.,.,.,.,.,.,.,.,.,.,.,.,.,"55,817"
JA12L,100,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,"2,260",646,.,"2,628",.,.,.,.,.,.,.,.,.,.,455,"5,989"
JA12L,370,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,"5,172",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,172"
JA13A,100,Non-Malignant Breast Disorders with Interventions,"1,311","6,671",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,981"
JA13A,300,Non-Malignant Breast Disorders with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,872",.,.,"1,872"
JA13C,100,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",457,"1,808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,265"
JA18Z,100,Unilateral Minor Breast Procedures,"2,621","6,993","25,327","3,898","2,754",.,.,.,.,.,.,.,.,.,.,"3,573","45,166"
JA18Z,160,Unilateral Minor Breast Procedures,.,.,739,.,.,.,.,.,.,.,.,.,.,.,.,"1,169","1,908"
JA18Z,502,Unilateral Minor Breast Procedures,.,.,"1,403",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,403"
JA19Z,160,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
JA20D,100,Unilateral Major Breast Procedures with CC Score 6+,"25,762","22,314","17,459",.,.,"8,513",.,.,.,.,.,.,.,.,.,"16,802","90,850"
JA20D,160,Unilateral Major Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,259","6,259"
JA20E,100,Unilateral Major Breast Procedures with CC Score 3-5,"110,183","85,174","154,489",.,"29,004",.,.,.,.,.,.,.,.,.,.,"105,819","484,669"
JA20E,160,Unilateral Major Breast Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,556","10,556"
JA20E,361,Unilateral Major Breast Procedures with CC Score 3-5,.,.,"7,254",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,254"
JA20F,100,Unilateral Major Breast Procedures with CC Score 0-2,"360,954","562,918","790,793","9,154","377,239","5,748",.,.,.,.,.,.,.,.,.,"286,413","2,393,217"
JA20F,160,Unilateral Major Breast Procedures with CC Score 0-2,.,.,"23,952",.,.,.,.,.,.,.,.,"3,443",.,.,.,"57,786","85,181"
JA21A,100,Bilateral Major Breast Procedures with CC Score 1+,"19,601","24,554","178,203",.,"5,089",.,.,.,.,.,.,.,.,.,.,"8,087","235,534"
JA21A,160,Bilateral Major Breast Procedures with CC Score 1+,.,.,"11,445",.,.,.,.,.,.,.,.,"6,811",.,.,.,"35,106","53,362"
JA21B,100,Bilateral Major Breast Procedures with CC Score 0,"22,103","24,859","157,701",.,"41,923",.,.,.,.,.,.,.,.,.,.,"6,557","253,143"
JA21B,160,Bilateral Major Breast Procedures with CC Score 0,.,.,"16,589",.,.,.,.,.,.,.,.,"32,175",.,.,.,"30,663","79,427"
JA24D,100,Unilateral Intermediate Breast Procedures with CC Score 6+,"2,165",.,"9,473",.,.,.,.,.,.,.,.,.,.,"2,127",.,"1,567","15,331"
JA24D,120,Unilateral Intermediate Breast Procedures with CC Score 6+,"1,791",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,791"
JA24E,100,Unilateral Intermediate Breast Procedures with CC Score 3-5,"9,542","5,708","18,591",.,"2,219",.,.,.,.,.,.,.,.,.,.,"6,019","42,079"
JA24E,370,Unilateral Intermediate Breast Procedures with CC Score 3-5,.,.,"1,759",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,759"
JA24F,100,Unilateral Intermediate Breast Procedures with CC Score 0-2,"70,640","31,890","133,275","2,772","56,976","1,137",.,.,.,"1,913",.,"2,074",.,.,.,"43,672","344,349"
JA24F,120,Unilateral Intermediate Breast Procedures with CC Score 0-2,"1,791",.,.,.,"1,643",.,.,.,.,.,.,"6,400",.,.,.,.,"9,835"
JA24F,160,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"5,311",.,.,.,"12,629","17,940"
JA24F,172,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"3,429",.,.,.,.,"3,429"
JA24F,303,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,"1,429",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,429"
JA25Z,100,Bilateral Intermediate Breast Procedures,"3,475","3,302","8,385",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,163"
JA25Z,160,Bilateral Intermediate Breast Procedures,.,.,"8,350",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,350"
JA30Z,100,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,"9,413","55,078","11,463",.,"11,262",.,.,.,.,.,.,.,.,.,.,"5,913","93,129"
JA31Z,160,Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,"9,730",.,.,.,.,.,.,.,.,"7,137",.,.,.,"17,491","34,358"
JA32Z,100,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,"45,892","144,800",.,"95,228",.,.,.,.,.,.,.,.,.,.,"46,252","332,171"
JA32Z,160,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"32,716","32,716"
JA33Z,100,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,"9,413","12,995","90,264",.,"14,398",.,.,.,.,.,.,.,.,.,.,"12,085","139,155"
JA33Z,160,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,.,"18,016",.,.,.,.,.,.,.,.,.,.,.,.,"53,645","71,661"
JA34Z,100,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,"4,830",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,830"
JA34Z,160,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,784","8,784"
JA36Z,100,Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,"9,632",.,"10,899",.,"23,799",.,.,.,.,.,.,.,.,.,.,"11,692","56,022"
JA37Z,160,Bilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,744","7,744"
JA38A,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 5+","13,107","8,601","39,421",.,"15,301","8,457",.,.,.,.,.,.,.,.,.,"14,869","99,756"
JA38B,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4","79,059","29,904","96,443",.,"31,315","8,261",.,.,.,.,.,.,.,.,.,"49,683","294,665"
JA38C,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1","136,710","132,526","149,554",.,"88,725","44,233",.,.,.,.,.,.,.,.,.,"30,530","582,278"
JA39Z,100,Bilateral Major Breast Procedures with Lymph Node Clearance,"8,202","20,701","31,508",.,"14,420",.,.,.,.,.,.,.,.,.,.,"6,807","81,637"
JA39Z,160,Bilateral Major Breast Procedures with Lymph Node Clearance,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,823","3,823"
JA40Z,100,Unilateral Therapeutic Mammoplasty,.,"1,987",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,987"
JA41Z,100,Bilateral Therapeutic Mammoplasty,.,.,"13,292",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,292"
JB32A,160,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"65,264",.,.,.,.,"65,264"
JB32B,160,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"7,852",.,.,.,.,"7,852"
JB32C,100,Minor Burn (TBSA of less than 20%) without Skin Procedure,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
JB32C,160,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"2,261",.,.,.,.,"2,261"
JB33A,160,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"25,296",.,.,.,.,"25,296"
JB33B,160,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"2,150",.,.,.,.,"2,150"
JB33B,300,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,"15,915",.,.,.,.,.,.,.,"15,915"
JB33B,430,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,"7,683",.,.,.,.,.,.,.,"7,683"
JB33C,100,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,976","1,976"
JB33C,110,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"3,934",.,.,.,.,"3,934"
JB33C,160,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"5,482",.,.,.,.,"5,482"
JB33C,420,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,433,.,.,.,.,.,433
JB33C,502,Other Burn without Skin Procedure,.,.,"1,928",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,928"
JC40Z,160,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"54,819","54,819"
JC41Z,100,Major Skin Procedures,"10,497",.,"18,877",.,.,.,.,.,.,"6,493",.,.,.,"2,355",.,"8,339","46,561"
JC41Z,130,Major Skin Procedures,"5,339",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,339"
JC41Z,140,Major Skin Procedures,"10,606",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,606"
JC41Z,160,Major Skin Procedures,.,.,"2,979",.,.,.,.,.,.,.,.,"56,020",.,.,.,"228,559","287,557"
JC41Z,330,Major Skin Procedures,.,.,"1,278",.,.,.,.,.,.,.,.,"4,958",.,.,.,.,"6,236"
JC41Z,502,Major Skin Procedures,.,.,"19,096",.,.,.,.,.,.,.,.,.,.,.,.,.,"19,096"
JC42A,100,"Intermediate Skin Procedures, 13 years and over","13,362","5,121","9,639","6,490","3,734","8,811",.,.,.,655,.,"1,748",.,"7,064",.,"4,274","60,898"
JC42A,110,"Intermediate Skin Procedures, 13 years and over","3,216",.,.,.,"2,658",.,.,"1,485",.,.,.,.,.,.,.,"2,467","9,826"
JC42A,130,"Intermediate Skin Procedures, 13 years and over","4,038",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,038"
JC42A,140,"Intermediate Skin Procedures, 13 years and over","15,886",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,886"
JC42A,150,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,"3,299",.,.,.,.,"3,299"
JC42A,160,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,"51,039",.,.,.,"90,941","141,979"
JC42A,171,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,791",.,.,.,.,"1,791"
JC42A,330,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,342",.,.,.,.,"1,342"
JC42A,502,"Intermediate Skin Procedures, 13 years and over","3,298","1,473","4,549",.,"1,286","1,775",.,.,.,.,.,.,.,"1,802",.,"3,815","17,997"
JC42B,110,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,"1,905",.,.,.,509,.,.,.,.,"2,414"
JC42B,140,"Intermediate Skin Procedures, 12 years and under","5,903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,508","7,411"
JC42B,160,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,"15,959",.,.,.,"11,159","27,118"
JC42B,171,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,259",.,.,.,.,"2,259"
JC43A,100,"Minor Skin Procedures, 13 years and over","6,554",.,"10,754",.,"3,676",.,.,.,.,.,.,.,.,"7,711",.,.,"28,695"
JC43A,110,"Minor Skin Procedures, 13 years and over","1,418",.,.,.,.,.,.,"6,930",.,.,.,.,.,.,.,.,"8,348"
JC43A,120,"Minor Skin Procedures, 13 years and over","1,450",.,.,.,"4,853",.,.,.,.,.,.,574,.,.,.,.,"6,877"
JC43A,130,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,961",.,.,.,.,"1,961"
JC43A,140,"Minor Skin Procedures, 13 years and over","5,704",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,281","6,985"
JC43A,160,"Minor Skin Procedures, 13 years and over",.,.,"1,380",.,.,.,.,.,.,.,.,"9,093",.,.,.,"7,555","18,027"
JC43A,400,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,034",.,.,.,.,"1,034"
JC43A,502,"Minor Skin Procedures, 13 years and over","2,740",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,392","4,132"
JC43B,100,"Minor Skin Procedures, 12 years and under",.,.,.,.,"3,579",810,.,.,.,.,.,.,.,"2,355",.,.,"6,744"
JC43B,110,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,"1,431",.,.,.,.,.,.,.,.,"1,431"
JC43B,120,"Minor Skin Procedures, 12 years and under","1,450",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,450"
JC43B,140,"Minor Skin Procedures, 12 years and under","4,278",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,053","5,332"
JC43B,160,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,942,942
JC43B,171,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,651",.,.,.,.,"2,651"
JC43B,420,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,"3,032",.,.,.,.,.,"3,032"
JC43B,502,"Minor Skin Procedures, 12 years and under",.,.,.,.,"1,765",.,.,.,.,.,.,.,.,.,.,.,"1,765"
JD07A,110,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,"43,520",.,.,.,.,.,.,.,.,"43,520"
JD07A,330,"Skin Disorders with Interventions, with CC Score 12+",.,.,"20,361",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,361"
JD07B,100,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,"14,234",.,.,.,"2,931","17,165"
JD07B,110,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,"18,193",.,.,.,.,.,.,.,"2,034","20,227"
JD07B,160,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,774","15,774"
JD07B,330,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,"3,759",.,.,.,.,.,.,.,.,.,.,.,"3,759"
JD07C,100,"Skin Disorders with Interventions, with CC Score 4-7","3,138","1,579","1,014","2,196",.,.,.,.,.,.,.,"7,831",.,"18,143",.,.,"33,901"
JD07C,110,"Skin Disorders with Interventions, with CC Score 4-7","2,457",.,.,.,.,.,.,"12,300",.,.,.,"2,517",.,.,.,.,"17,273"
JD07C,130,"Skin Disorders with Interventions, with CC Score 4-7","2,567",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,567"
JD07C,160,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"71,609",.,.,.,"70,847","142,456"
JD07C,330,"Skin Disorders with Interventions, with CC Score 4-7",.,.,"14,043",.,"3,759",.,.,.,.,.,.,.,.,.,.,.,"17,802"
JD07C,350,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"5,436",.,.,.,.,"5,436"
JD07C,410,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,"2,412",.,.,.,.,.,.,.,.,"2,412"
JD07D,100,"Skin Disorders with Interventions, with CC Score 0-3","7,011","7,940","26,812","7,727",.,"2,340",.,.,.,"2,493",.,"9,222",.,"1,786",.,"12,300","77,630"
JD07D,110,"Skin Disorders with Interventions, with CC Score 0-3","1,418",.,.,.,"1,109",.,.,"12,134",.,.,.,"7,130",.,.,.,.,"21,791"
JD07D,120,"Skin Disorders with Interventions, with CC Score 0-3","9,240","3,661",.,.,"2,040",.,.,.,.,.,.,"17,409",.,.,.,.,"32,350"
JD07D,140,"Skin Disorders with Interventions, with CC Score 0-3","7,952",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,155","18,107"
JD07D,160,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"198,944",.,.,.,"317,867","516,811"
JD07D,172,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"3,384",.,.,.,.,"3,384"
JD07D,300,"Skin Disorders with Interventions, with CC Score 0-3",.,"2,846",.,.,.,"1,506",.,.,.,.,.,.,.,.,.,.,"4,353"
JD07D,330,"Skin Disorders with Interventions, with CC Score 0-3","11,141",.,"38,950",.,"14,694",.,.,.,.,.,.,.,.,.,.,.,"64,786"
JD07D,400,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,086",.,.,.,.,"1,086"
JD07D,502,"Skin Disorders with Interventions, with CC Score 0-3",.,.,"1,967",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,967"
JD07F,361,"Skin Disorders without Interventions, with CC Score 14-18",.,"3,536",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,536"
JD07F,410,"Skin Disorders without Interventions, with CC Score 14-18",.,.,.,.,.,.,.,"5,215",.,.,.,.,.,.,.,.,"5,215"
JD07G,100,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,"4,360",.,647,.,.,"5,007"
JD07G,110,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,804","4,804"
JD07G,300,"Skin Disorders without Interventions, with CC Score 10-13",.,"6,912",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,912"
JD07H,100,"Skin Disorders without Interventions, with CC Score 6-9","2,741",.,.,.,.,.,.,.,.,.,.,"7,206",.,.,.,"3,636","13,583"
JD07H,101,"Skin Disorders without Interventions, with CC Score 6-9",.,.,"2,357",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,357"
JD07H,110,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,"8,526",.,.,.,.,.,.,.,.,"8,526"
JD07H,300,"Skin Disorders without Interventions, with CC Score 6-9","1,315","3,659",.,.,.,.,.,.,.,.,.,"5,337",.,"1,506",.,.,"11,818"
JD07H,330,"Skin Disorders without Interventions, with CC Score 6-9",.,.,"20,022",.,"55,360",.,.,.,.,.,.,.,.,.,.,.,"75,382"
JD07H,361,"Skin Disorders without Interventions, with CC Score 6-9",.,.,"6,721",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,721"
JD07H,370,"Skin Disorders without Interventions, with CC Score 6-9",.,.,"36,420",.,.,.,.,.,.,.,.,.,.,.,.,.,"36,420"
JD07H,410,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,"10,924",.,.,.,.,.,.,.,.,"10,924"
JD07J,100,"Skin Disorders without Interventions, with CC Score 2-5",914,.,"4,463",.,"3,505",.,.,.,.,.,.,"7,528",.,647,.,"1,818","18,874"
JD07J,110,"Skin Disorders without Interventions, with CC Score 2-5","5,194",.,.,.,.,.,.,"4,494",.,.,.,.,.,.,.,.,"9,688"
JD07J,160,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,"1,315",.,.,.,"5,293","6,608"
JD07J,300,"Skin Disorders without Interventions, with CC Score 2-5","7,013","3,659",288,.,.,"3,314",.,.,.,.,.,.,.,.,.,367,"14,641"
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5","8,520",.,"87,026",.,"40,324",.,.,.,.,.,.,.,.,.,.,.,"135,869"
JD07J,350,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,"3,972",.,.,.,.,"3,972"
JD07J,361,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,216","4,216"
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,.,"39,486",.,.,.,.,.,.,.,.,.,.,.,.,.,"39,486"
JD07J,400,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,"1,903",.,.,.,.,"1,903"
JD07J,430,"Skin Disorders without Interventions, with CC Score 2-5",.,.,877,.,.,.,.,.,.,.,.,.,.,.,.,.,877
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1","2,741",.,"1,838",.,.,.,.,.,.,"2,060",.,.,.,"4,530",.,455,"11,623"
JD07K,120,"Skin Disorders without Interventions, with CC Score 0-1","2,074",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,074"
JD07K,150,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,957,.,.,.,.,957
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,965",.,.,.,.,"1,965"
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1","2,630",.,288,.,.,.,.,.,.,.,.,"1,657",.,502,.,"1,100","6,177"
JD07K,301,"Skin Disorders without Interventions, with CC Score 0-1",.,"3,364",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,364"
JD07K,302,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,601",.,.,.,.,"3,601"
