HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
LA07N,100,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,549,439,.,.,.,.,.,.,.,390,.,.,.,443,435
LA07N,101,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387,387
LA07N,180,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
LA07N,300,"Acute Kidney Injury without Interventions, with CC Score 4-7",446,401,432,468,376,291,515,.,370,.,349,.,372,.,514,.,364,387
LA07N,301,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
LA07N,302,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,333,.,474,.,.,.,.,349
LA07N,320,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,392,.,474,.,.,.,.,.,.,473,.,.,.,.,.,.,459
LA07N,340,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,351,445,.,.,.,.,.,.,.,329,.,453,.,.,.,.,355
LA07N,361,"Acute Kidney Injury without Interventions, with CC Score 4-7",546,.,684,.,.,452,.,.,.,.,.,.,.,.,.,.,422,550
LA07N,430,"Acute Kidney Injury without Interventions, with CC Score 4-7",357,345,515,.,376,409,.,.,.,.,345,.,540,.,656,.,307,431
LA07P,100,"Acute Kidney Injury without Interventions, with CC Score 0-3",446,444,.,549,439,389,.,.,.,.,.,.,391,.,656,.,.,450
LA07P,101,"Acute Kidney Injury without Interventions, with CC Score 0-3",503,.,624,.,.,.,.,.,.,.,.,.,.,.,.,.,387,504
LA07P,180,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,367,.,.,"1,000",.,.,.,.,.,223,.,281,.,.,.,.,525
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",446,401,429,468,376,291,515,.,370,.,353,.,370,.,514,.,364,383
LA07P,301,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
LA07P,302,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,342,.,577,.,.,.,.,372
LA07P,303,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
LA07P,320,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,392,.,474,429,.,.,.,.,.,472,.,613,.,808,.,.,490
LA07P,340,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,351,.,.,.,.,.,.,.,.,339,.,453,.,.,.,.,358
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",546,.,683,.,.,452,.,.,.,.,.,.,.,.,.,.,422,536
LA07P,370,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713
LA07P,430,"Acute Kidney Injury without Interventions, with CC Score 0-3",357,345,518,.,.,.,.,.,.,.,352,.,535,.,.,.,307,421
LA07P,501,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,"1,096",.,.,.,.,.,.,.,.,.,.,.,"1,096"
LA08K,300,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
LA08K,340,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
LA08K,361,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,338
LA08K,430,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515
LA08L,300,"Chronic Kidney Disease without Interventions, with CC Score 8-10",446,.,.,.,.,.,.,.,.,.,.,.,366,.,514,.,.,414
LA08L,361,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,338,682,.,.,452,.,.,.,.,.,.,.,.,.,.,422,530
LA08M,300,"Chronic Kidney Disease without Interventions, with CC Score 5-7",446,401,.,468,.,.,.,.,.,.,344,.,.,.,.,.,364,405
LA08M,340,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,.,445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,445
LA08M,361,"Chronic Kidney Disease without Interventions, with CC Score 5-7",546,412,696,.,.,452,.,.,.,.,.,.,.,.,.,.,422,541
LA08N,300,"Chronic Kidney Disease without Interventions, with CC Score 3-4",446,401,.,.,.,291,.,.,.,.,.,.,366,.,.,.,.,390
LA08N,320,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,.,474,.,.,.,.,.,.,.,.,.,.,.,.,457,466
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",546,338,682,.,.,452,.,.,.,.,.,.,.,.,.,.,.,536
LA08N,430,"Chronic Kidney Disease without Interventions, with CC Score 3-4",357,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,307,336
LA08P,101,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,625
LA08P,300,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,430,.,.,.,.,.,.,.,.,.,"1,889",.,.,.,.,"1,402"
LA08P,320,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,586,.,.,.,.,.,.,.,.,.,.,.,.,.,.,586
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,683
LA09M,300,"General Renal Disorders without Interventions, with CC Score 9+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,439
LA09N,100,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,549,439,.,.,.,.,.,.,.,.,.,.,.,.,512
LA09N,101,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,631,.,.,.,.,.,.,.,.,.,.,.,.,.,.,631
LA09N,300,"General Renal Disorders without Interventions, with CC Score 6-8",446,401,429,.,.,.,.,.,.,.,.,.,366,.,.,.,364,385
LA09N,302,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,341,.,.,.,.,.,.,341
LA09N,340,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,445,.,.,.,.,.,.,.,327,.,.,.,.,.,.,386
LA09N,361,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,682
LA09N,430,"General Renal Disorders without Interventions, with CC Score 6-8",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
LA09P,100,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,439,.,.,.,.,.,.,.,420,.,.,.,443,434
LA09P,101,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,624
LA09P,180,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,223,.,.,.,.,.,.,223
LA09P,300,"General Renal Disorders without Interventions, with CC Score 3-5",446,401,429,.,376,291,515,.,370,.,344,.,368,.,514,.,364,383
LA09P,301,"General Renal Disorders without Interventions, with CC Score 3-5",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
LA09P,302,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,344,.,.,.,.,.,.,344
LA09P,303,"General Renal Disorders without Interventions, with CC Score 3-5",564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564
LA09P,340,"General Renal Disorders without Interventions, with CC Score 3-5",.,351,510,.,.,.,.,.,.,.,327,.,453,.,.,.,.,390
LA09P,350,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,826,.,.,.,.,826
LA09P,361,"General Renal Disorders without Interventions, with CC Score 3-5",546,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,648
LA09P,430,"General Renal Disorders without Interventions, with CC Score 3-5",.,345,515,.,376,.,.,.,.,.,340,.,535,.,.,.,.,441
LA09Q,100,"General Renal Disorders without Interventions, with CC Score 0-2",446,444,.,714,439,389,.,.,.,.,.,.,392,.,656,.,443,471
LA09Q,101,"General Renal Disorders without Interventions, with CC Score 0-2",503,.,625,.,415,.,.,.,.,.,.,.,.,.,.,.,387,498
LA09Q,120,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,591,.,.,.,.,591
LA09Q,180,"General Renal Disorders without Interventions, with CC Score 0-2",.,367,.,.,"1,000",.,.,.,.,.,223,.,280,.,.,.,.,298
LA09Q,300,"General Renal Disorders without Interventions, with CC Score 0-2",446,401,516,468,376,291,515,.,370,.,346,.,370,.,514,.,364,383
LA09Q,301,"General Renal Disorders without Interventions, with CC Score 0-2",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
LA09Q,302,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
LA09Q,320,"General Renal Disorders without Interventions, with CC Score 0-2",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
LA09Q,340,"General Renal Disorders without Interventions, with CC Score 0-2",.,388,445,.,.,353,.,.,.,.,327,.,.,.,.,.,.,366
LA09Q,361,"General Renal Disorders without Interventions, with CC Score 0-2",546,338,683,.,.,452,.,.,.,.,.,.,.,.,.,.,422,528
LA09Q,430,"General Renal Disorders without Interventions, with CC Score 0-2",357,.,.,.,.,.,.,.,.,.,340,.,.,.,656,.,.,410
LA09Q,501,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,846,.,.,846
LA09Q,502,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,553,.,797,.,.,.,.,.,.,.,.,.,.,.,.,675
LB06N,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
LB06N,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,682
LB06P,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,549,439,.,.,.,.,.,.,.,.,.,.,.,.,494
LB06P,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,779,.,.,.,.,.,.,.,.,.,.,.,.,.,779
LB06P,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,401,.,.,376,.,.,.,.,.,.,.,366,.,.,.,364,372
LB06P,303,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,399
LB06P,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
LB06P,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,541
LB06P,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
LB06Q,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,549,.,.,.,.,.,.,.,.,390,.,.,.,.,469
LB06Q,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,503
LB06Q,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,401,.,468,376,.,.,.,.,.,.,.,366,.,514,.,364,381
LB06Q,320,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
LB06Q,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
LB06Q,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,345,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,402
LB06Q,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
LB06R,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",446,444,.,549,.,.,.,.,.,.,.,.,394,.,.,.,.,460
LB06R,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",503,.,626,.,.,.,.,.,.,.,.,.,.,.,.,.,387,535
LB06R,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,401,.,.,376,.,.,.,.,.,354,.,373,.,.,.,364,373
LB06R,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
LB06R,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515
LB06R,502,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,797,.,.,.,.,.,.,.,.,.,.,.,.,797
LB06R,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
LB06S,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,443,445
LB06S,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",503,.,624,.,415,.,.,.,.,.,.,.,.,.,.,.,.,511
LB06S,180,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
LB06S,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",446,.,.,.,.,.,.,.,370,.,.,.,366,.,.,.,.,383
LB06S,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,445
LB06S,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
LB06S,501,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,593
LB06S,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
LB09D,100,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,893",.,.,"1,188",.,.,.,.,.,.,.,.,.,.,.,.,902,"1,258"
LB09D,101,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,391",.,"1,756","1,783","2,086",.,.,.,.,.,.,.,.,.,.,.,862,"1,468"
LB09D,300,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
LB13F,100,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,381","1,381"
LB13F,101,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,257","1,257"
LB13F,502,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,101","1,101"
LB14Z,101,Intermediate Endoscopic Bladder Procedures,805,.,.,"1,567",.,.,.,.,.,.,.,.,.,.,.,.,.,995
LB15D,101,"Minor Bladder Procedures, 18 years and under",.,.,.,.,415,.,.,.,.,.,.,.,.,.,.,.,.,415
LB15D,171,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
LB15D,420,"Minor Bladder Procedures, 18 years and under",745,.,.,.,.,818,.,.,.,.,.,.,.,.,.,.,.,770
LB15D,501,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,952,952
LB15E,100,"Minor Bladder Procedures, 19 years and over","1,049",444,.,549,439,750,.,.,.,.,.,.,.,.,"1,458",.,902,774
LB15E,101,"Minor Bladder Procedures, 19 years and over",781,.,761,834,686,.,.,.,.,.,.,.,.,.,.,.,862,780
LB15E,110,"Minor Bladder Procedures, 19 years and over","1,101",.,.,.,.,.,.,.,.,.,.,.,632,.,.,.,.,867
LB15E,180,"Minor Bladder Procedures, 19 years and over",.,367,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,684
LB15E,300,"Minor Bladder Procedures, 19 years and over",446,401,433,468,376,291,894,.,742,.,401,.,.,.,.,.,830,572
LB15E,301,"Minor Bladder Procedures, 19 years and over",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
LB15E,320,"Minor Bladder Procedures, 19 years and over",.,392,.,.,.,.,.,.,.,.,.,.,"1,449",.,.,.,.,921
LB15E,340,"Minor Bladder Procedures, 19 years and over",.,351,447,.,.,.,.,.,.,.,358,.,.,.,.,.,.,377
LB15E,361,"Minor Bladder Procedures, 19 years and over",.,.,692,.,.,.,.,.,.,.,.,.,.,.,.,.,.,692
LB15E,430,"Minor Bladder Procedures, 19 years and over",.,345,523,.,.,.,.,.,.,.,.,.,.,.,.,.,779,487
LB15E,501,"Minor Bladder Procedures, 19 years and over",.,.,.,"1,225",906,"1,096",.,.,"1,415",.,.,.,.,.,.,.,952,"1,045"
LB15E,502,"Minor Bladder Procedures, 19 years and over",.,"2,720",553,908,.,.,.,.,.,.,.,.,.,.,.,.,"1,069","1,146"
LB15E,800,"Minor Bladder Procedures, 19 years and over",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
LB16G,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,389
LB16G,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",446,.,.,.,376,.,.,.,.,.,.,.,.,.,514,.,364,407
LB16G,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
LB16G,430,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
LB16H,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",446,444,.,549,.,389,.,.,.,.,.,.,.,.,656,.,.,479
LB16H,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,644,779,.,.,.,.,.,.,.,.,.,.,.,.,.,678
LB16H,180,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,223,.,.,.,.,.,.,223
LB16H,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,401,429,.,376,.,.,.,.,.,.,.,366,.,514,.,364,406
LB16H,302,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,373,.,.,.,.,.,.,373
LB16H,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,351,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,339
LB16H,430,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,517,.,.,.,.,.,.,.,.,.,.,.,.,.,.,517
LB16J,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",446,444,.,549,439,389,.,.,.,.,.,.,427,.,656,.,443,491
LB16J,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",503,.,630,.,415,.,.,.,.,.,.,.,.,.,.,.,387,484
LB16J,180,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,313,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,657
LB16J,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",446,401,.,468,376,291,.,.,.,.,344,.,399,.,514,.,364,389
LB16J,302,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,334,.,475,.,.,.,.,405
LB16J,320,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,633,.,.,.,.,633
LB16J,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
LB16J,361,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,682
LB16J,400,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,852,.,.,.,.,852
LB16J,430,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,345,521,.,.,.,.,.,.,.,349,.,535,.,.,.,.,428
LB16J,502,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,708,.,.,708
LB16K,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",446,.,.,549,.,389,.,.,.,.,.,.,390,.,656,.,443,479
LB16K,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",503,.,627,779,415,.,.,.,.,.,.,.,.,.,.,.,.,541
LB16K,110,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",525,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,.,560
LB16K,180,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,367,.,313,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,677
LB16K,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",446,401,.,.,376,.,.,.,.,.,344,.,368,.,514,.,364,387
LB16K,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,351,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,339
LB16K,501,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,926,.,.,.,.,.,.,.,.,.,.,549,.,.,.,.,738
LB16K,502,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,827,546,.,.,.,.,.,.,.,.,.,.,.,.,.,595,632
LB17Z,101,Introduction of Therapeutic Substance into Bladder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,099","1,099"
LB18Z,100,Attention to Suprapubic Bladder Catheter,"1,411",444,.,.,.,.,.,.,.,.,.,.,.,.,"2,031",.,.,"1,450"
LB18Z,101,Attention to Suprapubic Bladder Catheter,956,.,631,"1,207",.,.,.,.,.,.,.,.,.,.,.,.,913,771
LB18Z,171,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,.,.,.,.,778,.,.,.,.,778
LB18Z,300,Attention to Suprapubic Bladder Catheter,446,401,635,468,.,.,.,.,.,.,.,.,.,.,.,.,.,487
LB18Z,320,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,721,.,.,.,.,.,.,.,.,721
LB18Z,420,Attention to Suprapubic Bladder Catheter,.,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,714
LB18Z,502,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,392",.,.,"2,392"
LB19E,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
LB19E,300,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
LB19F,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",446,.,.,.,.,389,.,.,.,.,.,.,390,.,.,.,.,397
LB19F,300,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",446,.,.,.,.,.,.,.,.,.,344,.,366,.,.,.,.,374
LB19G,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,389,.,.,.,.,.,.,396,.,656,.,.,499
LB19G,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",503,.,624,.,.,.,.,.,.,.,.,.,.,.,.,.,387,481
LB19G,502,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,546,.,.,.,.,.,.,.,.,.,.,.,.,.,595,571
LB20D,300,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
LB20E,100,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,.,.,549,.,.,.,.,.,.,.,.,.,.,.,.,.,549
LB20E,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,503
LB20E,300,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,401,448,468,376,291,.,.,.,.,.,.,.,.,514,.,364,385
