Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
31-Dec-2012,Southern,Dermatology,Acute Services,118,111,3,1,--,,,0,--,0,--,0,233,
31-Dec-2012,Southern,Thoracic Medicine,Acute Services,4,0,0,0,--,,,0,--,0,--,0,4,
31-Dec-2012,Southern,Neurology,Acute Services,7,1,0,0,--,,,0,--,0,--,0,8,
31-Dec-2012,Southern,Rheumatology,Acute Services,169,186,111,57,--,,,32,--,5,--,0,560,
31-Dec-2012,Southern,Gynaecology,Acute Services,273,272,110,26,--,,,10,--,0,--,0,691,
31-Dec-2012,Southern,GP Other,Acute Services,48,7,1,2,--,,,0,--,0,--,0,58,
31-Dec-2012,Southern,Clinical Oncology,Acute Services,0,2,1,0,--,,,0,--,0,--,0,3,
31-Dec-2012,Western,General Surgery,Acute Services,826,413,359,146,--,,,116,--,148,--,85,"2,093",
31-Dec-2012,Western,Urology,Acute Services,226,103,49,6,--,,,0,--,2,--,1,387,
31-Dec-2012,Western,T & O Surgery,Acute Services,317,383,286,126,--,,,98,--,144,--,278,"1,632",
31-Dec-2012,Western,ENT,Acute Services,279,281,203,84,--,,,55,--,50,--,7,959,
31-Dec-2012,Western,Ophthalmology,Acute Services,470,401,165,39,--,,,3,--,2,--,4,"1,084",
31-Dec-2012,Western,Oral Surgery,Acute Services,233,109,34,23,--,,,19,--,11,--,2,431,
31-Dec-2012,Western,Pain Management,Acute Services,111,115,0,0,--,,,0,--,0,--,0,226,
31-Dec-2012,Western,General Medicine,Acute Services,755,110,3,0,--,,,0,--,0,--,0,868,
31-Dec-2012,Western,Cardiology,Acute Services,34,13,1,0,--,,,0,--,0,--,0,48,
31-Dec-2012,Western,Paediatrics,Acute Services,4,0,0,0,--,,,0,--,0,--,0,4,
31-Dec-2012,Western,Gynaecology,Acute Services,265,245,128,47,--,,,28,--,11,--,3,727,
31-Dec-2012,Western,GP Other,Acute Services,61,1,0,0,--,,,0,--,0,--,0,62,
31-Mar-2013,Belfast,General Surgery,Acute Services,923,683,445,178,--,,,65,--,73,--,232,"2,599",
31-Mar-2013,Belfast,Urology,Acute Services,736,471,224,59,--,,,26,--,36,--,166,"1,718",
31-Mar-2013,Belfast,T & O Surgery,Acute Services,"1,558","1,697","1,442",812,--,,,398,--,31,--,67,"6,005",
31-Mar-2013,Belfast,ENT,Acute Services,377,512,420,247,--,,,181,--,12,--,5,"1,754",
31-Mar-2013,Belfast,Ophthalmology,Acute Services,805,"1,031",952,534,--,,,306,--,16,--,22,"3,666",
31-Mar-2013,Belfast,Oral Surgery,Acute Services,37,32,3,0,--,,,0,--,0,--,0,72,
31-Mar-2013,Belfast,Restorative Dentistry,Acute Services,41,13,6,5,--,,,0,--,0,--,0,65,
31-Mar-2013,Belfast,Paediatric Dentistry,Acute Services,45,25,32,20,--,,,6,--,18,--,5,151,
31-Mar-2013,Belfast,Neurosurgery,Acute Services,87,82,60,25,--,,,15,--,0,--,1,270,
31-Mar-2013,Belfast,Plastic Surgery,Acute Services,88,66,57,30,--,,,11,--,26,--,54,332,
31-Mar-2013,Belfast,Cardiac Surgery,Acute Services,114,110,54,23,--,,,0,--,0,--,2,303,
31-Mar-2013,Belfast,Paediatric Surgery,Acute Services,38,118,114,67,--,,,48,--,39,--,52,476,
31-Mar-2013,Belfast,Thoracic Surgery,Acute Services,59,33,17,5,--,,,4,--,0,--,0,118,
31-Mar-2013,Belfast,Pain Management,Acute Services,125,151,166,73,--,,,59,--,3,--,8,585,
31-Mar-2013,Belfast,General Medicine,Acute Services,151,46,0,0,--,,,0,--,0,--,0,197,
31-Mar-2013,Belfast,Gastroenterology,Acute Services,579,190,0,0,--,,,0,--,0,--,0,769,
31-Mar-2013,Belfast,Endocrinology,Acute Services,12,15,0,0,--,,,0,--,0,--,0,27,
31-Mar-2013,Belfast,Cardiology,Acute Services,263,260,217,76,--,,,48,--,18,--,20,902,
31-Mar-2013,Belfast,Dermatology,Acute Services,34,16,15,7,--,,,2,--,1,--,0,75,
31-Mar-2013,Belfast,Thoracic Medicine,Acute Services,5,6,2,0,--,,,0,--,0,--,0,13,
31-Mar-2013,Belfast,Nephrology,Acute Services,34,21,0,0,--,,,0,--,0,--,0,55,
31-Mar-2013,Belfast,Neurology,Acute Services,43,42,29,10,--,,,10,--,6,--,23,163,
31-Mar-2013,Belfast,Rheumatology,Acute Services,17,4,0,0,--,,,0,--,0,--,0,21,
31-Mar-2013,Belfast,Paediatrics,Acute Services,13,15,0,0,--,,,0,--,0,--,0,28,
31-Mar-2013,Belfast,Gynaecology,Acute Services,288,314,255,95,--,,,56,--,20,--,27,"1,055",
31-Mar-2013,Belfast,GP Other,Acute Services,7,0,0,0,--,,,0,--,0,--,0,7,
31-Mar-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,1,1,0,0,--,,,0,--,0,--,0,2,
31-Mar-2013,Belfast,Forensic Psychiatry,Mental Health,1,1,0,0,--,,,0,--,0,--,0,2,
31-Mar-2013,Belfast,Radiology,Acute Services,6,11,4,1,--,,,0,--,0,--,0,22,
31-Mar-2013,Northern,General Surgery,Acute Services,"1,058",767,207,47,--,,,10,--,17,--,14,"2,120",
31-Mar-2013,Northern,Urology,Acute Services,295,145,39,14,--,,,2,--,0,--,0,495,
31-Mar-2013,Northern,ENT,Acute Services,228,213,44,3,--,,,3,--,1,--,0,492,
31-Mar-2013,Northern,Ophthalmology,Acute Services,9,5,20,4,--,,,2,--,1,--,0,41,
31-Mar-2013,Northern,Oral Surgery,Acute Services,1,1,0,0,--,,,0,--,0,--,0,2,
31-Mar-2013,Northern,Pain Management,Acute Services,94,100,5,1,--,,,0,--,3,--,2,205,
31-Mar-2013,Northern,General Medicine,Acute Services,2,0,0,0,--,,,0,--,0,--,0,2,
31-Mar-2013,Northern,Gastroenterology,Acute Services,708,151,10,1,--,,,0,--,1,--,0,871,
31-Mar-2013,Northern,Cardiology,Acute Services,73,67,9,0,--,,,0,--,0,--,0,149,
31-Mar-2013,Northern,Dermatology,Acute Services,49,22,2,0,--,,,0,--,0,--,0,73,
31-Mar-2013,Northern,Thoracic Medicine,Acute Services,16,2,0,0,--,,,0,--,0,--,0,18,
31-Mar-2013,Northern,Gynaecology,Acute Services,330,392,270,47,--,,,7,--,12,--,11,"1,069",
31-Mar-2013,Northern,GP Other,Acute Services,144,38,3,1,--,,,0,--,0,--,0,186,
31-Mar-2013,Northern,Other,Acute Services,6,0,0,0,--,,,0,--,0,--,0,6,
31-Mar-2013,South Eastern,General Surgery,Acute Services,638,420,115,9,--,,,0,--,0,--,0,"1,182",
31-Mar-2013,South Eastern,Urology,Acute Services,306,210,50,0,--,,,0,--,0,--,0,566,
31-Mar-2013,South Eastern,T & O Surgery,Acute Services,21,6,0,0,--,,,0,--,0,--,0,27,
31-Mar-2013,South Eastern,ENT,Acute Services,50,96,52,2,--,,,0,--,0,--,0,200,
31-Mar-2013,South Eastern,Ophthalmology,Acute Services,138,175,0,0,--,,,0,--,0,--,0,313,
31-Mar-2013,South Eastern,Oral Surgery,Acute Services,54,34,0,0,--,,,0,--,0,--,0,88,
31-Mar-2013,South Eastern,Plastic Surgery,Acute Services,230,155,4,0,--,,,0,--,0,--,0,389,
31-Mar-2013,South Eastern,Paediatric Surgery,Acute Services,32,34,20,4,--,,,0,--,0,--,0,90,
31-Mar-2013,South Eastern,Pain Management,Acute Services,45,29,0,0,--,,,0,--,0,--,0,74,
31-Mar-2013,South Eastern,General Medicine,Acute Services,449,90,0,0,--,,,0,--,0,--,0,539,
31-Mar-2013,South Eastern,Gastroenterology,Acute Services,48,1,0,0,--,,,0,--,0,--,0,49,
31-Mar-2013,South Eastern,Haematology (Clinical),Acute Services,6,0,0,0,--,,,0,--,0,--,0,6,
31-Mar-2013,South Eastern,Cardiology,Acute Services,93,36,2,0,--,,,0,--,0,--,0,131,
31-Mar-2013,South Eastern,Dermatology,Acute Services,83,39,0,0,--,,,0,--,0,--,0,122,
31-Mar-2013,South Eastern,Paediatrics,Acute Services,19,1,0,0,--,,,0,--,0,--,0,20,
31-Mar-2013,South Eastern,Geriatric Medicine,Elderly Care,12,0,0,0,--,,,0,--,0,--,0,12,
31-Mar-2013,South Eastern,Gynaecology,Acute Services,183,173,127,45,--,,,31,--,21,--,69,649,
31-Mar-2013,South Eastern,Clinical Oncology,Acute Services,12,1,0,0,--,,,0,--,0,--,0,13,
31-Mar-2013,Southern,General Surgery,Acute Services,"1,140",675,329,120,--,,,73,--,5,--,11,"2,353",
31-Mar-2013,Southern,Urology,Acute Services,238,207,165,91,--,,,26,--,0,--,0,727,
31-Mar-2013,Southern,T & O Surgery,Acute Services,255,229,83,34,--,,,26,--,3,--,4,634,
31-Mar-2013,Southern,ENT,Acute Services,319,347,52,4,--,,,1,--,0,--,0,723,
31-Mar-2013,Southern,Ophthalmology,Acute Services,79,65,0,0,--,,,0,--,0,--,0,144,
31-Mar-2013,Southern,Oral Surgery,Acute Services,27,22,17,15,--,,,6,--,0,--,0,87,
31-Mar-2013,Southern,Paediatric Dentistry,Acute Services,5,0,0,0,--,,,0,--,0,--,0,5,
31-Mar-2013,Southern,Pain Management,Acute Services,76,90,126,76,--,,,31,--,0,--,0,399,
31-Mar-2013,Southern,General Medicine,Acute Services,6,4,0,0,--,,,0,--,0,--,0,10,
31-Mar-2013,Southern,Gastroenterology,Acute Services,306,111,3,0,--,,,0,--,0,--,0,420,
31-Mar-2013,Southern,Haematology (Clinical),Acute Services,15,1,0,0,--,,,0,--,0,--,0,16,
31-Mar-2013,Southern,Cardiology,Acute Services,228,189,245,146,--,,,87,--,42,--,104,"1,041",
31-Mar-2013,Southern,Dermatology,Acute Services,115,102,0,0,--,,,0,--,0,--,0,217,
31-Mar-2013,Southern,Thoracic Medicine,Acute Services,13,0,0,0,--,,,0,--,0,--,0,13,
31-Mar-2013,Southern,Neurology,Acute Services,6,3,0,0,--,,,0,--,0,--,0,9,
31-Mar-2013,Southern,Rheumatology,Acute Services,160,132,104,45,--,,,5,--,0,--,0,446,
31-Mar-2013,Southern,Gynaecology,Acute Services,249,251,46,14,--,,,1,--,0,--,0,561,
31-Mar-2013,Southern,GP Other,Acute Services,59,6,0,0,--,,,0,--,0,--,0,65,
31-Mar-2013,Southern,Clinical Oncology,Acute Services,7,0,0,0,--,,,0,--,0,--,0,7,
31-Mar-2013,Western,General Surgery,Acute Services,662,548,426,138,--,,,32,--,20,--,0,"1,826",
31-Mar-2013,Western,Urology,Acute Services,182,107,0,0,--,,,0,--,0,--,0,289,
31-Mar-2013,Western,T & O Surgery,Acute Services,252,467,365,203,--,,,137,--,64,--,198,"1,686",
31-Mar-2013,Western,ENT,Acute Services,285,285,232,124,--,,,4,--,0,--,0,930,
31-Mar-2013,Western,Ophthalmology,Acute Services,428,409,169,31,--,,,4,--,0,--,0,"1,041",
31-Mar-2013,Western,Oral Surgery,Acute Services,224,149,45,21,--,,,0,--,0,--,0,439,
31-Mar-2013,Western,Pain Management,Acute Services,123,127,0,0,--,,,0,--,0,--,0,250,
31-Mar-2013,Western,General Medicine,Acute Services,780,149,0,0,--,,,0,--,0,--,0,929,
31-Mar-2013,Western,Cardiology,Acute Services,48,30,0,0,--,,,0,--,0,--,0,78,
31-Mar-2013,Western,Paediatrics,Acute Services,2,6,1,0,--,,,0,--,0,--,0,9,
31-Mar-2013,Western,Gynaecology,Acute Services,244,233,159,0,--,,,0,--,0,--,0,636,
31-Mar-2013,Western,GP Other,Acute Services,45,3,0,0,--,,,0,--,0,--,0,48,
30-Jun-2013,Belfast,General Surgery,Acute Services,882,691,447,174,--,,,100,518,--,--,--,"2,812",
30-Jun-2013,Belfast,Urology,Acute Services,615,401,556,124,--,,,42,216,--,--,--,"1,954",
30-Jun-2013,Belfast,T & O Surgery,Acute Services,"1,701","1,734","1,377",633,--,,,397,348,--,--,--,"6,190",
30-Jun-2013,Belfast,ENT,Acute Services,429,401,590,236,--,,,128,168,--,--,--,"1,952",
30-Jun-2013,Belfast,Ophthalmology,Acute Services,868,935,848,376,--,,,186,253,--,--,--,"3,466",
30-Jun-2013,Belfast,Oral Surgery,Acute Services,14,32,2,0,--,,,0,0,--,--,--,48,
30-Jun-2013,Belfast,Restorative Dentistry,Acute Services,37,14,7,0,--,,,0,0,--,--,--,58,
30-Jun-2013,Belfast,Paediatric Dentistry,Acute Services,36,40,24,10,--,,,3,30,--,--,--,143,
30-Jun-2013,Belfast,Neurosurgery,Acute Services,72,84,64,36,--,,,7,7,--,--,--,270,
30-Jun-2013,Belfast,Plastic Surgery,Acute Services,96,79,76,16,--,,,13,83,--,--,--,363,
30-Jun-2013,Belfast,Cardiac Surgery,Acute Services,124,103,79,19,--,,,10,2,--,--,--,337,
30-Jun-2013,Belfast,Paediatric Surgery,Acute Services,33,91,140,74,--,,,43,173,--,--,--,554,
30-Jun-2013,Belfast,Thoracic Surgery,Acute Services,56,32,21,17,--,,,8,10,--,--,--,144,
30-Jun-2013,Belfast,Pain Management,Acute Services,165,162,145,64,--,,,61,112,--,--,--,709,
30-Jun-2013,Belfast,General Medicine,Acute Services,162,50,3,0,--,,,0,0,--,--,--,215,
30-Jun-2013,Belfast,Gastroenterology,Acute Services,660,203,13,0,--,,,0,0,--,--,--,876,
30-Jun-2013,Belfast,Endocrinology,Acute Services,14,3,3,2,--,,,0,0,--,--,--,22,
30-Jun-2013,Belfast,Cardiology,Acute Services,237,197,201,63,--,,,57,117,--,--,--,872,
30-Jun-2013,Belfast,Dermatology,Acute Services,14,22,25,6,--,,,3,2,--,--,--,72,
30-Jun-2013,Belfast,Thoracic Medicine,Acute Services,9,0,0,0,--,,,0,0,--,--,--,9,
30-Jun-2013,Belfast,Nephrology,Acute Services,25,16,1,0,--,,,0,0,--,--,--,42,
30-Jun-2013,Belfast,Neurology,Acute Services,42,31,26,11,--,,,14,15,--,--,--,139,
30-Jun-2013,Belfast,Rheumatology,Acute Services,18,5,0,1,--,,,0,3,--,--,--,27,
30-Jun-2013,Belfast,Paediatrics,Acute Services,23,17,1,0,--,,,0,0,--,--,--,41,
30-Jun-2013,Belfast,Gynaecology,Acute Services,371,231,226,99,--,,,65,135,--,--,--,"1,127",
30-Jun-2013,Belfast,GP Other,Acute Services,2,0,0,0,--,,,0,0,--,--,--,2,
30-Jun-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,1,1,0,0,--,,,0,0,--,--,--,2,
30-Jun-2013,Belfast,Forensic Psychiatry,Mental Health,0,1,0,0,--,,,0,0,--,--,--,1,
30-Jun-2013,Belfast,Radiology,Acute Services,9,11,2,0,--,,,0,3,--,--,--,25,
30-Jun-2013,Northern,General Surgery,Acute Services,"1,043",641,235,45,--,,,26,23,--,--,--,"2,013",
30-Jun-2013,Northern,Urology,Acute Services,344,118,97,21,--,,,8,6,--,--,--,594,
30-Jun-2013,Northern,ENT,Acute Services,277,167,39,6,--,,,0,0,--,--,--,489,
30-Jun-2013,Northern,Ophthalmology,Acute Services,31,33,12,3,--,,,0,0,--,--,--,79,
30-Jun-2013,Northern,Oral Surgery,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,
30-Jun-2013,Northern,Pain Management,Acute Services,124,30,2,0,--,,,0,0,--,--,--,156,
30-Jun-2013,Northern,Gastroenterology,Acute Services,619,148,33,1,--,,,0,1,--,--,--,802,
30-Jun-2013,Northern,Cardiology,Acute Services,71,59,1,0,--,,,0,0,--,--,--,131,
30-Jun-2013,Northern,Dermatology,Acute Services,68,16,0,0,--,,,0,0,--,--,--,84,
30-Jun-2013,Northern,Thoracic Medicine,Acute Services,16,1,1,0,--,,,0,0,--,--,--,18,
30-Jun-2013,Northern,Gynaecology,Acute Services,451,320,176,101,--,,,40,39,--,--,--,"1,127",
30-Jun-2013,Northern,GP Other,Acute Services,116,69,8,1,--,,,0,0,--,--,--,194,
30-Jun-2013,Northern,Other,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,
30-Jun-2013,South Eastern,General Surgery,Acute Services,720,443,82,16,--,,,8,6,--,--,--,"1,275",
30-Jun-2013,South Eastern,Urology,Acute Services,322,160,100,6,--,,,0,0,--,--,--,588,
30-Jun-2013,South Eastern,T & O Surgery,Acute Services,19,4,1,0,--,,,0,0,--,--,--,24,
30-Jun-2013,South Eastern,ENT,Acute Services,93,127,25,1,--,,,0,0,--,--,--,246,
30-Jun-2013,South Eastern,Ophthalmology,Acute Services,174,114,0,0,--,,,0,0,--,--,--,288,
30-Jun-2013,South Eastern,Oral Surgery,Acute Services,80,31,1,0,--,,,0,0,--,--,--,112,
30-Jun-2013,South Eastern,Plastic Surgery,Acute Services,293,198,65,3,--,,,0,0,--,--,--,559,
30-Jun-2013,South Eastern,Paediatric Surgery,Acute Services,28,35,16,1,--,,,0,0,--,--,--,80,
30-Jun-2013,South Eastern,Pain Management,Acute Services,62,26,0,0,--,,,0,0,--,--,--,88,
30-Jun-2013,South Eastern,General Medicine,Acute Services,361,63,0,0,--,,,0,0,--,--,--,424,
30-Jun-2013,South Eastern,Gastroenterology,Acute Services,61,4,0,0,--,,,0,0,--,--,--,65,
30-Jun-2013,South Eastern,Haematology (Clinical),Acute Services,4,1,0,0,--,,,0,0,--,--,--,5,
30-Jun-2013,South Eastern,Cardiology,Acute Services,94,26,2,0,--,,,0,0,--,--,--,122,
30-Jun-2013,South Eastern,Dermatology,Acute Services,105,33,4,0,--,,,0,1,--,--,--,143,
30-Jun-2013,South Eastern,Nephrology,Acute Services,2,0,0,0,--,,,0,0,--,--,--,2,
30-Jun-2013,South Eastern,Rheumatology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,
30-Jun-2013,South Eastern,Paediatrics,Acute Services,17,3,0,0,--,,,0,0,--,--,--,20,
30-Jun-2013,South Eastern,Geriatric Medicine,Elderly Care,26,0,0,0,--,,,0,0,--,--,--,26,
30-Jun-2013,South Eastern,Gynaecology,Acute Services,189,149,130,74,--,,,31,88,--,--,--,661,
30-Jun-2013,South Eastern,Clinical Oncology,Acute Services,4,0,0,0,--,,,0,0,--,--,--,4,
30-Jun-2013,Southern,General Surgery,Acute Services,"1,000",777,378,82,--,,,46,33,--,--,--,"2,316",
30-Jun-2013,Southern,Urology,Acute Services,252,152,196,65,--,,,60,158,--,--,--,883,
30-Jun-2013,Southern,T & O Surgery,Acute Services,221,163,165,64,--,,,19,20,--,--,--,652,
30-Jun-2013,Southern,ENT,Acute Services,352,305,127,15,--,,,2,1,--,--,--,802,
30-Jun-2013,Southern,Ophthalmology,Acute Services,177,17,7,0,--,,,0,0,--,--,--,201,
30-Jun-2013,Southern,Oral Surgery,Acute Services,10,23,14,9,--,,,3,12,--,--,--,71,
30-Jun-2013,Southern,Paediatric Dentistry,Acute Services,0,2,1,0,--,,,0,0,--,--,--,3,
30-Jun-2013,Southern,Pain Management,Acute Services,62,102,97,48,--,,,46,1,--,--,--,356,
30-Jun-2013,Southern,General Medicine,Acute Services,7,2,1,0,--,,,0,0,--,--,--,10,
30-Jun-2013,Southern,Gastroenterology,Acute Services,295,153,24,0,--,,,0,0,--,--,--,472,
30-Jun-2013,Southern,Haematology (Clinical),Acute Services,33,1,2,0,--,,,0,0,--,--,--,36,
30-Jun-2013,Southern,Cardiology,Acute Services,181,210,204,90,--,,,68,178,--,--,--,931,
30-Jun-2013,Southern,Dermatology,Acute Services,105,70,3,0,--,,,0,0,--,--,--,178,
30-Jun-2013,Southern,Thoracic Medicine,Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,
30-Jun-2013,Southern,Neurology,Acute Services,5,1,0,0,--,,,0,0,--,--,--,6,
30-Jun-2013,Southern,Rheumatology,Acute Services,209,180,104,12,--,,,0,1,--,--,--,506,
30-Jun-2013,Southern,Gynaecology,Acute Services,250,181,90,15,--,,,7,1,--,--,--,544,
30-Jun-2013,Southern,GP Other,Acute Services,64,14,2,3,--,,,0,1,--,--,--,84,
30-Jun-2013,Southern,Clinical Oncology,Acute Services,14,0,0,0,--,,,0,0,--,--,--,14,
30-Jun-2013,Western,General Surgery,Acute Services,648,453,378,186,--,,,97,176,--,--,--,"1,938",
30-Jun-2013,Western,Urology,Acute Services,224,126,4,2,--,,,0,0,--,--,--,356,
30-Jun-2013,Western,T & O Surgery,Acute Services,448,418,271,205,--,,,100,382,--,--,--,"1,824",
30-Jun-2013,Western,ENT,Acute Services,329,267,230,73,--,,,34,79,--,--,--,"1,012",
30-Jun-2013,Western,Ophthalmology,Acute Services,453,249,108,24,--,,,6,4,--,--,--,844,
30-Jun-2013,Western,Oral Surgery,Acute Services,226,82,35,16,--,,,9,25,--,--,--,393,
30-Jun-2013,Western,Pain Management,Acute Services,94,124,5,0,--,,,0,0,--,--,--,223,
30-Jun-2013,Western,General Medicine,Acute Services,730,171,0,0,--,,,0,0,--,--,--,901,
30-Jun-2013,Western,Cardiology,Acute Services,28,10,0,0,--,,,0,0,--,--,--,38,
30-Jun-2013,Western,Paediatrics,Acute Services,11,7,1,0,--,,,1,0,--,--,--,20,
30-Jun-2013,Western,Gynaecology,Acute Services,277,246,129,52,--,,,13,11,--,--,--,728,
30-Jun-2013,Western,GP Other,Acute Services,74,5,0,0,--,,,0,0,--,--,--,79,
30-Sep-2013,Belfast,General Surgery,Acute Services,930,656,441,196,--,,,123,605,--,--,--,"2,951",
30-Sep-2013,Belfast,Urology,Acute Services,559,276,311,155,--,,,201,395,--,--,--,"1,897",
30-Sep-2013,Belfast,T & O Surgery,Acute Services,951,"1,307","1,788",960,--,,,415,697,--,--,--,"6,118",
30-Sep-2013,Belfast,ENT,Acute Services,365,357,436,215,--,,,235,200,--,--,--,"1,808",
30-Sep-2013,Belfast,Ophthalmology,Acute Services,986,870,939,308,--,,,222,314,--,--,--,"3,639",
30-Sep-2013,Belfast,Oral Surgery,Acute Services,40,27,10,0,--,,,0,0,--,--,--,77,
30-Sep-2013,Belfast,Restorative Dentistry,Acute Services,29,11,2,0,--,,,0,0,--,--,--,42,
30-Sep-2013,Belfast,Paediatric Dentistry,Acute Services,44,37,16,9,--,,,4,23,--,--,--,133,
30-Sep-2013,Belfast,Neurosurgery,Acute Services,77,77,43,27,--,,,12,12,--,--,--,248,
30-Sep-2013,Belfast,Plastic Surgery,Acute Services,96,89,71,31,--,,,24,47,--,--,--,358,
30-Sep-2013,Belfast,Cardiac Surgery,Acute Services,149,108,102,33,--,,,6,5,--,--,--,403,
30-Sep-2013,Belfast,Paediatric Surgery,Acute Services,52,74,108,57,--,,,50,199,--,--,--,540,
30-Sep-2013,Belfast,Thoracic Surgery,Acute Services,44,29,11,6,--,,,4,4,--,--,--,98,
30-Sep-2013,Belfast,Pain Management,Acute Services,71,128,223,72,--,,,40,125,--,--,--,659,
30-Sep-2013,Belfast,General Medicine,Acute Services,109,57,4,0,--,,,0,0,--,--,--,170,
30-Sep-2013,Belfast,Gastroenterology,Acute Services,645,367,28,1,--,,,0,0,--,--,--,"1,041",
30-Sep-2013,Belfast,Endocrinology,Acute Services,9,4,5,1,--,,,2,1,--,--,--,22,
30-Sep-2013,Belfast,Rehabilitation,Acute Services,0,1,0,0,--,,,0,0,--,--,--,1,
30-Sep-2013,Belfast,Cardiology,Acute Services,237,226,178,62,--,,,49,124,--,--,--,876,
30-Sep-2013,Belfast,Dermatology,Acute Services,31,7,7,10,--,,,11,10,--,--,--,76,
30-Sep-2013,Belfast,Thoracic Medicine,Acute Services,4,2,0,0,--,,,0,0,--,--,--,6,
30-Sep-2013,Belfast,Nephrology,Acute Services,28,11,1,2,--,,,0,0,--,--,--,42,
30-Sep-2013,Belfast,Neurology,Acute Services,28,23,16,11,--,,,3,0,--,--,--,81,
30-Sep-2013,Belfast,Rheumatology,Acute Services,8,12,4,3,--,,,0,4,--,--,--,31,
30-Sep-2013,Belfast,Paediatrics,Acute Services,20,17,2,0,--,,,0,0,--,--,--,39,
30-Sep-2013,Belfast,Gynaecology,Acute Services,287,231,220,91,--,,,52,128,--,--,--,"1,009",
30-Sep-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,1,0,0,0,--,,,0,0,--,--,--,1,
30-Sep-2013,Belfast,Forensic Psychiatry,Mental Health,2,1,0,0,--,,,0,0,--,--,--,3,
30-Sep-2013,Belfast,Radiology,Acute Services,11,5,12,0,--,,,1,2,--,--,--,31,
30-Sep-2013,Northern,General Surgery,Acute Services,"1,011",389,206,53,--,,,5,14,--,--,--,"1,678",
30-Sep-2013,Northern,Urology,Acute Services,300,105,117,37,--,,,24,36,--,--,--,619,
30-Sep-2013,Northern,ENT,Acute Services,236,113,32,1,--,,,0,0,--,--,--,382,
30-Sep-2013,Northern,Ophthalmology,Acute Services,9,35,17,2,--,,,2,0,--,--,--,65,
30-Sep-2013,Northern,Oral Surgery,Acute Services,1,1,1,0,--,,,0,0,--,--,--,3,
30-Sep-2013,Northern,Pain Management,Acute Services,94,30,2,0,--,,,0,0,--,--,--,126,
30-Sep-2013,Northern,General Medicine,Acute Services,2,3,0,0,--,,,0,0,--,--,--,5,
30-Sep-2013,Northern,Gastroenterology,Acute Services,418,40,0,0,--,,,0,0,--,--,--,458,
30-Sep-2013,Northern,Cardiology,Acute Services,83,80,0,0,--,,,0,0,--,--,--,163,
30-Sep-2013,Northern,Dermatology,Acute Services,67,17,0,0,--,,,0,0,--,--,--,84,
30-Sep-2013,Northern,Thoracic Medicine,Acute Services,15,1,0,0,--,,,0,0,--,--,--,16,
30-Sep-2013,Northern,Rheumatology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,
30-Sep-2013,Northern,Gynaecology,Acute Services,425,276,194,67,--,,,10,11,--,--,--,983,
30-Sep-2013,Northern,GP Other,Acute Services,138,53,3,1,--,,,0,0,--,--,--,195,
30-Sep-2013,South Eastern,General Surgery,Acute Services,796,428,204,25,--,,,2,0,--,--,--,"1,455",
30-Sep-2013,South Eastern,Urology,Acute Services,329,172,61,6,--,,,0,0,--,--,--,568,
30-Sep-2013,South Eastern,T & O Surgery,Acute Services,20,6,0,0,--,,,0,0,--,--,--,26,
30-Sep-2013,South Eastern,ENT,Acute Services,67,121,62,0,--,,,0,0,--,--,--,250,
30-Sep-2013,South Eastern,Ophthalmology,Acute Services,167,166,32,0,--,,,0,0,--,--,--,365,
30-Sep-2013,South Eastern,Oral Surgery,Acute Services,78,34,3,0,--,,,0,0,--,--,--,115,
30-Sep-2013,South Eastern,Plastic Surgery,Acute Services,257,187,6,1,--,,,0,0,--,--,--,451,
30-Sep-2013,South Eastern,Paediatric Surgery,Acute Services,29,32,27,7,--,,,1,2,--,--,--,98,
30-Sep-2013,South Eastern,Pain Management,Acute Services,48,43,0,0,--,,,0,0,--,--,--,91,
30-Sep-2013,South Eastern,General Medicine,Acute Services,357,149,27,0,--,,,0,0,--,--,--,533,
30-Sep-2013,South Eastern,Gastroenterology,Acute Services,21,21,3,0,--,,,0,0,--,--,--,45,
30-Sep-2013,South Eastern,Haematology (Clinical),Acute Services,7,0,0,0,--,,,0,0,--,--,--,7,
30-Sep-2013,South Eastern,Cardiology,Acute Services,85,9,0,0,--,,,0,0,--,--,--,94,
30-Sep-2013,South Eastern,Dermatology,Acute Services,73,47,2,0,--,,,0,0,--,--,--,122,
30-Sep-2013,South Eastern,Neurology,Acute Services,1,0,0,0,--,,,0,0,--,--,--,1,
30-Sep-2013,South Eastern,Rheumatology,Acute Services,0,1,0,0,--,,,0,0,--,--,--,1,
