HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
HE52D,100,"Other Injury of Arm without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,786,.,.,.,.,786
HE52D,300,"Other Injury of Arm without Interventions, with CC Score 4-6",.,"1,203",.,.,376,.,.,.,.,.,.,.,"7,465",.,"1,028",.,"2,185","12,257"
HE52D,340,"Other Injury of Arm without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,394,.,.,.,.,.,.,394
HE52D,430,"Other Injury of Arm without Interventions, with CC Score 4-6",.,345,.,.,.,.,.,.,.,.,.,.,"1,699",.,.,.,.,"2,044"
HE52E,110,"Other Injury of Arm without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,414,414
HE52E,180,"Other Injury of Arm without Interventions, with CC Score 2-3",.,367,.,.,"1,000",.,.,.,.,.,.,.,280,.,.,.,.,"1,648"
HE52E,300,"Other Injury of Arm without Interventions, with CC Score 2-3","1,338","2,405",.,.,"1,504",291,.,.,.,.,"1,032",.,"4,766",.,"2,056",.,"2,550","15,941"
HE52E,302,"Other Injury of Arm without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,.,.,664
HE52E,320,"Other Injury of Arm without Interventions, with CC Score 2-3",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
HE52E,430,"Other Injury of Arm without Interventions, with CC Score 2-3",.,345,515,.,.,.,.,.,.,.,.,.,"2,141",.,.,.,.,"3,001"
HE52F,100,"Other Injury of Arm without Interventions, with CC Score 0-1",893,444,.,.,878,"1,167",.,.,.,.,.,.,"1,963",.,656,.,.,"6,001"
HE52F,110,"Other Injury of Arm without Interventions, with CC Score 0-1","4,202",.,.,.,"4,323",.,.,.,.,.,.,.,"2,548",.,.,.,.,"11,073"
HE52F,160,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,970,970
HE52F,180,"Other Injury of Arm without Interventions, with CC Score 0-1",.,"21,670",.,313,"20,009",.,.,.,.,.,"1,784",.,"18,586",.,.,.,.,"62,361"
HE52F,300,"Other Injury of Arm without Interventions, with CC Score 0-1","8,472","3,608",.,468,376,"1,453",.,.,.,.,"1,043",.,"13,131",.,"2,570",.,"3,278","34,398"
HE52F,302,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
HE52F,320,"Other Injury of Arm without Interventions, with CC Score 0-1",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
HE52F,340,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,360,.,.,.,.,.,.,360
HE52F,400,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
HE52F,430,"Other Injury of Arm without Interventions, with CC Score 0-1",357,.,.,.,.,.,.,.,.,.,342,.,"2,685",.,.,.,.,"3,384"
HE52F,501,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,509,.,.,.,.,509
HE71B,100,"Rib or Chest Fracture, without Interventions, with CC Score 6+",.,.,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,439
HE71B,170,"Rib or Chest Fracture, without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,937,.,.,.,.,937
HE71B,180,"Rib or Chest Fracture, without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,228,.,.,.,.,.,.,228
HE71B,300,"Rib or Chest Fracture, without Interventions, with CC Score 6+",892,401,.,.,.,.,.,.,.,.,688,.,732,.,514,.,"2,914","6,140"
HE71B,340,"Rib or Chest Fracture, without Interventions, with CC Score 6+",.,351,.,.,.,.,.,.,.,.,390,.,.,.,.,.,.,742
HE71C,100,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",.,.,.,.,"1,317",389,.,.,.,.,.,.,.,.,656,.,"1,328","3,690"
HE71C,180,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",.,735,.,.,"1,000",.,.,.,.,.,223,.,.,.,.,.,.,"1,958"
HE71C,300,"Rib or Chest Fracture, without Interventions, with CC Score 3-5","2,229","2,004",.,936,"1,128",291,.,.,740,.,.,.,"2,197",.,"1,028",.,"2,550","13,102"
HE71C,320,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,808,.,.,808
HE71C,340,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
HE71C,430,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",.,"1,378",515,.,.,.,.,.,.,.,.,.,.,.,.,.,614,"2,507"
HE71D,100,"Rib or Chest Fracture, without Interventions, with CC Score 0-2","1,785","4,443",.,"1,098","1,317","3,501",.,.,.,.,.,.,"2,372",.,"3,937",.,.,"18,452"
HE71D,110,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525
HE71D,172,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,874,.,.,.,.,874
HE71D,180,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",.,"2,938",.,.,"5,002",.,.,.,.,.,.,.,"1,962",.,.,.,.,"9,903"
HE71D,300,"Rib or Chest Fracture, without Interventions, with CC Score 0-2","2,675","2,004",.,936,376,"1,162",.,.,.,.,"1,802",.,"7,497",.,514,.,"6,920","23,887"
HE71D,320,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",580,784,.,474,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,839"
HE71D,340,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",.,351,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,804
HE71D,430,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",357,345,515,.,376,.,.,.,.,.,.,.,"1,069",.,.,.,.,"2,662"
HE72A,100,"Other Injury, of Rib or Chest, with Interventions",.,.,.,.,"1,319",.,.,.,.,.,.,.,.,.,.,.,978,"2,298"
HE72B,300,"Other Injury, of Rib or Chest, without Interventions, with CC Score 7+",446,401,.,.,"1,128",.,.,.,.,.,.,.,"1,879",.,.,.,"2,914","6,767"
HE72B,320,"Other Injury, of Rib or Chest, without Interventions, with CC Score 7+",.,.,.,.,429,.,.,.,.,.,.,.,.,.,.,.,.,429
HE72C,300,"Other Injury, of Rib or Chest, without Interventions, with CC Score 4-6","1,338","2,004",.,468,752,.,.,.,.,.,.,.,"7,400",.,.,.,"5,828","17,790"
HE72C,430,"Other Injury, of Rib or Chest, without Interventions, with CC Score 4-6",.,689,.,.,.,.,.,.,.,.,.,.,"1,647",.,.,.,.,"2,337"
HE72D,100,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3",.,444,.,.,.,389,.,.,.,.,.,.,.,.,.,.,443,"1,276"
HE72D,110,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,.,631
HE72D,180,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3",.,.,.,.,"1,000",.,.,.,.,.,223,.,.,.,.,.,.,"1,223"
HE72D,300,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3","1,784","2,405",.,.,"2,631",291,.,.,"2,589",.,.,.,"9,577",.,514,.,"4,735","24,525"
HE72D,430,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3",.,345,.,.,752,.,.,.,.,.,.,.,"2,174",.,.,.,.,"3,271"
HE72E,100,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1","3,124","3,999",.,"2,196","3,951","1,556",.,.,.,.,.,.,"5,194",.,"7,873",.,886,"28,778"
HE72E,101,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,.,624,.,830,.,.,.,.,.,.,.,.,.,.,.,.,"1,454"
HE72E,110,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1","1,576",.,.,.,.,.,.,.,.,.,.,.,"1,262",.,.,.,.,"2,837"
HE72E,172,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,841,.,.,.,.,841
HE72E,180,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,"7,346",.,.,"19,009",.,.,.,.,.,223,.,"12,735",.,.,.,.,"39,312"
HE72E,300,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1","1,338",802,.,468,752,"1,453",515,.,370,.,851,.,"13,075",.,.,.,"1,457","21,080"
HE72E,301,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
HE72E,320,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
HE72E,420,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,688,.,.,.,.,688
HE72E,430,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,707,.,"4,277",.,.,.,.,"4,983"
HE72E,501,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",.,"1,852",.,.,.,"2,193",.,.,.,.,.,.,.,.,.,.,.,"4,044"
HE81B,110,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 3-5","1,576",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,576"
HE81B,300,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"3,088",.,.,.,.,"3,088"
HE81C,110,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 0-2",525,.,.,.,.,.,.,.,.,.,.,.,633,.,.,.,.,"1,158"
HE82B,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",525,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,828,"1,984"
HE82B,300,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,.,366
HE82B,320,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
HE82B,340,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE82B,430,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,307,651
HE82C,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 2-3",525,.,.,.,.,.,.,618,.,.,.,.,.,.,.,.,"1,242","2,384"
HE82C,180,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 2-3",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
HE82D,100,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,.,.,549,.,.,.,.,.,.,.,.,.,.,.,.,.,549
HE82D,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1","1,050",.,.,.,"2,206",.,.,"4,935",.,.,.,.,.,.,.,.,"1,242","9,433"
HE82D,180,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,367,.,.,.,.,.,.,.,.,.,.,"2,523",.,.,.,.,"2,890"
HE82D,300,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,098",.,.,.,364,"1,462"
HE82D,340,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE82D,430,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345
HE83A,300,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 5+",.,"1,203",.,.,.,.,.,.,"1,110",.,344,.,"1,103",.,.,.,728,"4,488"
HE83B,300,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4",.,401,.,.,.,.,.,.,.,.,.,.,"1,554",.,.,.,728,"2,684"
HE83C,100,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,443,"1,099"
HE83C,180,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
HE83C,300,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1","1,338",.,.,936,752,.,.,.,.,.,.,.,"4,392",.,.,.,364,"7,781"
HE83C,430,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,350,.,535,.,.,.,.,884
HE83C,502,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,708,.,.,708
HN12D,110,Very Major Hip Procedures for Non-Trauma with CC Score 4-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,184","2,184"
HN12F,100,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,"3,154",.,.,.,.,.,.,.,.,.,.,.,.,"3,154"
HN13E,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"3,947",.,.,.,.,"3,947"
HN13F,300,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,848",.,.,.,.,"1,848"
HN14B,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","1,821",.,.,.,.,.,.,.,.,.,.,.,"1,607",.,.,.,.,"3,428"
HN14B,300,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
HN14C,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,.,.,.,.,.,.,"4,750",.,.,.,.,"6,570"
HN14D,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,"1,541",.,.,.,.,.,.,.,.,.,.,.,"2,598","4,140"
HN14E,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","3,641",.,.,.,"8,093",.,.,"7,688",.,.,.,.,"2,866",.,.,.,"2,598","24,887"
HN14G,110,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"5,668",.,.,.,"1,528","7,196"
HN15A,110,"Minor Hip Procedures for Non-Trauma, 19 years and over",.,.,.,.,"1,264",.,.,"3,241",.,.,.,.,.,.,.,.,.,"4,505"
HN15A,300,"Minor Hip Procedures for Non-Trauma, 19 years and over",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
HN16B,110,"Minimal Hip Procedures, between 6 and 18 years","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HN22E,110,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,"5,630",.,.,.,.,.,.,.,.,.,"5,630"
HN23B,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,821"
HN23C,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,"1,374",.,.,"6,549",.,.,.,.,.,.,.,.,.,"7,923"
HN24C,100,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,893",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,893"
HN24C,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","6,757",.,.,.,"8,073",.,.,"2,377",.,.,.,.,"1,170",.,.,.,.,"18,378"
HN25A,110,"Minor Knee Procedures for Non-Trauma, 19 years and over","3,641",.,.,.,"1,744",.,.,.,.,.,.,.,.,.,.,.,.,"5,386"
HN25B,110,"Minor Knee Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,631",.,.,.,.,"3,631"
HN26A,300,"Minimal Knee Procedures, 19 years and over",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
HN33D,110,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,061",.,.,.,.,"1,061"
HN34B,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"5,001",.,.,.,.,"5,001"
HN34C,100,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,490",.,.,"2,490"
HN34C,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,641",.,.,.,"13,579",.,.,.,.,.,.,.,.,.,.,.,"1,152","18,372"
HN34D,110,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,"1,157",.,.,.,.,.,.,.,.,.,.,.,.,"1,157"
HN35A,100,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,031",.,.,"2,031"
HN35A,110,"Minor Foot Procedures for Non-Trauma, 19 years and over","1,821",.,.,.,"1,075",.,.,.,.,.,.,.,"2,607",.,.,.,.,"5,503"
HN35A,160,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,547","1,547"
HN35A,300,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,984
HN35B,100,"Minor Foot Procedures for Non-Trauma, 18 years and under","1,411",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,411"
HN43A,160,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,771","1,771"
HN43B,110,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,683",.,.,.,.,.,.,.,.,.,.,.,.,"4,504"
HN43B,160,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,234","5,234"
HN43C,160,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,949","7,949"
HN44A,100,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,254",.,.,.,.,"2,254"
HN44A,160,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,859","2,859"
HN44B,100,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,323",.,.,.,.,"1,323"
HN44B,110,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","9,103",.,.,.,"10,777",.,.,.,.,.,.,.,.,.,.,.,.,"19,880"
HN44B,160,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"38,000","38,000"
HN44C,110,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,"1,432",.,.,.,.,.,.,.,.,.,.,.,"1,152","2,583"
HN44C,160,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,545","2,545"
HN44D,160,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,261",.,.,.,"1,430","3,691"
HN45A,110,"Minor Hand Procedures for Non-Trauma, 19 years and over","1,389",.,.,.,"4,750",.,.,.,.,.,.,.,.,.,.,.,.,"6,139"
HN45A,160,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"26,126","26,126"
HN45B,160,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,547","1,547"
HN53C,110,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"3,249",.,.,.,"4,037",.,.,.,.,.,.,.,977,.,.,.,.,"8,263"
HN53C,180,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,437",.,.,.,.,"1,437"
HN54A,300,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
HN54C,110,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","7,282",.,.,.,"7,043",.,.,.,.,.,.,.,"6,436",.,.,.,"1,619","22,380"
HN54C,300,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
HN54D,110,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under",.,.,.,.,"3,298",.,.,.,.,.,.,.,.,.,.,.,.,"3,298"
HN55Z,100,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,360","1,360"
HN55Z,110,Minor Shoulder Procedures for Non-Trauma,"2,252",.,.,.,"2,170",.,.,.,.,.,.,.,.,.,.,.,.,"4,422"
HN56Z,110,Minimal Shoulder Procedures,"1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HN63B,110,Major Elbow Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"3,482",.,.,.,"1,963","5,445"
HN63B,160,Major Elbow Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,587","1,587"
HN64A,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,"1,349",.,.,.,.,.,.,.,.,.,.,.,.,"1,349"
HN64B,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,241",.,.,.,.,.,.,.,.,.,.,.,"1,152","5,213"
HN64B,160,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,859","2,859"
HN64C,110,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,152","1,152"
HN65Z,100,Minor Elbow Procedures for Non-Trauma,.,"10,075",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,075"
HN66Z,110,Minimal Elbow Procedures,"2,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,778"
HN81C,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5",.,.,.,.,"4,424",.,.,.,.,.,.,.,.,.,.,.,.,"4,424"
HN81D,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,619","1,619"
HT12B,110,Very Major Hip Procedures for Trauma with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,863","2,863"
HT12C,110,Very Major Hip Procedures for Trauma with CC Score 6-8,.,.,.,.,"4,932",.,.,.,.,.,.,.,"2,997",.,.,.,"2,051","9,980"
HT12D,110,Very Major Hip Procedures for Trauma with CC Score 3-5,.,.,.,.,"8,716",.,.,.,.,.,.,.,"10,734",.,.,.,"4,103","23,553"
HT12E,110,Very Major Hip Procedures for Trauma with CC Score 0-2,"3,680",.,.,.,"76,336",.,.,.,.,.,.,.,"7,181",.,.,.,"2,051","89,249"
HT13D,110,Major Hip Procedures for Trauma with CC 3-5,"2,252",.,.,.,"2,505",.,.,.,.,.,.,.,.,.,.,.,"1,749","6,507"
HT13E,110,Major Hip Procedures for Trauma with CC 0-2,"11,600",.,.,.,"42,126",.,.,.,.,.,.,.,.,.,.,.,"1,749","55,476"
HT14C,110,Intermediate Hip Procedures for Trauma with CC Score 0-1,"1,821",.,.,.,"4,419",.,.,.,.,.,.,.,"3,060",.,.,.,.,"9,300"
HT22C,110,Very Major Knee Procedures for Trauma with CC Score 0-1,"3,548",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,548"
HT23D,110,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,"16,063",.,.,.,.,.,.,.,"8,086",.,.,.,"1,619","25,767"
HT24A,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"4,328",.,.,.,.,"4,328"
HT24C,100,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,505",.,.,.,.,"4,505"
HT24C,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","5,462",.,.,.,"1,618",.,.,.,.,.,.,.,"8,574",.,.,.,.,"15,653"
HT24C,160,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
HT24D,110,"Intermediate Knee Procedures for Trauma, 18 years and under","2,252",.,.,.,.,.,.,.,.,.,.,.,"16,608",.,.,.,"1,078","19,938"
HT25Z,110,Minor Knee Procedures for Trauma,"1,389",.,.,.,976,.,.,.,.,.,.,.,"8,944",.,.,.,.,"11,309"
HT32C,110,Very Major Foot Procedures for Trauma with CC Score 0-1,"7,541",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,541"
HT33A,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"4,148",.,.,.,.,"4,148"
HT33C,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","22,610",.,.,.,.,.,.,.,.,.,.,.,"12,445",.,.,.,.,"35,055"
HT33D,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","63,988",.,.,.,"28,410",.,.,.,.,.,.,.,"31,541",.,.,.,"8,125","132,064"
