HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","2,433","1,473","2,913","3,665","2,698",.,.,.,.,.,.,.,.,"4,593",.,"1,794","2,559"
LB06H,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+",.,"5,286","7,050",.,.,.,.,.,.,.,.,.,.,"12,052",.,.,"7,860"
LB06J,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",.,.,"4,060",.,.,.,.,.,"2,942",.,.,"11,681",.,.,.,"5,346","5,572"
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",.,.,.,"13,238","6,316","2,109",.,.,.,.,.,.,.,.,.,.,"7,221"
LB06L,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3","6,280","2,260","4,018",.,"2,648",.,.,.,"2,942",.,.,695,.,.,.,"1,837","3,136"
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1","2,727",.,"3,786",.,"3,131",.,.,.,.,.,.,.,.,.,.,.,"3,354"
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,"6,506","1,507",.,"7,451",904,.,.,.,"9,351",.,.,.,.,.,"5,992","4,761"
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12","7,422","3,950","4,109","5,740","6,167","3,723","6,963",.,"6,951","8,847","5,676","9,849","9,975","14,678",.,"5,153","5,991"
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6","6,162","1,853","4,464","6,015","2,773","1,582",.,.,"3,293",.,"3,871","1,025",.,"7,030",.,"3,056","3,747"
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3","5,733","2,495","3,327","1,922","2,929",998,.,.,"1,127",.,.,"2,671",.,"6,290",.,"3,267","3,270"
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1","2,562","3,638","2,151",907,"1,873",.,.,.,.,.,.,.,.,"2,250",.,"1,903","2,159"
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"13,657",.,.,.,.,"13,657"
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,.,.,"7,060",.,.,.,.,.,.,.,.,.,.,"7,060"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,399","5,399"
LB12Z,Intermediate Open Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,425","2,425"
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,.,.,"7,925",.,.,.,.,.,.,.,.,.,.,.,"7,925"
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,.,.,"1,547",.,"5,186",.,.,.,.,.,.,.,.,.,.,"2,758","3,973"
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,"3,098",.,"3,017",.,"4,380","2,913",.,.,.,.,.,.,.,.,.,"3,528","3,575"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,"4,792",.,"2,615","4,720","2,870","3,153",.,.,.,.,.,.,.,.,.,"3,143","3,258"
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+","5,812",845,"3,353",.,.,.,.,.,.,.,.,.,.,"6,779",.,"5,194","4,953"
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6","5,199","1,504","2,931","4,141","3,603","1,090",.,.,.,.,"1,426",.,.,"7,346",.,"2,845","3,169"
LB16F,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2","2,659","1,823","1,995","2,291","2,066","1,074",.,.,.,.,859,.,.,"3,873",.,"2,123","2,201"
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+","1,694","2,489","6,977","2,863","1,850",.,.,.,"3,382",.,611,.,.,"3,805",.,"2,524","2,725"
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7","2,237","2,869","3,468","2,268","2,495","1,306",.,.,.,.,.,"1,829",.,"1,581",.,"1,914","2,419"
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4","1,993","1,637","2,154","1,840","2,153","2,008",.,.,.,.,"1,741",716,.,"2,526",.,"1,985","1,975"
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1","1,074","1,799","1,475","2,542","1,494","1,449",.,.,.,.,962,"1,236",.,"1,764",.,"1,273","1,553"
LB19C,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+","4,655",.,"2,519","9,327","4,069",.,.,.,.,.,.,"13,335",.,"3,267",.,.,"5,463"
LB19D,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3","2,324",904,"3,184","3,539","3,396",.,.,.,.,.,.,.,.,.,.,"2,531","2,828"
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+","1,574",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,695","1,698"
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,"2,605",907,"4,863","1,318",.,.,.,.,"6,636","2,718",.,.,.,"4,419","3,029"
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1","1,370","1,808","2,391",.,839,.,.,.,.,.,.,"1,369",.,.,.,"1,225","1,532"
LB20C,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+","11,383","2,013",.,"6,733","7,709","1,533",.,.,.,.,.,.,.,.,.,"2,745","5,588"
LB20D,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3","2,461","2,711","1,975","2,679","3,127","3,592",.,.,.,.,859,.,.,.,.,"2,095","2,402"
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,"2,541","4,264","3,269","2,763",.,.,.,.,"6,473",.,.,.,.,.,"3,231","3,147"
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6","1,262","1,783","2,393","2,641","2,287","1,628",.,.,"1,127","3,956","1,081",882,.,.,.,"1,692","1,968"
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1","1,880","1,528","1,533","2,547","1,511",904,.,.,.,.,.,.,.,.,.,"1,540","1,607"
LB21A,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",.,.,"8,485",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,485"
LB25D,Transurethral Prostate Resection Procedures with CC Score 6+,.,.,"10,343",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,343"
LB25E,Transurethral Prostate Resection Procedures with CC Score 3-5,.,.,.,"5,289","2,823",.,.,.,.,.,.,.,.,.,.,.,"4,056"
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,"3,663",.,"3,996",.,"3,516",.,.,.,.,.,.,.,.,.,.,.,"3,743"
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+","3,663",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,663"
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,.,.,"1,349",.,.,.,.,.,.,.,.,.,.,.,839,"1,179"
LB28C,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+","6,189",.,"1,976",.,"5,882",.,.,.,.,.,.,.,.,.,.,"1,348","4,317"
LB28D,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3","2,231","1,921","2,072","2,767","3,745",.,.,.,.,.,.,.,.,.,.,"2,895","2,599"
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",.,.,"1,590",.,.,.,.,.,.,.,"1,081",.,.,"1,941",.,.,"1,559"
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5","2,191","1,467","1,747",.,839,.,.,.,.,.,730,.,.,.,.,.,"1,457"
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2","2,824","1,604","2,194","1,558","2,443",603,.,.,.,.,.,"1,047",.,"1,004",.,"1,155","1,868"
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,.,"4,695",.,.,.,.,.,.,.,.,.,.,"1,786","2,514"
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",.,"4,437","3,008",.,"3,545",.,.,.,"4,821",.,.,.,.,.,.,"3,580","3,685"
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1","3,425","2,270","3,467","3,850","3,116","2,494",.,.,.,.,"2,079",.,.,"3,930",.,"1,630","2,618"
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+","2,917","9,039",962,.,"1,314",.,.,.,"4,004",.,.,716,.,"3,013",.,.,"1,793"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5","3,389","2,441","3,210","3,290","2,378","1,449",.,.,.,.,"1,508",715,.,.,.,"3,080","2,712"
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2","1,756","1,725","2,618","2,038","1,819","1,713",.,.,.,.,"3,265",.,.,"2,157",.,"1,148","2,024"
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0","2,554","1,244","1,603","1,912","1,381","1,186",.,.,.,.,982,.,.,"2,126",.,"1,264","1,480"
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,"3,630",.,"3,166",.,725,.,.,.,.,.,.,.,.,.,.,"1,249","2,316"
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,"1,124","1,115","2,008","2,721","1,818",.,.,.,.,.,.,.,.,.,.,"1,692","1,655"
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,"1,467","2,246","1,998","2,737",839,.,.,.,.,.,"1,428",747,.,.,.,"1,976","1,870"
LB38C,"Unspecified Haematuria with Interventions, with CC Score 7+",.,"5,358","6,760","7,176","6,039",.,.,.,.,.,.,.,.,.,.,"2,729","5,273"
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6","3,353","2,368","3,168","3,575","6,023","3,196",.,.,.,.,.,.,.,"5,209",.,"4,030","3,579"
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2","2,364","1,808","2,944","3,261","2,942","3,828","2,907",.,.,.,.,.,.,.,.,"2,716","2,916"
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+","1,315","2,576","2,348","1,361",725,.,.,.,.,.,.,.,.,.,.,"1,201","1,796"
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7","3,239","2,666","2,162","1,533","2,844",.,.,.,.,.,"1,081","1,047",.,"4,458",.,"1,845","2,612"
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3","1,733","2,055","1,971","2,638","1,915","1,285","1,055",.,.,.,"2,034",715,.,"2,662",.,"1,722","1,948"
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+","3,449",.,"3,388","6,293",.,"1,976",.,.,.,.,.,.,.,.,.,"3,203","3,473"
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2","3,466","4,182","3,446","2,636","2,778",.,.,.,.,.,.,.,.,.,.,"2,090","3,066"
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+","2,331","3,050","2,449","4,600","1,888","3,615",.,.,.,.,.,.,.,"1,618",.,"2,273","2,537"
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5","1,703",.,"2,305","4,632","1,915","1,054",.,.,.,.,"1,260",882,.,"1,860",.,"1,661","1,936"
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2","1,387","1,175","1,419","1,546","1,196","1,038",.,.,846,.,"1,208",909,.,"1,870",.,"1,127","1,292"
LB47Z,Major Open Penis Procedures,.,.,"4,856",.,"2,430",.,.,.,.,.,.,.,.,.,.,.,"3,036"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,"10,311",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,932","6,008"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",.,"1,808",.,"1,698",.,.,.,.,.,.,.,.,.,.,.,"2,019","1,943"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",.,.,"2,372",.,"3,045",.,.,.,.,.,.,"3,540",.,.,.,"1,787","2,843"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,"3,306","8,842","3,919",.,.,.,.,.,"9,831",.,.,"6,535",.,"3,604","4,889"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0","3,474","2,819",.,"2,765","3,328",.,.,.,.,.,.,.,.,.,.,"1,679","2,878"
LB57C,Urethral Disorders with Interventions,"2,533",.,"2,094","1,820","2,253","2,561",.,.,.,.,.,.,.,.,.,"1,458","2,157"
LB57D,Urethral Disorders without Interventions,.,"1,645","1,533","1,145",839,"1,186",.,.,.,.,.,.,.,.,.,.,"1,361"
LB58C,Penile Disorders with Interventions,"2,961","2,712","2,898","1,553","2,882",.,.,.,.,.,.,.,.,"5,209",.,"2,225","2,802"
LB58D,Penile Disorders without Interventions,.,"2,712","1,701","1,607","1,993",.,.,.,.,.,.,"2,121",.,.,.,"1,733","1,838"
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",.,.,"16,210",.,"8,380",.,.,.,.,.,.,.,.,.,.,.,"14,644"
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6","11,005",.,"12,589",.,.,.,.,.,.,.,.,.,.,.,.,"9,355","11,783"
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3","8,407",.,"8,092",.,"8,692",.,.,.,.,.,.,.,.,.,.,"6,864","8,059"
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1","5,578",.,"5,944","14,521",.,.,.,.,.,.,.,.,.,.,.,"7,501","7,602"
LB61C,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+",.,.,"14,033",.,.,.,.,.,.,.,.,.,.,.,.,"9,017","12,361"
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9","13,703",.,"4,279","5,914","9,777",.,.,.,.,.,.,.,.,.,.,"10,161","7,588"
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6","3,304",.,"6,888","8,202","11,263",.,.,.,.,.,.,"6,494",.,.,.,"5,526","6,455"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3","7,142",.,"4,438","7,538","7,714",.,.,.,.,.,.,"13,387",.,.,.,"5,639","6,237"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1","6,760",.,"4,056","2,013","6,062",.,.,.,.,.,.,"3,482",.,.,.,"2,576","4,303"
LB63C,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"6,557",.,.,.,.,"6,557"
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"5,147","6,839",.,.,.,"3,219","5,068"
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+","12,700",.,"4,533",.,"11,014",.,.,.,.,.,.,.,.,.,.,.,"9,416"
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4","7,052",.,"4,625",.,"3,487",.,.,.,.,.,.,.,.,.,.,.,"4,839"
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,"4,161","3,032","3,308",.,.,.,.,.,.,.,.,.,.,"2,425","3,782"
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+","7,795",.,"12,320",.,"4,740",.,.,.,.,.,.,.,.,.,.,.,"5,718"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4","3,945",.,"5,144","3,810","3,738",.,.,.,.,.,.,.,.,.,.,.,"4,037"
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","3,085","2,712","3,917","3,083","2,767",.,.,.,.,.,.,.,.,.,.,"2,238","2,946"
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,"5,506","3,286","2,904",.,.,.,.,.,.,.,.,.,.,"2,425","3,405"
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,"6,980",.,.,.,.,.,.,.,.,.,.,.,"6,980"
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,"3,663",.,.,.,"5,252",.,.,.,.,.,.,.,.,.,.,"3,301","4,662"
LB70D,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,.,.,.,"4,921",.,.,.,.,.,.,.,.,.,.,.,"4,921"
MA01Z,"Complex Open, Upper or Lower Genital Tract Procedures",.,.,"8,426",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,426"
MA02A,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+",.,.,"6,429",.,.,"2,109",.,.,.,.,.,.,.,.,.,.,"4,269"
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3","7,940",.,.,.,"6,697",.,.,.,.,.,.,.,.,.,.,.,"7,526"
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1","7,350","5,496","5,704",.,.,"5,886",.,.,.,.,.,.,.,.,.,.,"5,889"
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,341","3,341"
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,.,.,"2,113","1,588",.,.,.,.,.,.,.,.,.,"2,102",.,"3,885","2,360"
MA06A,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+",.,.,"5,751",.,"4,548",.,.,.,.,.,.,.,.,.,.,.,"5,150"
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",.,.,.,"7,169",.,.,.,.,.,.,.,.,.,.,.,.,"7,169"
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,.,"2,631",.,"5,142",.,.,.,.,.,.,.,.,.,.,.,"4,305"
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,"3,381",.,"7,089","10,325","6,936",.,.,.,.,.,.,"3,123",.,.,.,"2,844","5,965"
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,"4,597","3,792","3,834","3,962","4,416","3,294",.,.,.,.,.,"3,654",.,"5,393",.,"3,570","3,997"
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,"4,314",.,.,"3,764",.,.,.,.,"6,191",.,.,.,.,"2,996","4,316"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","3,242","3,458","4,367","2,812","3,971","2,720",.,.,.,.,.,.,.,"3,703",.,"2,470","3,644"
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","3,623",.,"4,157","3,006","3,780",.,.,.,.,.,.,.,.,"5,517",.,"1,846","3,718"
MA11Z,Intermediate Open Upper Genital Tract Procedures,"4,265","3,682","3,977",.,"4,355","4,223",.,.,.,.,"4,215","1,940",.,.,.,"3,203","3,727"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation","1,127","3,403",.,"5,801","1,535","1,154",.,.,.,.,.,"1,214",.,"1,399",.,923,"1,665"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation","2,600","1,922",.,"3,903","3,227","2,053",.,.,.,.,.,.,.,"2,563",.,.,"2,942"
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation","1,716","1,550","3,237",.,"1,977",.,.,.,.,.,.,"1,420",.,"2,131",.,"1,240","1,929"
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation",.,"2,325",.,.,"2,397","2,138",.,.,.,.,.,"1,456",.,.,.,"2,212","2,165"
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation","1,216","3,358",.,"2,523","2,014",.,.,.,.,.,.,518,.,.,.,998,"1,643"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,"3,589",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,360","3,097"
MA20Z,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation",.,"1,550",.,.,"3,756","2,026",.,.,.,.,.,.,.,.,.,"1,560","1,890"
MA26A,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 5+",.,.,"9,431",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,431"
MA26B,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-4",.,.,"6,522",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,522"
MA26C,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,"4,933","6,499",.,"6,620",.,.,.,.,.,.,.,.,.,.,.,"5,816"
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,"8,246",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,246"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,"4,900","2,564",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,316"
MB05C,"Malignant Gynaecological Disorders with Interventions, with CC Score 9+",.,"5,740","17,632",.,"7,108",.,.,.,.,.,.,.,.,.,.,.,"12,028"
MB05D,"Malignant Gynaecological Disorders with Interventions, with CC Score 6-8","2,630","4,269","4,162","7,942","2,124",.,.,.,.,.,"4,123",.,.,.,.,.,"4,060"
MB05E,"Malignant Gynaecological Disorders with Interventions, with CC Score 3-5","3,729",.,"7,630","14,737",.,"1,090",.,.,"3,253",.,.,"4,077",.,.,.,"6,074","6,615"
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2","3,116","4,177","3,947",.,"2,834",.,.,.,.,.,.,.,.,"3,013",.,"3,220","3,507"
MB05G,"Malignant Gynaecological Disorders without Interventions, with CC Score 10+","4,125","6,042",.,.,"5,274",.,.,.,"4,509",.,.,.,.,.,.,"7,812","5,520"
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9","4,730","3,813","2,357","5,443","3,905","1,186",.,.,.,.,"1,195",.,.,.,.,"7,616","3,547"
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6","2,886","7,216","5,855",.,"3,820","2,410",.,.,"3,194",.,"3,743","1,696","14,115","6,243",.,"3,598","4,932"
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3","2,011","3,616","3,960","2,570","7,053","1,440",.,.,"2,255",.,"3,858","1,369",.,"4,306",.,"1,942","3,547"
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1","1,768","2,661","3,959",.,"1,251","1,055",.,.,.,.,"1,428",716,.,"4,163",.,"3,106","3,474"
