HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
KA04A,Adrenal Procedures with CC Score 2+,.,.,"2,745",.,.,.,.,.,.,.,.,"3,655",.,.,.,.,"3,579"
KA04B,Adrenal Procedures with CC Score 0-1,.,.,"3,109",.,.,.,.,.,.,.,.,"3,965",.,.,.,.,"3,931"
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"1,033",.,.,.,.,"1,033"
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,311",.,.,.,.,"1,311"
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,"1,356",.,.,.,.,.,.,.,.,"1,588",.,.,.,.,"1,372"
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,"2,877",.,.,.,.,.,.,.,.,"1,926",.,.,.,.,"2,369"
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,"1,668","1,675",.,.,.,.,.,.,.,.,"1,620",.,.,.,.,"1,652"
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"5,572",.,.,.,.,"5,572"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,"1,626",288,.,.,.,528,.,.,.,.,"1,929",.,.,.,.,"1,448"
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,.,407,904,.,"1,134",.,.,.,.,.,.,"1,196",.,502,.,.,951
KA08A,Other Endocrine Disorders with CC Score 4+,"2,191",.,.,.,.,.,.,.,.,.,.,"3,107",.,.,.,.,"2,802"
KA08B,Other Endocrine Disorders with CC Score 2-3,438,.,.,.,.,.,.,.,.,.,.,"1,392",.,"1,506",.,.,"1,347"
KA08C,Other Endocrine Disorders with CC Score 0-1,.,.,"1,450","2,268",.,.,.,.,.,.,.,"1,252",.,"1,506",.,"1,205","1,320"
KA09C,Thyroid Procedures with CC Score 4+,.,.,.,.,"2,788",.,.,.,.,.,.,.,.,.,.,.,"2,788"
KA09D,Thyroid Procedures with CC Score 2-3,"6,545",.,"2,441",.,"5,947",.,.,.,.,.,.,"4,356",.,"5,185",.,"3,059","4,660"
KA09E,Thyroid Procedures with CC Score 0-1,"6,294","1,913","3,044",.,"3,813",.,.,.,.,.,.,"3,520",.,"5,185",.,"2,750","3,947"
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,"2,236",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,236"
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,426,799,.,.,.,.,.,"1,533",.,"2,284",.,.,.,"1,834","1,201"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,"1,101",.,"2,268",.,.,.,.,.,.,"1,445",.,.,.,"1,115","1,313"
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1","1,096",.,797,.,.,.,.,.,.,646,.,"1,141",.,.,.,367,900
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,934","2,934"
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,"3,253",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,253"
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
KB04Z,Continuous Subcutaneous Insulin Infusion,.,.,.,.,.,.,.,.,.,.,.,"3,720",.,.,.,.,"3,720"
KC04A,Inborn Errors of Metabolism with CC Score 3+,.,357,"2,147",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,985"
KC04B,Inborn Errors of Metabolism with CC Score 0-2,.,.,"4,256",.,.,.,.,.,.,.,.,984,.,.,.,.,"1,711"
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,"8,618",.,.,.,"6,327",.,.,.,.,.,.,.,.,.,.,"7,854"
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,"1,095",.,"7,447",.,.,.,.,"4,658",.,.,.,.,.,.,"4,400"
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,"6,005",.,.,.,.,.,.,.,.,.,"4,584","5,152"
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,"3,167",.,.,409,.,.,"2,561",375,.,.,.,.,.,734,"2,386"
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",657,"1,121","2,156",.,438,"1,638",.,.,.,.,.,"1,795",.,.,.,"2,275","1,730"
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","1,534","2,151","1,436",454,610,"2,456",.,.,"1,315",887,.,"2,299",.,.,.,895,"1,303"
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",438,805,851,.,602,506,.,.,"1,260",.,.,579,.,502,.,995,691
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,"30,434",.,.,.,.,.,.,.,.,.,.,.,.,.,"30,434"
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,"21,403",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,403"
LA03A,"Kidney Transplant, 19 years and over, from Live Donor",.,.,"21,258",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,258"
LA03B,"Kidney Transplant, 18 years and under, from Live Donor",.,.,"20,731",.,.,.,.,.,.,.,.,972,.,.,.,.,"10,852"
LA04K,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,"28,283",.,"14,915",.,.,.,.,.,.,.,.,.,.,.,"21,599"
LA04L,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5","3,068",.,"5,259","2,838","2,562",.,.,.,.,.,.,.,.,.,.,.,"3,131"
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2","1,696",.,"3,714",.,"1,968",.,.,.,.,.,.,.,.,.,.,.,"2,961"
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12","2,259",.,.,.,"1,313",.,.,.,"2,927",.,.,.,.,.,.,.,"1,953"
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","3,068","1,135","2,181","8,618",730,.,.,"4,141",371,.,.,"5,191",.,502,.,.,"2,087"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",719,"1,214","1,273","2,117","2,343","3,314",.,.,.,.,.,.,.,.,.,814,"1,389"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",438,"1,154","1,658","5,153","2,111",.,.,.,.,.,.,.,.,753,.,"1,484","1,688"
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,854,.,.,"1,945",.,.,.,.,.,.,.,"2,070",.,.,"1,310"
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,"2,498",.,.,"2,456",.,.,.,.,.,.,.,.,.,.,"2,484"
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",.,"9,555",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,555"
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11",521,"7,071",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,803","4,797"
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",521,"1,971","3,110",.,.,409,.,"1,647",.,.,.,.,.,.,.,"2,349","1,486"
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",847,"2,799","1,318",.,"2,788","2,456",.,.,.,.,.,.,.,"2,009",.,"1,113","1,599"
LA08G,"Chronic Kidney Disease with Interventions, with CC Score 6+",.,"3,536","6,454",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,725"
LA08H,"Chronic Kidney Disease with Interventions, with CC Score 3-5","2,651","7,292","2,706",.,.,"5,322",.,.,.,.,.,.,.,.,.,.,"3,488"
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2","2,704","2,652","3,212",.,"1,421","2,297",.,.,.,.,.,.,.,.,.,.,"2,919"
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,"1,426",970,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,094"
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,"2,513","2,842",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,560"
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",521,"1,115","1,453",.,.,682,.,.,.,.,.,.,.,.,.,"2,300","1,267"
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",868,934,"1,353",.,.,"1,228",.,.,.,.,.,.,.,.,.,"1,150","1,118"
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,"1,021",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,021"
LA09J,"General Renal Disorders with Interventions, with CC Score 6+",.,.,"2,755",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,755"
LA09K,"General Renal Disorders with Interventions, with CC Score 3-5","2,410",.,"2,547",.,"3,121",.,.,.,.,.,.,.,.,.,.,"2,049","2,571"
LA09L,"General Renal Disorders with Interventions, with CC Score 0-2","1,931","3,710","2,403","2,894","2,341",.,.,.,.,.,.,.,.,"3,002",.,"1,603","2,129"
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8","7,294",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,294"
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5","1,505","3,390",855,.,.,.,.,.,.,.,.,"2,877",.,.,.,"1,278","1,594"
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2","1,115","2,147","1,141","3,031","1,950","1,269",.,.,.,.,.,.,.,"1,004",.,367,"1,389"
LB05D,"Intermediate Percutaneous, Kidney or Ureter Procedures, 18 years and under",.,.,"3,252",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,252"
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+","2,150",.,"3,312",.,"5,021",.,.,.,.,.,.,.,.,.,.,"3,974","3,463"
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5","1,924",.,"3,247",.,"6,878",.,.,.,.,.,.,529,.,.,.,"2,581","2,846"
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","1,409","1,200","3,562","2,453","4,618",.,.,.,.,.,.,.,.,.,.,"1,286","2,945"
LB06J,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8","6,596",.,"5,655",.,.,.,.,.,.,.,.,.,.,.,.,"4,095","5,259"
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5","4,099",.,"2,254","2,092",.,.,.,.,.,.,.,.,.,.,.,.,"2,535"
LB06L,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3","2,359",.,"2,393","1,833","1,602",.,.,.,.,.,.,.,.,.,.,"1,697","2,083"
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1","2,081",.,"2,268","2,730","2,933",.,.,.,.,.,.,.,.,.,.,"1,785","2,232"
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,"24,969",.,.,.,.,.,.,.,.,.,.,.,.,.,"24,969"
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,"2,842","12,485","5,455",.,.,.,.,.,.,.,.,.,.,.,"6,928"
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,"3,830",.,"3,916",.,.,.,.,"2,111",.,.,.,.,.,"3,527","3,658"
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,"2,237","6,571","3,168",.,.,.,376,.,.,"2,996",.,502,.,"3,722","2,653"
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",986,.,"1,426","2,629","1,539",.,.,.,.,.,.,.,.,.,.,.,"1,455"
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,"1,962","2,054","1,503",.,.,.,.,.,.,"1,993",.,.,.,.,"1,923"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,322",.,"2,129","1,400","1,701",.,.,.,.,.,.,.,.,.,.,"1,243","1,802"
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,674",.,.,.,.,"2,674"
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+","4,312",.,"7,277",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,536"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1","4,230",.,"8,358",.,"7,743",.,.,.,.,.,.,.,.,.,.,.,"7,440"
LB12Z,Intermediate Open Bladder Procedures,.,.,"3,285",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,285"
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,"3,979",.,"1,208","2,326",.,.,.,.,.,.,.,.,.,.,.,"2,067","2,009"
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,"5,444",.,"1,858",.,"2,494","1,705",.,.,.,.,.,.,.,.,.,"3,272","3,052"
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,"3,207",.,"1,533","1,536","2,910","1,214",.,.,.,.,.,.,.,.,.,"1,941","2,013"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,"2,611",.,"1,410","1,546","2,151","1,493",.,.,.,.,.,.,.,.,.,"1,801","1,817"
LB14Z,Intermediate Endoscopic Bladder Procedures,"1,129","1,712","1,686","1,349","1,294","1,181",.,.,.,.,.,"7,133",.,.,.,"1,309","1,406"
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,219",.,.,.,.,"1,219"
LB15E,"Minor Bladder Procedures, 19 years and over",820,452,783,872,960,968,.,.,.,.,.,.,.,"1,239",.,991,822
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6","2,698","2,574","2,205","4,859",.,.,.,.,.,.,.,.,.,.,.,"1,391","2,623"
LB16F,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2","1,947","3,395","3,056","5,914","1,241","1,654",.,.,.,.,.,.,.,"3,828",.,"1,995","2,629"
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",988,.,685,.,.,"1,186",.,.,.,.,.,.,.,.,.,.,930
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",565,.,747,.,730,.,.,.,.,.,.,.,.,.,.,.,712
LB17Z,Introduction of Therapeutic Substance into Bladder,"1,034",.,786,.,"1,477","1,552",.,.,.,.,.,.,.,.,.,.,"1,431"
LB18Z,Attention to Suprapubic Bladder Catheter,791,.,708,.,"1,002","2,011",.,.,.,.,.,.,.,.,.,"1,271",876
LB19C,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+","1,640",.,"3,284",.,839,.,.,.,.,.,.,.,.,.,.,.,"3,011"
LB19D,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3","1,565","2,036","2,759","2,746","2,357","1,622",.,.,.,.,.,.,.,.,.,"1,814","2,411"
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,383,.,.,.,.,.,.,.,.,.,.,.,.,.,383
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",565,.,"1,723",.,.,.,.,.,.,.,.,.,.,647,.,.,"1,346"
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",565,.,867,.,"2,328",.,.,.,.,.,.,.,.,.,.,"1,155","1,203"
LB20C,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",.,.,"4,458",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,458"
LB20D,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3","2,243",.,"4,207",.,"2,184",.,.,.,.,.,.,.,.,.,.,"2,208","2,786"
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,"2,990",.,420,.,.,.,.,.,.,.,.,.,.,.,"2,133"
LB21A,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",.,.,"5,683","12,146",.,.,.,.,.,.,.,.,.,.,.,.,"6,976"
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,"5,834","6,114",.,.,.,.,.,.,.,.,.,.,.,.,"5,889"
LB25D,Transurethral Prostate Resection Procedures with CC Score 6+,"7,233",.,"5,030","2,243",.,.,.,.,.,.,.,.,.,.,.,"4,042","3,907"
LB25E,Transurethral Prostate Resection Procedures with CC Score 3-5,"3,505",.,"3,431","2,428","2,790",.,.,.,.,.,.,.,.,.,.,"2,470","2,966"
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,"2,653",.,"3,332","2,484","2,754",.,.,.,.,.,.,.,.,.,.,"2,379","2,690"
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+","1,895",.,"2,135","1,188","1,463",.,.,.,.,.,.,.,.,.,.,"1,995","1,904"
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1","1,121","1,688","2,023","1,294","1,686",.,.,.,.,.,.,.,.,.,.,839,"1,856"
LB27Z,"Minor Endoscopic, Prostate or Bladder Neck Procedures (Male)",875,.,"1,580","1,662","1,122",.,.,.,.,.,.,.,.,.,.,.,"1,473"
LB28C,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",.,.,"2,391","2,901",.,.,.,.,.,.,.,.,.,.,.,.,"2,646"
LB28D,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3","3,644",.,"1,996","2,932","1,872",.,.,.,.,.,.,.,.,.,.,"1,149","2,266"
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",.,.,"1,090",.,"1,259",.,.,.,.,.,.,.,.,.,.,"1,794","1,484"
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",565,.,746,657,839,.,.,.,.,.,.,.,.,.,.,.,695
LB29A,"Major Open Urethra Procedures, 19 years and over","2,714",.,"6,736","4,285","1,152",.,.,.,.,.,.,.,.,"3,640",.,"2,072","4,185"
LB29C,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"4,324",.,.,.,"1,169","3,873"
LB29D,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"5,066",.,.,.,"1,976","4,036"
LB33Z,Vasectomy Procedures,"1,193","1,298","3,519",657,"1,584","1,181",.,.,.,.,.,.,.,.,.,"1,976","2,513"
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+","1,980",.,"3,110","3,455",.,.,.,.,.,.,.,.,.,"3,231",.,"1,911","2,470"
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1","2,247","2,300","3,551",.,"2,565","2,013",.,.,.,.,.,.,.,.,.,"1,573","2,438"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",457,.,"1,732",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,671"
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",457,.,"2,339",657,.,.,.,.,.,.,.,.,.,.,.,.,"2,218"
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",529,.,"1,908",.,.,.,.,.,.,.,.,.,.,.,.,770,"1,786"
LB36Z,Extracorporeal Lithotripsy,.,.,901,.,"2,627",.,.,.,.,.,.,.,.,.,.,.,"1,764"
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,"2,204",.,"3,228",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,887"
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,"1,102",.,"1,328",.,"1,674",.,.,.,.,.,.,.,.,.,.,"2,107","1,471"
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,"2,220",442,"1,992",.,"1,278",.,.,.,.,.,.,500,.,.,.,"1,604","1,504"
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6","4,619",.,"2,359","2,199","2,003",.,.,.,.,.,.,.,.,.,.,"3,974","3,084"
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2","1,602",.,"2,589","3,871","2,650",.,.,.,.,.,.,.,.,.,.,"1,259","2,186"
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",.,.,"2,462",.,"2,098",.,.,.,.,.,.,.,.,.,.,.,"2,389"
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3","1,075",.,"1,892",.,912,395,.,.,.,.,.,.,.,647,.,578,"1,385"
LB39C,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 3+",.,.,"14,566",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,566"
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2",.,.,"11,065",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,065"
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+",.,.,"3,660","3,760","4,691",.,.,.,.,.,.,.,.,.,.,"5,612","4,101"
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2","2,394",.,"3,305","1,912","3,160",.,.,.,.,.,.,.,.,.,.,"1,652","2,710"
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,647,.,.,647
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",.,.,"1,723",.,"1,221",.,.,.,.,.,.,.,.,.,.,.,"1,556"
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",522,457,"1,069","1,314",734,593,.,.,.,.,.,.,.,.,.,"1,155",932
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",905,.,"3,950",.,"1,054",.,.,.,.,.,.,.,.,.,.,.,"2,183"
LB43Z,Treatment of Erectile Dysfunction,.,.,.,.,"3,009",.,.,.,.,.,.,.,.,.,.,.,"3,009"
LB46Z,Live Donation of Kidney,.,.,"9,592",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,592"
LB47Z,Major Open Penis Procedures,.,.,"3,699",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,699"
LB48Z,Intermediate Open Penis Procedures,"2,150",.,"3,941","1,542","3,098",.,.,.,.,.,.,.,.,.,.,.,"2,772"
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+","2,141","2,257","2,092","3,303","2,000","2,608",.,.,.,.,.,.,.,.,.,"1,602","2,298"
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1","2,105","2,136","2,016","2,883","1,855","2,189",.,.,.,.,.,.,.,"3,188",.,"1,461","2,107"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+","2,150",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,293","3,721"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1","2,177",.,"2,430","2,064","2,296","1,443",.,.,.,.,.,"4,247",.,.,.,"1,530","2,328"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under","1,585",.,"3,704",.,"1,845",.,.,.,.,.,.,"3,102",.,.,.,"1,332","2,539"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+","1,585",.,"2,656","1,804",.,.,.,.,.,.,.,.,.,"2,924",.,"3,096","2,424"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0","2,241",.,"2,387","1,168","1,799","1,971",.,.,.,"3,582",.,.,.,"3,587",.,"1,294","2,104"
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over","1,298","1,572","1,938","1,548","1,701","2,062",.,.,.,"1,854",.,.,.,"2,260",.,"1,261","1,606"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years",.,.,"2,224",.,"2,612","1,934",.,.,.,.,.,"2,753",.,"2,924",.,"1,212","2,261"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"2,836",.,.,.,.,"2,836"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over",876,"1,354","1,848","1,274","1,696","1,356",.,.,.,.,.,.,.,"1,406",.,764,"1,512"
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",.,.,.,.,"1,052",.,.,.,.,.,.,"2,028",.,.,.,.,"1,784"
LB56A,"Minor Penis Procedures, 19 years and over","1,068","1,832","1,794","1,283","1,556","1,784",.,.,.,"1,814",.,.,.,"2,355",.,"1,113","1,495"
LB56C,"Minor Penis Procedures, between 2 and 18 years","1,194","1,548",.,"1,650","1,434",.,.,.,.,.,.,"1,680",.,.,.,.,"1,472"
LB57C,Urethral Disorders with Interventions,"1,803",.,"3,193","3,552","1,996","1,991",.,.,.,.,.,.,.,.,.,"1,307","1,951"
LB57D,Urethral Disorders without Interventions,"1,130",.,794,.,"1,469",.,.,.,.,.,.,.,.,.,.,.,924
LB58C,Penile Disorders with Interventions,"1,768",.,"2,723","2,123","3,088","1,762",.,.,.,.,.,.,.,.,.,"1,452","2,137"
LB58D,Penile Disorders without Interventions,679,.,808,657,420,.,.,.,.,.,.,.,.,.,.,.,691
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)","3,279",.,"6,259",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,769"
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",.,.,"16,726",.,"10,288",.,.,.,.,.,.,.,.,.,.,.,"12,434"
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6",.,"6,779","7,669",.,.,.,.,.,.,.,.,"13,380",.,.,.,"13,817","9,707"
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3","5,256",.,"6,569",.,"9,132",.,.,.,.,.,.,"5,475",.,.,.,.,"6,917"
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1","5,484","16,272","6,061","3,088","5,999",.,.,.,.,.,.,"6,364",.,.,.,"5,501","6,016"
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9",.,.,"12,736","22,934","9,188",.,.,.,.,.,.,.,.,.,.,.,"16,948"
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6","2,338",.,"4,530","9,134","9,366",.,.,.,.,.,.,.,.,.,.,"2,797","5,054"
