HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost,
HD39F,361,Pathological Fractures with CC Score 6-7,.,"1,857",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,857",
HD39G,410,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,"8,063",.,.,.,.,.,.,.,.,.,"8,063",
HD39G,430,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,"1,997",.,.,.,.,.,.,.,.,"1,997",
HD39H,110,Pathological Fractures with CC Score 0-2,"3,274",.,.,.,.,.,.,.,.,.,.,.,395,.,.,.,.,"2,314",
HD40E,110,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,"2,206",.,.,.,.,.,.,.,.,.,.,.,.,"2,206",
HD40E,160,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,097","4,097",
HD40E,361,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,"2,194",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,194",
HD40F,100,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,"9,804",.,.,.,"1,360","5,582",
HD40F,110,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,"2,768",.,.,.,.,"2,768",
HD40F,160,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,095","3,095",
HD40F,300,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,291,
HD40F,340,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,353,.,.,.,.,.,.,.,.,.,.,.,353,
HD40F,800,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,"2,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,120",
HD40G,100,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","2,231",.,.,.,"4,390",.,.,.,.,.,"1,563",.,.,.,.,.,"2,399","2,646",
HD40G,110,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","4,447",.,.,.,.,.,.,"12,741",.,.,.,.,.,.,.,.,.,"8,594",
HD40G,160,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,816","2,816",
HD40G,300,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,"4,999","1,917",
HD40G,370,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,"3,842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,842",
HD40G,502,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,"1,930",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,378","2,042",
HD40G,800,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,"1,915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,915",
HD40H,100,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,574","1,574",
HD40H,160,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,875","2,875",
HD40H,303,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,"2,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,795",
HD40H,370,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,"5,145",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,145",
HD40H,502,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,"3,509","3,889",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,762",
HD40H,800,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,"1,200",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,200",
HE11E,110,"Hip Fracture without Interventions, with CC Score 12+",.,.,.,.,.,.,.,"7,053",.,.,.,.,.,.,.,.,.,"7,053",
HE11G,110,"Hip Fracture without Interventions, with CC Score 4-7","2,363",.,.,.,.,.,.,.,.,.,.,.,"1,303",.,.,.,.,"2,010",
HE11G,361,"Hip Fracture without Interventions, with CC Score 4-7",.,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,338,
HE11H,100,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,873",.,.,"7,873",
HE11H,110,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,644,.,.,.,.,.,.,.,.,"1,655","1,318",
HE11H,361,"Hip Fracture without Interventions, with CC Score 0-3",.,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,338,
HE12A,110,"Other Injury of Hip with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,692",.,.,.,.,"3,692",
HE12B,110,"Other Injury of Hip with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,"3,520",.,.,.,.,"2,196",.,.,.,"3,012","2,553",
HE12B,160,"Other Injury of Hip with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,280","6,280",
HE12C,110,"Other Injury of Hip without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"5,930",.,.,.,.,"5,930",
HE12E,110,"Other Injury of Hip without Interventions, with CC Score 0-2",525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,414,481,
HE21D,110,"Knee Fracture with Single Intervention, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"5,514",.,.,.,.,"5,514",
HE21E,300,"Knee Fracture without Interventions, with CC Score 5+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401,
HE21F,110,"Knee Fracture without Interventions, with CC Score 2-4","2,101",.,.,.,.,.,.,"5,174",.,.,.,.,.,.,.,.,.,"4,149",
HE21G,110,"Knee Fracture without Interventions, with CC Score 0-1","1,313",.,.,.,"1,544",.,.,"2,370",.,.,.,.,401,.,.,.,552,866,
HE21G,410,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,"2,423",.,.,.,.,.,.,.,.,.,"2,423",
HE22C,110,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"2,550",.,.,.,.,"2,550",
HE22C,160,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"4,011",.,.,.,.,"4,011",
HE22F,100,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"5,970",.,.,.,.,"5,970",
HE22F,110,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,175",.,.,.,"1,713","2,444",
HE22J,301,"Other Injury of Knee without Interventions, with CC Score 3-5",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373,
HE22K,110,"Other Injury of Knee without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,414,414,
HE31C,110,"Foot Fracture with Single Intervention, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,883","1,883",
HE31F,110,"Foot Fracture without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,069","2,069",
HE31G,110,"Foot Fracture without Interventions, with CC Score 0-1",525,.,.,.,882,.,.,"1,125",.,.,.,.,"2,242",.,.,.,741,834,
HE32E,110,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,414,414,
HE41A,100,Hand Fracture with Interventions,.,.,.,.,.,"2,839",.,.,.,.,.,.,.,.,.,.,.,"2,839",
HE41C,110,"Hand Fracture without Interventions, with CC Score 1-2",.,.,.,.,882,.,.,.,.,.,.,.,.,.,.,.,414,726,
HE41D,110,"Hand Fracture without Interventions, with CC Score 0",525,.,.,.,.,.,.,.,.,.,.,.,395,.,.,.,414,460,
HE42A,160,"Other Injury of Hand with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,915","1,915",
HE42B,110,"Other Injury of Hand with Interventions, with CC Score 0-1","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389",
HE42E,100,"Other Injury of Hand without Interventions, with CC Score 0-1",.,.,.,549,.,.,.,.,.,.,.,.,.,.,.,.,.,549,
HE42E,110,"Other Injury of Hand without Interventions, with CC Score 0-1",.,.,.,.,441,.,.,.,.,.,.,.,.,.,.,.,414,428,
HE51B,110,"Arm Fracture with Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,003","5,003",
HE51C,110,"Arm Fracture with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"6,267",.,.,.,.,"5,196",.,.,.,"2,229","4,223",
HE51E,300,"Arm Fracture without Interventions, with CC Score 6-8",.,.,.,.,.,"1,743",.,.,.,.,.,.,.,.,.,.,.,"1,743",
HE51G,110,"Arm Fracture without Interventions, with CC Score 2-3",525,.,.,.,441,.,.,.,.,.,.,.,531,.,.,.,552,526,
HE51G,430,"Arm Fracture without Interventions, with CC Score 2-3",.,.,"2,535",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,535",
HE51H,110,"Arm Fracture without Interventions, with CC Score 0-1",525,.,.,.,686,.,.,.,.,.,.,.,"1,346",.,.,.,532,640,
HE52D,110,"Other Injury of Arm without Interventions, with CC Score 4-6",.,.,.,.,"1,324",.,.,.,.,.,.,.,.,.,.,.,.,"1,324",
HE52F,110,"Other Injury of Arm without Interventions, with CC Score 0-1",525,.,.,.,441,.,.,.,.,.,.,.,.,.,.,.,414,449,
HE71B,361,"Rib or Chest Fracture, without Interventions, with CC Score 6+",.,.,967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,967,
HE71C,361,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",.,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,338,
HE71D,172,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"8,140",.,.,.,.,"8,140",
HE72C,100,"Other Injury, of Rib or Chest, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,443,443,
HE72E,100,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
HE81A,110,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 6+",.,.,.,.,.,.,.,"2,191",.,.,.,.,.,.,.,.,.,"2,191",
HE81B,110,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 3-5",.,.,.,.,"12,736",.,.,"27,149",.,.,.,.,.,.,.,.,.,"19,943",
HE81C,110,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 0-2","11,555",.,.,.,"6,177",.,.,"5,987",.,.,.,.,"2,764",.,.,.,.,"6,269",
HE81C,140,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,439","2,439",
HE82A,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 7+",.,.,.,.,.,.,.,"9,477",.,.,.,.,.,.,.,.,.,"9,477",
HE82A,170,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,"4,399",.,.,.,.,"4,399",
HE82B,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",.,.,.,.,.,.,.,"2,372",.,.,.,.,.,.,.,.,"2,069","2,271",
HE82B,170,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,"2,219",.,.,.,.,"2,219",
HE82C,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 2-3","1,543",.,.,.,.,.,.,"2,600",.,.,.,.,.,.,.,.,"3,932","2,480",
HE82D,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1","2,145",.,.,.,"1,771",.,.,"2,699",.,.,.,.,"1,323",.,.,.,662,"2,178",
HE83B,100,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4",.,.,"1,773",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,773",
HE83B,110,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4","4,015",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,015",
HE83B,300,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,514,
HN12A,110,Very Major Hip Procedures for Non-Trauma with CC Score 10+,.,.,.,.,.,.,.,"9,764",.,.,.,.,.,.,.,.,.,"9,764",
HN12B,110,Very Major Hip Procedures for Non-Trauma with CC Score 8-9,.,.,.,.,"6,864",.,.,"12,330",.,.,.,.,"25,291",.,.,.,.,"13,079",
HN12C,110,Very Major Hip Procedures for Non-Trauma with CC Score 6-7,"9,241",.,.,.,"8,784",.,.,"7,231",.,.,.,.,"3,970",.,.,.,"2,184","7,460",
HN12D,110,Very Major Hip Procedures for Non-Trauma with CC Score 4-5,"9,964",.,.,.,"8,097",.,.,"7,253",.,.,.,.,"5,612",.,.,.,"3,633","7,515",
HN12E,110,Very Major Hip Procedures for Non-Trauma with CC Score 2-3,"8,631",.,.,.,"7,250",.,.,"6,553",.,.,.,.,"7,258",.,.,.,"3,633","6,902",
HN12F,100,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"5,597",.,.,.,.,"5,597",
HN12F,101,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,.,.,"3,596",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,596",
HN12F,110,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,"7,749",.,.,.,"6,381",.,.,"5,777",.,.,.,.,"5,937",.,.,.,"5,015","6,073",
HN13B,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 6-9",.,.,.,.,.,.,.,"12,975",.,.,.,.,.,.,.,.,.,"12,975",
HN13C,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","5,497",.,.,.,.,.,.,"9,127",.,.,.,.,.,.,.,.,.,"8,401",
HN13D,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","15,534",.,.,.,.,.,.,"8,527",.,.,.,.,.,.,.,.,.,"10,863",
HN13E,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1","3,641",.,.,.,"3,501",.,.,"5,800",.,.,.,.,"3,998",.,.,.,.,"5,105",
HN13F,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","4,331",.,.,.,"4,046",.,.,"4,859",.,.,.,.,.,.,.,.,.,"4,484",
HN13G,110,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 1+",.,.,.,.,.,.,.,"8,934",.,.,.,.,"6,694",.,.,.,.,"7,814",
HN13H,110,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,"4,306",.,.,.,.,"6,443",.,.,.,.,"5,161",
HN14B,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","1,821",.,.,.,.,.,.,"13,039",.,.,.,.,"10,180",.,.,.,.,"9,520",
HN14C,100,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"7,646",.,.,.,.,"7,646",
HN14C,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","2,346",.,.,.,"3,373",.,.,"9,854",.,.,.,.,"4,598",.,.,.,"4,876","4,717",
HN14C,160,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,220","8,220",
HN14D,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,"2,302",.,.,"2,560",.,.,.,.,"1,836",.,.,.,.,"2,275",
HN14D,160,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,297","5,297",
HN14E,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","2,451",.,.,.,"2,892",.,.,"3,135",.,.,.,.,"5,144",.,.,.,"1,836","3,085",
HN14E,160,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,707","2,707",
HN14F,110,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,"1,763",.,.,.,.,"2,364",.,.,.,"1,528","1,976",
HN14G,110,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,"3,508",.,.,.,.,"4,291",.,.,.,.,"3,740",
HN14G,410,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,"3,456",.,.,.,.,.,.,.,.,.,"3,456",
HN14H,110,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,"2,082",.,.,.,.,"3,146",.,.,.,.,"2,747",
HN15A,100,"Minor Hip Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,188",.,.,.,.,"2,188",
HN15A,110,"Minor Hip Procedures for Non-Trauma, 19 years and over","1,993",.,.,.,"1,504",.,.,"1,927",.,.,.,.,.,.,.,.,.,"1,893",
HN15B,110,"Minor Hip Procedures for Non-Trauma, 18 years and under","1,821",.,.,.,.,.,.,"2,010",.,.,.,.,"4,318",.,.,.,.,"2,748",
HN15B,421,"Minor Hip Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"9,856",.,.,.,.,"9,856",
HN16A,110,"Minimal Hip Procedures, 19 years and over",.,.,.,.,889,.,.,"1,313",.,.,.,.,.,.,.,.,.,"1,207",
HN16A,410,"Minimal Hip Procedures, 19 years and over",.,.,.,.,.,.,.,648,.,.,.,.,.,.,.,.,.,648,
HN16B,110,"Minimal Hip Procedures, between 6 and 18 years",.,.,.,.,.,.,.,592,.,.,.,.,"2,583",.,.,.,.,"1,090",
HN16C,110,"Minimal Hip Procedures, 5 years and under",.,.,.,.,.,.,.,"1,372",.,.,.,.,"2,316",.,.,.,.,"1,498",
HN22A,110,Very Major Knee Procedures for Non-Trauma with CC Score 8+,"13,643",.,.,.,"7,403",.,.,"8,392",.,.,.,.,.,.,.,.,.,"8,744",
HN22B,110,Very Major Knee Procedures for Non-Trauma with CC Score 6-7,"11,280",.,.,.,.,.,.,"7,347",.,.,.,.,.,.,.,.,.,"7,454",
HN22C,110,Very Major Knee Procedures for Non-Trauma with CC Score 4-5,"9,669",.,.,.,"8,894",.,.,"6,848",.,.,.,.,"6,348",.,.,.,"2,106","7,139",
HN22D,110,Very Major Knee Procedures for Non-Trauma with CC Score 2-3,"9,218",.,.,.,"7,893",.,.,"6,223",.,.,.,.,"5,293",.,.,.,.,"6,755",
HN22E,110,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,"8,659",.,.,.,"7,189",.,.,"5,765",.,.,.,.,"8,830",.,.,.,.,"6,259",
HN23A,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","6,147",.,.,.,.,.,.,"15,648",.,.,.,.,.,.,.,.,.,"10,898",
HN23B,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","4,166",.,.,.,.,.,.,"8,781",.,.,.,.,.,.,.,.,.,"8,320",
HN23C,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,743",.,.,.,"2,907",.,.,"3,258",.,.,.,.,"4,285",.,.,.,"1,692","3,124",
HN23D,110,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 1+",.,.,.,.,.,.,.,"3,335",.,.,.,.,"6,774",.,.,.,.,"3,980",
HN23E,110,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 0","3,379",.,.,.,"3,699",.,.,"3,741",.,.,.,.,"4,619",.,.,.,.,"3,786",
HN24A,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","2,490",.,.,.,.,.,.,"3,055",.,.,.,.,.,.,.,.,"3,221","2,916",
HN24B,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","2,885",.,.,.,"2,424",.,.,"3,266",.,.,.,.,"7,929",.,.,.,.,"3,343",
HN24B,160,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,400","2,400",
HN24C,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,134",.,.,.,"1,747",.,.,"1,948",.,.,.,.,"3,048",.,.,.,"1,152","1,969",
HN24D,110,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,"2,558",.,.,.,.,"1,501",.,.,.,.,"2,382",
HN24E,110,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0","2,180",.,.,.,"1,549",.,.,"2,632",.,.,.,.,"2,287",.,.,.,.,"2,520",
HN24F,110,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,"1,805",.,.,.,.,.,.,.,.,.,"1,805",
HN25A,100,"Minor Knee Procedures for Non-Trauma, 19 years and over",.,.,.,912,.,.,.,.,.,.,.,.,.,.,.,.,.,912,
HN25A,110,"Minor Knee Procedures for Non-Trauma, 19 years and over","1,707",.,.,.,"1,330",.,.,"2,130",.,.,.,.,"1,280",.,.,.,"1,004","1,733",
HN25A,150,"Minor Knee Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,895",.,.,.,.,"2,895",
HN25B,110,"Minor Knee Procedures for Non-Trauma, 18 years and under","1,821",.,.,.,.,.,.,"1,425",.,.,.,.,"2,754",.,.,.,.,"1,731",
HN26A,110,"Minimal Knee Procedures, 19 years and over",957,.,.,.,.,.,.,"1,366",.,.,.,.,.,.,.,.,.,"1,191",
HN26B,110,"Minimal Knee Procedures, between 6 and 18 years","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389",
HN32A,110,Very Major Foot Procedures for Non-Trauma with CC Score 4+,.,.,.,.,.,.,.,"8,517",.,.,.,.,.,.,.,.,.,"8,517",
HN32B,110,Very Major Foot Procedures for Non-Trauma with CC Score 2-3,"3,904",.,.,.,.,.,.,"5,703",.,.,.,.,"9,579",.,.,.,.,"5,715",
HN32C,110,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,"4,176",.,.,.,.,.,.,"5,086",.,.,.,.,"6,256",.,.,.,"1,692","4,929",
HN33A,110,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+","6,431",.,.,.,.,.,.,"10,302",.,.,.,.,"6,831",.,.,.,"2,270","8,375",
HN33B,100,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,"1,540",.,.,.,.,.,.,.,"2,527",.,.,.,.,"2,033",
HN33B,110,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","4,511",.,.,.,.,.,.,"4,872",.,.,.,.,"6,752",.,.,.,"3,319","4,818",
HN33C,110,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","4,094",.,.,.,"3,796",.,.,"3,489",.,.,.,.,"2,128",.,.,.,"2,791","3,659",
HN33D,110,"Major Foot Procedures for Non-Trauma, 18 years and under","4,429",.,.,.,.,.,.,"3,940",.,.,.,.,"1,994",.,.,.,.,"3,871",
HN34A,100,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"4,683",.,.,.,.,"4,683",
HN34A,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,"5,150",.,.,.,.,"5,007",.,.,.,"10,537","5,859",
HN34A,430,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+","6,785",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,785",
HN34B,100,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,"1,870",.,.,.,.,.,.,.,"2,210",.,.,.,.,"2,097",
HN34B,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,907",.,.,.,.,.,.,"5,133",.,.,.,.,.,.,.,.,"1,152","3,586",
HN34C,100,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,"2,627",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,627",
HN34C,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,523",.,.,.,"1,754",.,.,"2,430",.,.,.,.,"2,760",.,.,.,"1,484","2,344",
HN34C,160,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,836","1,836",
HN34D,110,"Intermediate Foot Procedures for Non-Trauma, 18 years and under","2,252",.,.,.,"1,571",.,.,"2,461",.,.,.,.,"3,211",.,.,.,"1,289","2,416",
HN34D,160,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,654",.,.,.,"1,824","2,767",
HN35A,100,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,.,.,"1,081",.,.,.,.,.,.,.,.,.,"2,031",.,.,"1,556",
HN35A,110,"Minor Foot Procedures for Non-Trauma, 19 years and over","1,821",.,.,.,.,.,.,"1,773",.,.,.,.,"2,356",.,.,.,"1,274","1,753",
HN35A,160,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430",
HN35A,300,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,929,.,.,.,.,.,.,.,.,.,.,.,.,.,.,929,
HN35B,110,"Minor Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,"1,829",.,.,.,.,"1,777",.,.,.,.,"1,825",
HN36Z,110,Minimal Foot Procedures,957,.,.,.,.,.,.,"1,108",.,.,.,.,553,.,.,.,.,898,
HN42A,110,Very Major Hand Procedures for Non-Trauma with CC Score 2+,.,.,.,.,"3,397",.,.,"6,152",.,.,.,.,.,.,.,.,.,"5,808",
