QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)","Local authority collected municipal waste preparing for reuse, dry recycling and composting rate (%), KPI(e2)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)","Household waste preparing for reuse, dry recycling and composting rate (%), KPI(a2)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%)
Q2,July to September,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,330",4,"1,559","2,536","4,096","4,100",49.2,49.2,24,75,1.2,"4,102",49.2,"1,846","12,079","11,932","7,834",4,"1,301","2,536","3,837","3,841",49.0,49.0,"3,868",49.4,"28,003",280,"67,716",116,-,-,-
Q2,July to September,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"9,335",0,"2,150","1,610","3,760","3,760",40.3,40.3,364,246,6.5,"4,966",53.2,"2,880","10,426","11,426","8,265",0,"1,997","1,610","3,606","3,606",43.6,43.6,"4,114",49.8,"24,515",337,"58,993",140,-,-,-
Q2,July to September,2012/13,95KK,Cookstown,SWaMP2008,Finalised,"5,198",0,"1,177","1,340","2,517","2,517",48.4,48.4,59,13,1.4,"2,608",50.2,"1,236","6,440","6,440","4,580",0,891,"1,340","2,231","2,231",48.7,48.7,"2,283",49.9,"13,146",348,"37,411",122,-,-,-
Q2,July to September,2012/13,95LL,Craigavon,SWaMP2008,Finalised,"11,935",8,"3,565","2,739","6,304","6,312",52.8,52.9,"1,932",0,16.2,"3,620",30.3,"1,969","15,708","15,111","10,922",8,"3,220","2,722","5,942","5,950",54.4,54.5,"3,209",29.4,"36,639",298,"94,597",115,-,-,-
Q2,July to September,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,949",0,"3,025",566,"3,591","3,591",25.7,25.7,"1,649",451,15.1,"8,267",59.3,"5,252","20,192","20,192","12,235",0,"2,445",566,"3,011","3,011",24.6,24.6,"7,325",59.9,"41,714",293,"108,586",113,-,-,-
Q2,July to September,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,"9,081",0,"1,806","1,751","3,557","3,557",39.2,39.2,54,278,3.7,"5,193",57.2,"2,829","12,645","13,093","8,510",0,"1,747","1,743","3,490","3,490",41.0,41.0,"4,693",55.2,"26,386",323,"70,440",121,-,-,-
Q2,July to September,2012/13,95OO,Dungannon,SWaMP2008,Finalised,"7,193",0,"1,686","1,702","3,388","3,388",47.1,47.1,273,3,3.8,"3,529",49.1,"1,759","9,320","9,320","6,827",0,"1,655","1,702","3,357","3,357",49.2,49.2,"3,218",47.1,"20,734",329,"58,813",116,-,-,-
Q2,July to September,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,"7,479",23,"2,097",859,"2,956","2,978",39.5,39.8,40,53,1.3,"4,407",58.9,"2,666","11,101","11,101","6,670",23,"1,631",859,"2,490","2,513",37.3,37.7,"4,079",61.2,"24,617",271,"62,400",107,-,-,-
Q2,July to September,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,"5,873",3,"1,931","1,415","3,346","3,350",57.0,57.0,201,81,4.8,"2,233",38.0,"1,033","5,710","5,641","5,025",3,"1,310","1,415","2,725","2,729",54.2,54.3,"2,038",40.6,"13,417",374,"32,191",156,-,-,-
Q2,July to September,2012/13,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,669",35,"1,306",718,"2,024","2,060",43.4,44.1,485,0,10.4,"2,124",45.5,"1,277","6,582","5,182","4,318",35,"1,036",718,"1,754","1,789",40.6,41.4,"2,058",47.7,"12,404",348,"33,761",128,-,-,-
Q2,July to September,2012/13,95SS,Lisburn,arc21 (pre April 2015),Finalised,"15,369",14,"2,685","3,981","6,665","6,679",43.4,43.5,87,305,2.6,"8,262",53.8,"3,845","20,551","20,188","13,872",14,"2,008","3,981","5,988","6,002",43.2,43.3,"7,454",53.7,"46,191",300,"121,687",114,-,-,-
Q2,July to September,2012/13,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,598",0,"1,885","2,091","3,976","3,976",60.3,60.3,962,158,17.0,"1,502",22.8,652,"7,983","7,983","5,745",0,"1,460","2,091","3,551","3,551",61.8,61.8,"1,243",21.6,"15,299",376,"45,450",126,-,-,-
Q2,July to September,2012/13,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,670",0,538,479,"1,017","1,017",38.1,38.1,0,62,2.3,"1,590",59.6,939,"3,134","3,534","2,399",0,498,479,977,977,40.7,40.7,"1,360",56.7,"6,934",346,"17,129",140,-,-,-
Q2,July to September,2012/13,95VV,Newry and Mourne,SWaMP2008,Finalised,"11,901",0,"2,492","2,108","4,600","4,600",38.7,38.7,239,0,2.0,"7,053",59.3,"4,043","17,422","18,019","10,599",0,"2,472","2,108","4,580","4,580",43.2,43.2,"5,815",54.9,"35,279",300,"100,858",105,-,-,-
Q2,July to September,2012/13,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"11,970",0,"2,238","3,569","5,808","5,808",48.5,48.5,222,190,3.4,"5,712",47.7,"2,354","14,934","14,750","10,913",0,"2,134","3,541","5,675","5,675",52.0,52.0,"4,831",44.3,"34,447",317,"85,322",128,-,-,-
Q2,July to September,2012/13,95XX,North Down,arc21 (pre April 2015),Finalised,"13,910",38,"2,902","3,594","6,496","6,534",46.7,47.0,63,464,3.8,"6,849",49.2,"3,106","14,259","14,087","11,490",38,"1,799","3,544","5,343","5,381",46.5,46.8,"5,606",48.8,"33,078",347,"79,420",145,-,-,-
Q2,July to September,2012/13,95YY,Omagh,SWaMP2008,Finalised,"6,559",0,"1,771","1,340","3,111","3,111",47.4,47.4,53,20,1.1,"3,323",50.7,"1,806","9,442","9,442","6,013",0,"1,562","1,340","2,902","2,902",48.3,48.3,"2,996",49.8,"19,242",312,"51,830",116,-,-,-
Q2,July to September,2012/13,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,330",0,959,372,"1,331","1,331",30.7,30.7,348,246,13.7,"2,405",55.6,"1,472","7,330","7,330","3,749",0,903,372,"1,275","1,275",34.0,34.0,"1,948",51.9,"15,243",246,"40,033",94,-,-,-
Q2,July to September,2012/13,NI,Northern Ireland,-,Finalised,"247,487",187,"53,093","52,847","105,940","106,126",42.8,42.9,"9,344","3,339",5.1,"128,249",51.8,"66,999","320,000","320,000","218,742",187,"43,725","52,547","96,273","96,459",44.0,44.1,"110,580",50.6,"715,565",306,"1,823,634",120,-,-,-
Q3,October to December,2012/13,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,056",21,"2,355","1,845","4,200","4,221",52.1,52.4,54,107,2.0,"3,655",45.4,"1,641","9,261","9,043","6,617",21,"1,257","1,845","3,102","3,123",46.9,47.2,"3,321",50.2,"19,861",333,"53,835",123,-,-,-
Q3,October to December,2012/13,95BB,Ards,arc21 (pre April 2015),Finalised,"9,484",3,"1,625","1,470","3,095","3,098",32.6,32.7,49,228,2.9,"6,109",64.4,"3,464","14,230","14,061","8,826",3,"1,563","1,470","3,033","3,036",34.4,34.4,"5,526",62.6,"32,128",275,"78,550",112,-,-,-
Q3,October to December,2012/13,95CC,Armagh,SWaMP2008,Finalised,"6,377",18,"1,524",857,"2,381","2,399",37.3,37.6,250,4,4.0,"3,703",58.1,"2,218","10,546","10,546","5,680",18,"1,284",831,"2,115","2,133",37.2,37.6,"3,302",58.1,"21,647",262,"60,147",94,-,-,-
Q3,October to December,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,173",0,"1,379","1,573","2,952","2,952",41.2,41.2,0,40,0.6,"4,181",58.3,"2,216","11,156","11,017","6,428",0,"1,078","1,573","2,651","2,652",41.2,41.3,"3,739",58.2,"25,161",255,"64,551",100,-,-,-
Q3,October to December,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,434",0,655,311,966,966,28.1,28.1,47,69,3.4,"2,352",68.5,"1,436","5,525","5,525","3,103",0,574,311,885,885,28.5,28.5,"2,107",67.9,"11,665",266,"31,551",98,-,-,-
Q3,October to December,2012/13,95FF,Banbridge,SWaMP2008,Finalised,"5,974",0,"1,397","1,673","3,071","3,071",51.4,51.4,170,39,3.5,"2,681",44.9,"1,313","8,573","8,573","5,569",0,"1,141","1,592","2,733","2,733",49.1,49.1,"2,619",47.0,"18,585",300,"48,730",114,-,-,-
Q3,October to December,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"34,867",20,"6,377","2,841","9,218","9,239",26.4,26.5,"1,857",0,5.3,"23,332",66.9,"14,133","48,123","49,209","28,154",20,"5,730","2,688","8,418","8,439",29.9,30.0,"17,949",63.8,"123,438",228,"280,537",100,-,-,-
Q3,October to December,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"4,800",0,"1,095",587,"1,682","1,682",35.0,35.0,0,34,0.7,"3,084",64.3,"1,856","7,328","7,255","4,177",0,838,587,"1,425","1,425",34.1,34.1,"2,717",65.1,"16,320",256,"39,096",107,-,-,-
Q3,October to December,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,"6,965",5,"1,400","1,078","2,478","2,483",35.6,35.6,21,71,1.3,"4,358",62.6,"2,553","12,079","11,932","6,549",5,"1,233","1,078","2,311","2,316",35.3,35.4,"4,113",62.8,"28,045",234,"67,716",97,-,-,-
Q3,October to December,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,631",0,"1,637",660,"2,297","2,297",30.1,30.1,491,173,8.7,"4,671",61.2,"2,955","10,426","11,426","6,777",0,"1,557",660,"2,217","2,217",32.7,32.7,"3,965",58.5,"24,565",276,"58,993",115,-,-,-
Q3,October to December,2012/13,95KK,Cookstown,SWaMP2008,Finalised,"4,654",0,"1,177",674,"1,852","1,852",39.8,39.8,77,16,2.0,"2,710",58.2,"1,584","6,440","6,440","4,044",0,874,674,"1,549","1,549",38.3,38.3,"2,411",59.6,"13,177",307,"37,411",108,-,-,-
Q3,October to December,2012/13,95LL,Craigavon,SWaMP2008,Finalised,"10,870",0,"3,588","1,358","4,947","4,947",45.5,45.5,"2,592",0,23.8,"3,221",29.6,"1,985","15,708","15,111","9,964",0,"3,158","1,358","4,516","4,516",45.3,45.3,"2,963",29.7,"36,704",271,"94,597",105,-,-,-
Q3,October to December,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,354",0,"3,856",234,"4,091","4,091",30.6,30.6,"2,361",850,24.0,"6,053",45.3,"4,074","20,192","20,192","11,722",0,"3,192",234,"3,426","3,426",29.2,29.2,"5,363",45.8,"41,817",280,"108,586",108,-,-,-
Q3,October to December,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,"8,261",0,"1,485",679,"2,163","2,163",26.2,26.2,39,184,2.7,"5,875",71.1,"3,577","12,645","13,093","7,769",0,"1,461",649,"2,110","2,110",27.2,27.2,"5,440",70.0,"26,440",294,"70,440",110,-,-,-
Q3,October to December,2012/13,95OO,Dungannon,SWaMP2008,Finalised,"7,139",0,"1,621","1,070","2,690","2,690",37.7,37.7,273,38,4.4,"4,135",57.9,"2,429","9,320","9,320","6,714",0,"1,576","1,070","2,646","2,646",39.4,39.4,"3,778",56.3,"20,768",323,"58,813",114,-,-,-
Q3,October to December,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,"6,527",19,"1,934",625,"2,559","2,578",39.2,39.5,43,25,1.0,"3,848",59.0,"2,428","11,101","11,101","5,840",19,"1,541",625,"2,166","2,184",37.1,37.4,"3,565",61.0,"24,661",237,"62,400",94,-,-,-
Q3,October to December,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,459",4,"1,490",757,"2,247","2,251",50.4,50.5,188,119,6.9,"1,891",42.4,"1,030","5,710","5,641","3,737",4,"1,026",757,"1,782","1,786",47.7,47.8,"1,673",44.8,"13,430",278,"32,191",116,-,-,-
Q3,October to December,2012/13,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,059",38,"1,310",310,"1,620","1,658",39.9,40.8,325,59,9.5,"2,018",49.7,"1,351","6,582","5,182","3,698",38,"1,011",310,"1,321","1,358",35.7,36.7,"1,966",53.2,"12,418",298,"33,761",110,-,-,-
Q3,October to December,2012/13,95SS,Lisburn,arc21 (pre April 2015),Finalised,"13,185",15,"2,305","2,067","4,371","4,386",33.2,33.3,66,249,2.4,"8,436",64.0,"4,627","20,551","20,188","11,981",15,"1,972","2,067","4,039","4,054",33.7,33.8,"7,576",63.2,"46,398",258,"121,687",98,-,-,-
Q3,October to December,2012/13,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,539",0,"1,694","1,267","2,961","2,961",53.5,53.5,586,100,12.4,"1,893",34.2,"1,100","7,983","7,983","5,062",0,"1,391","1,267","2,658","2,658",52.5,52.5,"1,759",34.8,"15,354",330,"45,450",111,-,-,-
Q3,October to December,2012/13,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,087",0,481,182,663,663,31.8,31.8,0,18,0.9,"1,406",67.4,913,"3,134","3,534","1,850",0,449,182,630,630,34.1,34.1,"1,202",65.0,"6,946",266,"17,129",108,-,-,-
Q3,October to December,2012/13,95VV,Newry and Mourne,SWaMP2008,Finalised,"10,886",0,"2,328",952,"3,280","3,280",30.1,30.1,119,0,1.1,"7,472",68.6,"4,746","17,422","18,019","9,523",0,"2,291",952,"3,242","3,242",34.0,34.0,"6,170",64.8,"35,330",270,"100,858",94,-,-,-
Q3,October to December,2012/13,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"9,957",0,"2,503","1,480","3,983","3,983",40.0,40.0,189,102,2.9,"5,628",56.5,"3,403","14,934","14,750","8,931",0,"2,027","1,470","3,497","3,497",39.2,39.2,"5,112",57.2,"34,510",259,"85,322",105,-,-,-
Q3,October to December,2012/13,95XX,North Down,arc21 (pre April 2015),Finalised,"11,268",45,"2,774","1,700","4,474","4,519",39.7,40.1,54,357,3.6,"6,338",56.3,"3,412","14,259","14,087","9,055",45,"1,880","1,654","3,533","3,578",39.0,39.5,"5,101",56.3,"33,124",273,"79,420",114,-,-,-
Q3,October to December,2012/13,95YY,Omagh,SWaMP2008,Finalised,"5,714",0,"1,485",800,"2,285","2,285",40.0,40.0,91,181,4.8,"3,075",53.8,"1,808","9,442","9,442","5,269",0,"1,325",800,"2,125","2,125",40.3,40.3,"2,805",53.2,"19,265",274,"51,830",102,-,-,-
Q3,October to December,2012/13,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,270",0,895,162,"1,058","1,058",24.8,24.8,135,158,6.9,"2,919",68.4,"1,854","7,330","7,330","3,966",0,871,162,"1,033","1,033",26.0,26.0,"2,653",66.9,"15,254",260,"40,033",99,-,-,-
Q3,October to December,2012/13,NI,Northern Ireland,-,Finalised,"216,987",187,"50,369","27,212","77,580","77,767",35.8,35.8,"10,077","3,218",6.1,"125,043",57.6,"74,108","320,000","320,000","191,005",187,"42,300","26,864","69,163","69,350",36.2,36.3,"108,894",57.0,"717,014",266,"1,823,634",105,-,-,-
Q4,January to March,2012/13,95AA,Antrim,arc21 (pre April 2015),Finalised,"7,221",18,"2,445","1,373","3,818","3,836",52.9,53.1,46,0,0.6,"3,306",45.8,"1,661","9,261","9,043","6,192",18,"1,705","1,373","3,078","3,096",49.7,50.0,"3,024",48.8,"19,830",312,"53,835",115,-,-,-
Q4,January to March,2012/13,95BB,Ards,arc21 (pre April 2015),Finalised,"9,316",4,"1,515","1,025","2,540","2,544",27.3,27.3,50,232,3.0,"6,490",69.7,"3,854","14,230","14,061","8,532",4,"1,452","1,025","2,477","2,482",29.0,29.1,"5,783",67.8,"32,086",266,"78,550",109,-,-,-
Q4,January to March,2012/13,95CC,Armagh,SWaMP2008,Finalised,"6,254",20,"1,472",692,"2,164","2,183",34.6,34.9,202,0,3.2,"3,857",61.7,"2,352","10,546","10,546","5,687",20,"1,281",677,"1,958","1,978",34.4,34.8,"3,514",61.8,"21,542",264,"60,147",95,-,-,-
Q4,January to March,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,"6,885",1,"1,717","1,148","2,865","2,865",41.6,41.6,0,58,0.8,"3,962",57.5,"2,392","11,156","11,017","6,333",1,"1,471","1,148","2,619","2,620",41.4,41.4,"3,659",57.8,"25,247",251,"64,551",98,-,-,-
Q4,January to March,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,255",0,688,132,819,819,25.2,25.2,110,64,5.3,"2,262",69.5,"1,449","5,525","5,525","2,984",0,639,132,770,770,25.8,25.8,"2,051",68.7,"11,660",256,"31,551",95,-,-,-
Q4,January to March,2012/13,95FF,Banbridge,SWaMP2008,Finalised,"5,620",0,"1,387","1,367","2,754","2,754",49.0,49.0,153,44,3.5,"2,660",47.3,"1,392","8,573","8,573","5,287",0,"1,175","1,302","2,477","2,477",46.9,46.9,"2,609",49.3,"18,568",285,"48,730",108,-,-,-
Q4,January to March,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"35,991",17,"9,343","2,971","12,314","12,331",34.2,34.3,"9,647",0,26.8,"10,180",28.3,"6,117","48,123","49,209","29,250",17,"8,493","2,773","11,266","11,284",38.5,38.6,"7,738",26.5,"123,191",237,"280,537",104,-,-,-
Q4,January to March,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"4,448",0,"1,013",381,"1,393","1,393",31.3,31.3,0,32,0.7,"3,022",67.9,"1,880","7,328","7,255","3,880",0,827,381,"1,208","1,208",31.1,31.1,"2,640",68.0,"16,336",237,"39,096",99,-,-,-
Q4,January to March,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,"6,144",3,"1,349",766,"2,115","2,118",34.4,34.5,24,67,1.5,"3,909",63.6,"2,351","12,079","11,932","5,708",3,"1,205",766,"1,971","1,974",34.5,34.6,"3,620",63.4,"28,037",204,"67,716",84,-,-,-
Q4,January to March,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,238",0,"2,264",481,"2,745","2,745",37.9,37.9,"1,347",164,20.9,"2,981",41.2,"2,070","10,426","11,426","6,386",0,"2,088",481,"2,569","2,569",40.2,40.2,"2,523",39.5,"24,464",261,"58,993",108,-,-,-
Q4,January to March,2012/13,95KK,Cookstown,SWaMP2008,Finalised,"4,366",0,"1,101",568,"1,670","1,670",38.2,38.2,190,26,5.0,"2,459",56.3,"1,454","6,440","6,440","3,870",0,935,568,"1,504","1,504",38.9,38.9,"2,156",55.7,"13,162",294,"37,411",103,-,-,-
Q4,January to March,2012/13,95LL,Craigavon,SWaMP2008,Finalised,"10,307",3,"3,090","1,011","4,101","4,104",39.8,39.8,"1,949",49,19.4,"4,150",40.3,"2,530","15,708","15,111","9,361",3,"2,706",968,"3,674","3,677",39.2,39.3,"3,802",40.6,"36,574",256,"94,597",99,-,-,-
Q4,January to March,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,"12,972",0,"3,636",139,"3,775","3,775",29.1,29.1,"5,429",712,47.3,"2,977",22.9,"1,982","20,192","20,192","11,107",0,"2,990",139,"3,129","3,129",28.2,28.2,"2,568",23.1,"41,650",267,"108,586",102,-,-,-
Q4,January to March,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,"7,531",0,"1,469",477,"1,946","1,946",25.8,25.8,42,157,2.6,"5,385",71.5,"3,358","12,645","13,093","7,071",0,"1,443",465,"1,907","1,907",27.0,27.0,"4,968",70.3,"26,409",268,"70,440",100,-,-,-
Q4,January to March,2012/13,95OO,Dungannon,SWaMP2008,Finalised,"6,625",2,"1,717",657,"2,373","2,375",35.8,35.9,513,28,8.2,"3,678",55.5,"2,313","9,320","9,320","6,179",2,"1,680",657,"2,337","2,339",37.8,37.8,"3,322",53.8,"20,835",297,"58,813",105,-,-,-
Q4,January to March,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,"6,715",16,"1,990",271,"2,262","2,277",33.7,33.9,59,48,1.6,"4,305",64.1,"2,961","11,101","11,101","5,913",16,"1,520",271,"1,792","1,808",30.3,30.6,"3,991",67.5,"24,744",239,"62,400",95,-,-,-
Q4,January to March,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,220",3,"1,486",366,"1,853","1,856",43.9,44.0,162,112,6.5,"2,086",49.4,"1,283","5,710","5,641","3,457",3,960,366,"1,326","1,329",38.3,38.4,"1,881",54.4,"13,422",258,"32,191",107,-,-,-
Q4,January to March,2012/13,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"3,899",24,"1,225",84,"1,309","1,333",33.6,34.2,806,78,22.7,"1,682",43.1,"1,172","6,582","5,182","3,566",24,963,84,"1,048","1,072",29.4,30.1,"1,635",45.8,"12,414",287,"33,761",106,-,-,-
Q4,January to March,2012/13,95SS,Lisburn,arc21 (pre April 2015),Finalised,"12,323",13,"2,535","1,492","4,027","4,040",32.7,32.8,396,220,5.0,"7,627",61.9,"4,313","20,551","20,188","11,094",13,"2,147","1,492","3,639","3,651",32.8,32.9,"6,832",61.6,"46,503",239,"121,687",91,-,-,-
Q4,January to March,2012/13,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,374",0,"1,730",923,"2,653","2,653",49.4,49.4,"1,479",101,29.4,"1,141",21.2,749,"7,983","7,983","4,658",0,"1,421",923,"2,345","2,345",50.3,50.3,971,20.8,"15,358",303,"45,450",102,-,-,-
Q4,January to March,2012/13,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,097",0,694,77,771,771,36.8,36.8,176,54,11.0,"1,096",52.2,824,"3,134","3,534","1,959",0,658,77,735,735,37.5,37.5,"1,008",51.5,"6,938",282,"17,129",114,-,-,-
Q4,January to March,2012/13,95VV,Newry and Mourne,SWaMP2008,Finalised,"10,377",0,"2,553",716,"3,268","3,268",31.5,31.5,112,0,1.1,"6,890",66.4,"4,453","17,422","18,019","9,079",0,"2,512",716,"3,228","3,228",35.5,35.5,"5,673",62.5,"35,376",257,"100,858",90,-,-,-
Q4,January to March,2012/13,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,386",0,"2,416","1,221","3,637","3,637",35.0,35.0,222,225,4.3,"6,266",60.3,"3,318","14,934","14,750","8,556",0,"1,839","1,210","3,049","3,049",35.6,35.6,"5,083",59.4,"34,453",248,"85,322",100,-,-,-
Q4,January to March,2012/13,95XX,North Down,arc21 (pre April 2015),Finalised,"10,823",34,"3,005","1,109","4,114","4,148",38.0,38.3,54,0,0.5,"6,620",61.2,"3,820","14,259","14,087","8,800",34,"2,144","1,040","3,184","3,218",36.2,36.6,"5,536",62.9,"33,157",265,"79,420",111,-,-,-
Q4,January to March,2012/13,95YY,Omagh,SWaMP2008,Finalised,"5,555",0,"1,424",615,"2,040","2,040",36.7,36.7,92,159,4.5,"3,316",59.7,"2,035","9,442","9,442","5,199",0,"1,326",615,"1,942","1,942",37.3,37.3,"3,061",58.9,"19,338",269,"51,830",100,-,-,-
Q4,January to March,2012/13,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,518",0,"1,103",85,"1,188","1,188",26.3,26.3,145,101,5.4,"2,982",66.0,"2,001","7,330","7,330","4,234",0,"1,078",85,"1,163","1,163",27.5,27.5,"2,744",64.8,"15,288",277,"40,033",106,-,-,-
Q4,January to March,2012/13,NI,Northern Ireland,-,Finalised,"210,459",158,"54,365","20,148","74,513","74,671",35.4,35.5,"23,406","2,731",12.4,"105,290",50.0,"64,082","320,000","320,000","184,344",158,"46,659","19,734","66,393","66,551",36.0,36.1,"92,391",50.1,"716,583",257,"1,823,634",101,-,-,-
Q1,April to June,2013/14,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,622",22,"2,531","2,387","4,917","4,939",57.0,57.3,27,521,6.3,"3,104",36.0,"1,294","8,846","8,705","7,318",22,"1,527","2,387","3,914","3,936",53.5,53.8,"2,808",38.4,"19,858",369,"53,978",136,-,-,-
Q1,April to June,2013/14,95BB,Ards,arc21 (pre April 2015),Finalised,"10,919",4,"1,689","2,581","4,270","4,274",39.1,39.1,38,325,3.3,"6,282",57.5,"3,135","13,617","13,736","10,164",4,"1,629","2,581","4,210","4,214",41.4,41.5,"5,602",55.1,"32,141",316,"78,549",129,-,-,-
Q1,April to June,2013/14,95CC,Armagh,SWaMP2008,Finalised,"6,902",20,"1,311","1,674","2,985","3,005",43.2,43.5,225,0,3.3,"3,648",52.8,"1,969","10,089","10,089","6,308",20,"1,065","1,646","2,711","2,731",43.0,43.3,"3,347",53.1,"21,585",292,"60,423",104,-,-,-
Q1,April to June,2013/14,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,905",2,"1,960","2,193","4,152","4,154",52.5,52.5,0,59,0.7,"3,692",46.7,"1,968","10,656","10,511","7,166",2,"1,562","2,193","3,755","3,757",52.4,52.4,"3,354",46.8,"25,310",283,"64,762",111,-,-,-
Q1,April to June,2013/14,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,856",0,697,696,"1,393","1,393",36.1,36.1,104,66,4.4,"2,292",59.5,"1,207","5,311","5,311","3,469",0,603,696,"1,299","1,299",37.4,37.4,"2,014",58.0,"11,678",297,"31,659",110,-,-,-
Q1,April to June,2013/14,95FF,Banbridge,SWaMP2008,Finalised,"6,869",0,"1,459","2,546","4,005","4,005",58.3,58.3,155,49,3.0,"2,632",38.3,993,"8,247","7,476","6,394",0,"1,132","2,472","3,604","3,604",56.4,56.4,"2,564",40.1,"18,602",344,"48,905",131,-,-,-
Q1,April to June,2013/14,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"36,985",18,"8,435","4,708","13,143","13,162",35.5,35.6,"7,442",160,20.6,"15,531",42.0,"8,843","45,652","45,043","30,998",18,"7,619","4,540","12,158","12,177",39.2,39.3,"12,251",39.5,"123,337",251,"281,735",110,-,-,-
Q1,April to June,2013/14,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,260",0,"1,185","1,212","2,396","2,396",45.6,45.6,0,35,0.7,"2,811",53.4,"1,471","7,011","6,920","4,547",0,882,"1,212","2,094","2,094",46.0,46.0,"2,403",52.8,"16,370",278,"39,015",117,-,-,-
Q1,April to June,2013/14,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,137",4,"1,499","2,028","3,527","3,531",43.3,43.4,16,96,1.4,"4,461",54.8,"2,251","11,488","11,335","7,558",4,"1,231","2,028","3,259","3,263",43.1,43.2,"4,153",55.0,"28,065",269,"67,883",111,-,-,-
