HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,.,.,.,32,.,1,.,.,.,.,.,.,16,.,.,.,.,.,49
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of, Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",.,.,.,18,.,.,.,.,.,.,.,.,3,.,.,.,.,.,21
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 3+",.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 0-2",.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 6+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 3-5",.,.,.,25,.,1,.,.,.,.,.,.,.,.,.,.,.,.,26
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 0-2",.,.,.,38,.,1,.,.,.,.,.,.,16,.,.,.,.,.,55
YR22B,Inferior Vena Cava Filter Procedures with CC Score 3-6,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,1,.,.,6,.,.,.,.,.,.,.,.,1,.,.,.,3,.,11
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",.,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,.,3
YR24C,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 4+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR24D,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-3,.,.,.,2,.,8,.,.,.,.,.,.,2,.,.,.,.,.,12
YR25Z,Arteriography,4,.,.,11,.,3,.,.,.,.,.,.,10,.,.,.,3,.,31
YR26Z,Venography,.,.,.,7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,8
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins",5,.,.,.,.,14,.,3,.,.,.,.,66,.,3,20,.,.,111
YR31Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins",32,.,.,.,.,80,.,14,.,.,.,.,295,.,46,67,.,.,534
YR32Z,Sclerotherapy of Bilateral Varicose Veins,.,.,.,.,.,12,.,.,.,.,.,.,2,.,.,1,.,.,15
YR33Z,Sclerotherapy of Unilateral Varicose Veins,29,.,.,.,.,88,.,.,.,.,.,.,16,.,.,.,.,.,133
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",2,.,.,19,.,1,3,.,.,.,.,.,.,.,.,.,2,.,27
YR40B,"Insertion of Non-Tunnelled Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",.,.,.,35,.,4,1,.,.,.,.,.,.,.,.,.,1,.,41
YR41B,"Insertion of Tunnelled Central Venous Catheter, 18 years and under",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over",.,72,.,314,.,128,.,.,.,2,.,.,.,.,.,.,148,.,664
YR42B,"Peripheral Insertion of Central Venous Catheter, 18 years and under",.,.,.,2,.,1,.,.,.,.,.,.,1,.,.,.,.,.,4
YR43A,"Attention to Central Venous Catheter, 19 years and over",3,.,.,9,.,.,6,.,.,.,.,.,.,.,.,.,63,.,81
YR43B,"Attention to Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,93,.,.,.,.,.,93
YR44A,"Removal of Central Venous Catheter, 19 years and over",3,5,.,47,.,2,1,.,.,.,.,.,.,.,1,.,29,.,88
YR44B,"Removal of Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,.,.,34
YR45Z,Insertion of Subcutaneous Port,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YR46Z,Attention to Subcutaneous Port,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
YR47Z,Removal of Subcutaneous Port,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",.,.,.,77,.,5,.,.,.,.,.,.,.,.,.,.,.,.,82
YR52A,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Peripheral Aneurysm, with CC Score 4+",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YR52B,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Peripheral Aneurysm, with CC Score 0-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR53Z,Percutaneous Transluminal Embolisation of Peripheral Arteriovenous Malformation,.,.,.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,.,4
YR54C,Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 0-2,.,.,.,5,.,.,.,.,.,.,.,.,2,.,.,.,.,.,7
YR56Z,Varicocele Embolisation,3,.,.,18,.,1,.,.,.,.,.,.,1,.,.,.,.,.,23
Total,,"20,935","10,725","1,037","23,972","8,270","17,075","6,581","4,203","3,567","7,813","9,256","1,238","29,152","7,800","3,911","5,413","20,721","4,448","186,117"
