Area,Authority,ward,Type,Electoral system,Island,Region,Area type,TA Type,City Size,Progress results,Progress results date,Preliminary results announced,Other elections,Other elections were:,Poles,Poles were:,Voting papers order,Number of documents sent,Number of documents returned unopened,Number of documents returned late,Number of Special votes,Residential Special votes allowed,Ratepayer Special votes allowed,Contested wards,"Positions 
(N)","Elected unopposed 
(N)","Candidates 
(N)",Candidates per position,Electors per electable position,Voters per electable position,"Council candidates sitting members 
(N)","Council candidates sitting members 
(%)","Also candidates for Mayor 
(N)",Council member elected Mayor,Sitting Mayor,Council members re-elected (N),"Council members re-elected
(%)",Council members re-elected or Mayor (N),"Council members re-elected or Mayor
(%)","Candidates board members 
(N)","Candidates board members 
(%)","Board members elected 
(N)","Board members elected 
(%)","Residential electors 
(N)","Ratepayer electors 
(N)","Ratepayer electors 
(%)","Total electors 
(N)",Estimated population resident,Electors as % of total population,Residential electors (contested wards only),Ratepayer electors (contested wards only),Total electors (Contested wards only),"Residential voters 
(N)","Residential turnout 
(%)","Ratepayer voters 
(N)","Ratepayer turnout
(%)","Total voters 
(N)",Overall turnout (%),"Special votes cast 
(N)","Special votes cast 
(%)","Residential special votes allowed 
(N)","Ratepayer special votes allowed 
(N)","Total special votes allowed 
(N)","Total special votes allowed 
(%)","Informal votes
(N)","Informal votes
(%)","Blank votes 
(N)","Blank votes 
(%)","Blank and informal votes 
(N)","Blank and informal votes 
(%)","Women candidates
(N)","Women candidates
(%)","Women councillors
(N)","Women councillors
(%)"
WAIMAKARIRI DISTRICT,WAIMAKARIRI DISTRICT COUNCIL,KAIAPOI,DC,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,3,0,6,2.00,"3,031","1,408",1,16.7%,0,,,0,0.0%,0,,4,66.7%,2,66.7%,"9,093",1,0.01%,"9,094","12,700",71.6%,"9,093",1,"9,094","4,223",46.4%,1,100.0%,"4,224",46.4%,19,0.4%,8,1,9,47.4%,5,0.1%,59,1.4%,64,1.5%,2,33.3%,1,33.3%
WAIMAKARIRI DISTRICT,WAIMAKARIRI DISTRICT COUNCIL,OXFORD-EYRE,DC,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,2,0,4,2.00,"3,524","1,532",2,50.0%,0,,,2,100.0%,2,,0,0.0%,0,0.0%,"7,036",12,0.17%,"7,048","10,100",69.8%,"7,036",12,"7,048","3,053",43.4%,10,83.3%,"3,063",43.5%,11,0.4%,10,1,11,100.0%,2,0.1%,66,2.2%,68,2.2%,1,25.0%,0,0.0%
WAIMAKARIRI DISTRICT,WAIMAKARIRI DISTRICT COUNCIL,RANGIORA,DC,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,3,0,12,4.00,"3,152","1,511",2,16.7%,1,,,1,33.3%,1,,0,0.0%,0,0.0%,"9,450",5,0.05%,"9,455","13,050",72.5%,"9,450",5,"9,455","4,530",47.9%,3,60.0%,"4,533",47.9%,28,0.6%,25,3,28,100.0%,43,0.9%,53,1.2%,96,2.1%,2,16.7%,0,0.0%
WAIMAKARIRI DISTRICT,WAIMAKARIRI DISTRICT COUNCIL,WOODEND-ASHLEY,DC,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,2,0,3,1.50,"3,142","1,299",1,33.3%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"6,274",10,0.16%,"6,284","9,210",68.2%,"6,274",10,"6,284","2,591",41.3%,7,70.0%,"2,598",41.3%,13,0.5%,11,2,13,100.0%,0,0.0%,70,2.7%,70,2.7%,2,66.7%,1,50.0%
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Canterbury,Rural,District,,No,,13:30:00,Yes,South Canterbury District Health Board,No,,Alphabetical order,5387,3376,15,21,4,17,,1,0,3,3.00,"5,387","3,397",3,100.0%,1,y,Re-elected,1,100.0%,1,,,,,,"5,374",13,0.24%,"5,387","7,420",72.6%,"5,374",13,"5,387","3,380",62.9%,17,130.8%,"3,397",63.1%,21,0.6%,17,4,21,100.0%,5,0.1%,30,0.9%,35,1.0%,1,33.3%,0,0.0%
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,HAKATARAMEA-WAIHAORUNGA,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,,1,0,2,2.00,558,370,2,100.0%,1,,,1,100.0%,1,,0,0.0%,0,0.0%,554,4,0.72%,558,810,68.9%,554,4,558,366,66.1%,4,100.0%,370,66.3%,2,0.5%,2,0,2,100.0%,0,0.0%,2,0.5%,2,0.5%,0,0.0%,0,0.0%
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,LOWER WAIHAO,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,597,,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,592,5,0.84%,597,920,64.9%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,PAREORA-OTAIO-MAKIKIHI,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,Unopposed,2,2,2,1.00,609,,1,50.0%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"1,214",3,0.25%,"1,217","1,750",69.5%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAIMATE DISTRICT,WAIMATE DISTRICT COUNCIL,WAIMATE,DC,FPP,s,Canterbury,Rural,District,,,,,,,,,,,,,,,,,4,0,5,1.25,754,505,3,60.0%,0,,,3,75.0%,3,,0,0.0%,0,0.0%,"3,014",1,0.03%,"3,015","3,940",76.5%,"3,014",1,"3,015","2,019",67.0%,1,100.0%,"2,020",67.0%,10,0.5%,9,1,10,100.0%,0,0.0%,14,0.7%,14,0.7%,2,40.0%,1,25.0%
WAIPA DISTRICT,CAMBRIDGE COMMUNITY BOARD,CAMBRIDGE,CB,FPP,n,Northland,Provincial,District,,,,,,,,,,,,,,,,,4,0,6,1.50,"2,800",890,,,,,,,,,,3,50.0%,3,75.0%,"11,192",7,0.06%,"11,199","15,850",70.7%,"11,192",7,"11,199","3,551",31.7%,7,100.0%,"3,558",31.8%,15,0.4%,13,,13,86.7%,3,0.1%,125,3.5%,128,3.6%,1,16.7%,0,0.0%
WAIPA DISTRICT,CAMBRIDGE COMMUNITY BOARD,MAUNGATAUTARI,CB,FPP,n,Northland,Provincial,District,,,,,,,,,,,,,,,,,1,0,2,2.00,"2,348",681,,,,,,,,,,1,50.0%,0,0.0%,"2,346",2,0.09%,"2,348","3,620",64.9%,"2,346",2,"2,348",679,28.9%,2,100.0%,681,29.0%,7,1.0%,5,,5,71.4%,0,0.0%,42,6.2%,42,6.2%,0,0.0%,0,0.0%
WAIPA DISTRICT,TE AWAMUTU COMMUNITY BOARD,TE AWAMUTU,CB,FPP,n,Northland,Provincial,District,,,,,,,,,,,,,,,,,4,0,6,1.50,"2,326",898,,,,,,,,,,2,33.3%,2,50.0%,"9,300",4,0.04%,"9,304","13,750",67.7%,"9,300",4,"9,304","3,584",38.5%,9,225.0%,"3,593",38.6%,24,0.7%,19,5,24,100.0%,2,0.1%,144,4.0%,146,4.1%,1,16.7%,0,0.0%
WAIPA DISTRICT,TE AWAMUTU COMMUNITY BOARD,KAKEPUKU,CB,FPP,n,Waikato,Provincial,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,"2,227",,,,,,,,,,,0,0.0%,0,0.0%,"2,221",6,0.27%,"2,227","3,590",62.0%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Waikato,Provincial,District,,Yes,13/10/2007 at 14:00:00,14/10/2007 at 18:00:00,No,,No,,Alphabetical order,30041,500,137,48,38,n/a,Unopposed,1,1,1,1.00,"30,041",,1,100.0%,0,y,Unopposed,1,100.0%,1,,,,,,"30,019",22,0.07%,"30,041","44,260",67.9%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,CAMBRIDGE,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,,,,,,,4,0,8,2.00,"2,800",890,4,50.0%,0,,,4,100.0%,4,,1,12.5%,0,0.0%,"11,192",7,0.06%,"11,199","15,850",70.7%,"11,192",7,"11,199","3,551",31.7%,7,100.0%,"3,558",31.8%,15,0.4%,13,,13,86.7%,5,0.1%,50,1.4%,55,1.5%,1,12.5%,0,0.0%
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,KAKEPUKU,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,,,,,,,1,0,2,2.00,"2,227",674,1,50.0%,0,,,0,0.0%,0,,0,0.0%,0,0.0%,"2,221",6,0.27%,"2,227","3,590",62.0%,"2,221",6,"2,227",669,30.1%,5,83.3%,674,30.3%,2,0.3%,1,,1,50.0%,6,0.9%,24,3.6%,30,4.5%,0,0.0%,0,0.0%
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,MAUNGATAUTARI,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,,,,,,,1,0,2,2.00,"2,348",681,2,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,"2,346",2,0.09%,"2,348","3,620",64.9%,"2,346",2,"2,348",679,28.9%,2,100.0%,681,29.0%,7,1.0%,5,,5,71.4%,0,0.0%,22,3.2%,22,3.2%,0,0.0%,0,0.0%
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,PIRONGIA,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,,,,,,Unopposed,2,2,2,1.00,"2,482",,2,100.0%,0,,,2,100.0%,2,,0,0.0%,0,0.0%,"4,960",3,0.06%,"4,963","7,450",66.6%,,,,,,,,,,,,,,,,,,,,,,1,50.0%,1,50.0%
WAIPA DISTRICT,WAIPA DISTRICT COUNCIL,TE AWAMUTU,DC,FPP,n,Waikato,Provincial,District,,,,,,,,,,,,,,,,,4,0,10,2.50,"2,326",898,2,20.0%,0,,,2,50.0%,2,,0,0.0%,0,0.0%,"9,300",4,0.04%,"9,304","13,750",67.7%,"9,300",4,"9,304","3,584",38.5%,9,225.0%,"3,593",38.6%,24,0.7%,19,5,24,100.0%,5,0.1%,18,0.5%,23,0.6%,2,20.0%,1,25.0%
WAIROA DISTRICT,WAIROA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Hawke's Bay,Rural,District,,No,,12:45:00,No,,No,,Alphabetical order,5556,45,19,100,65,11,,1,0,4,4.00,"5,556","3,148",2,50.0%,2,y,Re-elected,1,100.0%,1,,,,,,"5,500",56,1.01%,"5,556","8,580",64.8%,"5,500",56,"5,556","3,111",56.6%,37,66.1%,"3,148",56.7%,100,3.2%,65,11,76,76.0%,7,0.2%,66,2.1%,73,2.3%,0,0.0%,0,0.0%
WAIROA DISTRICT,WAIROA DISTRICT COUNCIL,AT LARGE,DC,FPP,n,Hawke's Bay,Rural,District,,,,,,,,,,,,,,,,At large,6,0,19,3.17,926,525,3,15.8%,2,,,3,50.0%,3,57.1%,0,0.0%,0,0.0%,"5,500",56,1.01%,"5,556","8,580",64.8%,"5,500",56,"5,556","3,111",56.6%,37,66.1%,"3,148",56.7%,100,3.2%,65,11,76,76.0%,18,0.6%,10,0.3%,28,0.9%,6,31.6%,2,33.3%
WAITAKERE CITY,WAITAKERE LICENSING TRUST,WARD 1 TE ATATU,LT,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,2,0,4,2.00,"10,706","4,213",,,,,,,,,,2,50.0%,2,100.0%,"21,412",,,"21,412",,,"21,412",,"21,412","8,426",39.4%,,,"8,426",39.4%,83,1.0%,83,,83,100.0%,4,0.0%,715,8.5%,719,8.5%,3,75.0%,1,50.0%
WAITAKERE CITY,WAITAKERE LICENSING TRUST,WARD 2 LINCOLN,LT,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,3,0,7,2.33,"11,201","3,985",,,,,,,,,,3,42.9%,3,100.0%,"33,603",,,"33,603",,,"33,603",,"33,603","11,956",35.6%,,,"11,956",35.6%,74,0.6%,74,,74,100.0%,48,0.4%,882,7.4%,930,7.8%,2,28.6%,2,66.7%
WAITAKERE CITY,WAITAKERE LICENSING TRUST,WARD 3 WAITAKERE,LT,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,1,0,3,3.00,"14,601","5,587",,,,,,,,,,1,33.3%,1,100.0%,"14,601",,,"14,601",,,"14,601",,"14,601","5,587",38.3%,,,"5,587",38.3%,40,0.7%,40,,40,100.0%,36,0.6%,591,10.6%,627,11.2%,1,33.3%,0,0.0%
WAITAKERE CITY,WAITAKERE LICENSING TRUST,WARD 4 HENDERSON,LT,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,1,0,5,5.00,"14,152","5,945",,,,,,,,,,1,20.0%,1,100.0%,"14,152",,,"14,152",,,"14,152",,"14,152","5,945",42.0%,,,"5,945",42.0%,40,0.7%,40,,40,100.0%,81,1.4%,420,7.1%,501,8.4%,1,20.0%,0,0.0%
WAITAKERE CITY,HENDERSON COMMUNITY BOARD,AT LARGE,CB,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,At large,5,0,13,2.60,"7,731","3,063",,,,,,,,,,4,30.8%,4,80.0%,"38,614",39,0.10%,"38,653","60,700",63.7%,"38,614",39,"38,653","15,280",39.6%,37,94.9%,"15,317",39.6%,128,0.8%,,,128,100.0%,29,0.2%,977,6.4%,"1,006",6.6%,5,38.5%,2,40.0%
WAITAKERE CITY,MASSEY COMMUNITY BOARD,AT LARGE,CB,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,At large,5,0,8,1.60,"6,386","2,281",,,,,,,,,,3,37.5%,2,40.0%,"31,919",13,0.04%,"31,932","52,700",60.6%,"31,919",13,"31,932","11,397",35.7%,10,76.9%,"11,407",35.7%,69,0.6%,,,69,100.0%,6,0.1%,860,7.5%,866,7.6%,2,25.0%,1,20.0%
WAITAKERE CITY,NEW LYNN COMMUNITY BOARD,AT LARGE,CB,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,At large,5,0,9,1.80,"7,671","2,733",,,,,,,,,,3,33.3%,3,60.0%,"38,318",35,0.09%,"38,353","60,000",63.9%,"38,318",35,"38,353","13,635",35.6%,30,85.7%,"13,665",35.6%,92,0.7%,,,92,100.0%,11,0.1%,952,7.0%,963,7.0%,4,44.4%,3,60.0%
WAITAKERE CITY,WAITAKERE COMMUNITY BOARD,AT LARGE,CB,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,At large,5,0,9,1.80,"3,460","1,503",,,,,,,,,,5,55.6%,2,40.0%,"17,232",69,0.40%,"17,301","25,100",68.9%,"17,232",69,"17,301","7,455",43.3%,61,88.4%,"7,516",43.4%,58,0.8%,,,58,100.0%,9,0.1%,708,9.4%,717,9.5%,7,77.8%,3,60.0%
WAITAKERE CITY,WAITAKERE CITY COUNCIL,AT LARGE,MAYOR,FPP,n,Auckland,Metro,City,l,Yes,13/10/07 1pm,14/10/07 1pm,No,,No,,Alphabetical order,126288,1820,101,496,329,18,,1,0,6,6.00,"126,228","47,889",3,50.0%,2,y,Re-elected,1,100.0%,1,,,,,,"126,083",145,0.11%,"126,228","198,500",63.6%,"126,083",145,"126,228","47,743",37.9%,146,100.7%,"47,889",37.9%,496,1.0%,329,17,346,69.8%,122,0.3%,706,1.5%,828,1.7%,2,33.3%,0,0.0%
WAITAKERE CITY,WAITAKERE CITY COUNCIL,HENDERSON,CC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,4,0,25,6.25,"9,662","3,828",2,8.0%,0,,,2,50.0%,2,,2,8.0%,0,0.0%,"38,614",32,0.08%,"38,646","60,700",63.7%,"38,614",32,"38,646","15,280",39.6%,31,96.9%,"15,311",39.6%,128,,,,128,,395,2.6%,495,3.2%,890,5.8%,8,32.0%,1,25.0%
WAITAKERE CITY,WAITAKERE CITY COUNCIL,MASSEY,CC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,4,0,17,4.25,"7,983","2,852",4,23.5%,2,,,4,100.0%,4,,5,29.4%,0,0.0%,"31,919",13,0.04%,"31,932","52,700",60.6%,"31,919",13,"31,932","11,397",35.7%,10,76.9%,"11,407",35.7%,69,,,,69,,96,0.8%,314,2.8%,410,3.6%,5,29.4%,2,50.0%
WAITAKERE CITY,WAITAKERE CITY COUNCIL,NEW LYNN,CC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,4,0,15,3.75,"9,588","3,416",4,26.7%,0,,,4,100.0%,4,,1,6.7%,0,0.0%,"38,318",35,0.09%,"38,353","60,000",63.9%,"38,318",35,"38,353","13,635",35.6%,30,85.7%,"13,665",35.6%,92,,,,92,,99,0.7%,611,4.5%,710,5.2%,4,26.7%,2,50.0%
WAITAKERE CITY,WAITAKERE CITY COUNCIL,WAITAKERE,CC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,2,0,6,3.00,"8,649","3,757",2,33.3%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"17,232",65,0.38%,"17,297","25,100",68.9%,"17,232",65,"17,297","7,455",43.3%,58,89.2%,"7,513",43.4%,58,,,,58,,5,0.1%,410,5.5%,415,5.5%,2,33.3%,1,50.0%
WAITAKI DISTRICT,OAMARU LICENSING TRUST,WARD 1,LT,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,,3,0,7,2.33,"2,843","1,841",,,,,,,,,,2,28.6%,2,66.7%,"8,528",,,"8,528",,,"8,528",,"8,528","5,522",64.8%,,,"5,522",64.8%,35,0.6%,,,35,100.0%,11,0.2%,209,3.8%,220,4.0%,1,14.3%,1,33.3%
WAITAKI DISTRICT,OAMARU LICENSING TRUST,WARD 2,LT,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,,1,0,5,5.00,"3,211","2,083",,,,,,,,,,1,20.0%,1,100.0%,"3,211",,,"3,211",,,"3,211",,"3,211","2,083",64.9%,,,"2,083",64.9%,21,1.0%,14,,14,66.7%,66,3.2%,165,7.9%,231,11.1%,1,20.0%,1,100.0%
WAITAKI DISTRICT,OAMARU LICENSING TRUST,WARD 3,LT,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,"1,616",,,,,,,,,,,1,100.0%,1,100.0%,"1,616",,,"1,616",,,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAITAKI DISTRICT,AHURIRI COMMUNITY BOARD,AT LARGE,CB,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,At large,5,0,6,1.20,181,97,,,,,,,,,,2,33.3%,2,40.0%,872,31,3.43%,903,"1,200",75.3%,872,31,903,458,52.5%,28,90.3%,486,53.8%,9,1.9%,,,9,100.0%,0,0.0%,9,1.9%,9,1.9%,1,16.7%,1,20.0%
WAITAKI DISTRICT,WAIHEMO COMMUNITY BOARD,AT LARGE,CB,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,At large,5,0,7,1.40,339,202,,,,,,,,,,3,42.9%,3,60.0%,"1,674",19,1.12%,"1,693","2,230",75.9%,"1,674",19,"1,693",993,59.3%,16,84.2%,"1,009",59.6%,9,0.9%,,,9,100.0%,2,0.2%,14,1.4%,16,1.6%,2,28.6%,1,20.0%
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Otago,Provincial,District,,Yes,13/10/07 @ 17:00,14/10/07 @ 18:00,Yes,Oamaru Licensing Trust,Yes,Should fluoride be added to council water supplies - referendum carried out on a ward by ward basis,Alphabetical order,15545,110,59,76,N/A,N/A,,1,0,3,3.00,"15,541","9,796",2,66.7%,1,,Defeated,0,0.0%,1,,,,,,"15,464",77,0.50%,"15,541","20,660",75.2%,"15,464",77,"15,541","9,730",62.9%,66,85.7%,"9,796",63.0%,76,0.8%,,,73,96.1%,13,0.1%,181,1.8%,194,2.0%,0,0.0%,0,0.0%
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,AHURIRI,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,903,,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,872,31,3.43%,903,"1,200",75.3%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,CORRIEDALE,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,,2,0,6,3.00,"1,561",915,2,33.3%,0,,,2,100.0%,2,,0,0.0%,0,0.0%,"3,104",18,0.58%,"3,122","4,480",69.7%,"3,104",18,"3,122","1,813",58.4%,16,88.9%,"1,829",58.6%,11,0.6%,,,11,100.0%,4,0.2%,42,2.3%,46,2.5%,1,16.7%,1,50.0%
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,OAMARU,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,,6,0,15,2.50,"1,638","1,067",5,33.3%,0,,,4,66.7%,4,,0,0.0%,0,0.0%,"9,814",13,0.13%,"9,827","12,750",77.1%,"9,814",13,"9,827","6,393",65.1%,10,76.9%,"6,403",65.2%,47,0.7%,,,47,100.0%,32,0.5%,98,1.5%,130,2.0%,3,20.0%,1,16.7%
WAITAKI DISTRICT,WAITAKI DISTRICT COUNCIL,WAIHEMO,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,"1,693",,1,100.0%,1,y,,1,100.0%,1,,0,0.0%,0,0.0%,"1,674",19,1.12%,"1,693","2,230",75.9%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAITOMO DISTRICT,WAITOMO DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Waikato,Rural,District,,No,,12:10:00,Yes, Waikato District Health Board,No,,Alphabetical order,5767,76,1,4,1,3,Unopposed,1,1,1,1.00,"5,767",,1,100.0%,0,y,Unopposed,1,100.0%,1,,,,,,"5,743",24,0.42%,"5,767","9,600",60.1%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WAITOMO DISTRICT,WAITOMO DISTRICT COUNCIL,TE KUITI,DC,FPP,n,Waikato,Rural,District,,,,,,,,,,,,,,,,,3,0,6,2.00,896,400,4,66.7%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"2,685",2,0.07%,"2,687","4,510",59.6%,"2,685",2,"2,687","1,198",44.6%,1,50.0%,"1,199",44.6%,2,0.2%,2,0,2,100.0%,4,0.3%,3,0.3%,7,0.6%,3,50.0%,2,66.7%
WAITOMO DISTRICT,WAITOMO DISTRICT COUNCIL,WAITOMO RURAL,DC,FPP,n,Waikato,Rural,District,,,,,,,,,,,,,,,,,3,0,4,1.33,"1,027",370,2,50.0%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"3,058",22,0.71%,"3,080","5,090",60.5%,"3,058",22,"3,080","1,092",35.7%,17,77.3%,"1,109",36.0%,2,0.2%,0,2,2,100.0%,0,0.0%,18,1.6%,18,1.6%,2,50.0%,1,33.3%
WANGANUI DISTRICT,WHANGANUI DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Manawatu-Wanganui,DHB,DHB,,,,,,,,,Alphabetical order,,,,,,,,7,0,23,3.29,"6,207","3,690",,,,,,,,,,5,21.7%,3,42.9%,"43,450",,,"43,450","63,500",68.4%,"43,450",,"43,450","25,830",59.4%,,,"25,830",59.4%,202,0.8%,173,,173,85.6%,1747,6.8%,1026,4.0%,"2,773",10.7%,8,34.8%,2,28.6%
WANGANUI DISTRICT,WANGANUI RURAL COMMUNITY BOARD,KAI IWI,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,,,,,,Unopposed,3,3,3,1.00,572,,,,,,,,,,,3,100.0%,3,100.0%,"1,711",6,0.35%,"1,717","2,330",73.7%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WANGANUI DISTRICT,WANGANUI RURAL COMMUNITY BOARD,KAITOKE,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,,,,,,Unopposed,2,1,1,0.50,520,,,,,,,,,,,0,0.0%,0,0.0%,"1,039",1,0.10%,"1,040","1,530",68.0%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
WANGANUI DISTRICT,WANGANUI RURAL COMMUNITY BOARD,WHANGANUI,CB,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,,,,,,,2,0,3,1.50,397,232,,,,,,,,,,1,33.3%,1,50.0%,784,10,1.26%,794,"1,180",67.3%,784,10,794,457,58.3%,7,70.0%,464,58.4%,13,2.8%,4,7,11,84.6%,0,0.0%,36,7.8%,36,7.8%,1,33.3%,0,0.0%
WANGANUI DISTRICT,WANGANUI DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Manawatu-Wanganui,Provincial,District,,Yes,DHB 7:15pm 13 Oct 07,14:00:00,No,,No,,Alphabetical order,30600,19413,75,159,140,19,,1,0,5,5.00,"30,643","19,392",2,40.0%,1,y,Re-elected,1,100.0%,1,,,,,,"30,600",43,0.14%,"30,643","43,600",70.3%,"30,600",43,"30,643","19,373",63.3%,19,44.2%,"19,392",63.3%,159,0.8%,140,19,159,100.0%,43,0.2%,238,1.2%,281,1.4%,1,20.0%,0,0.0%
WANGANUI DISTRICT,WANGANUI DISTRICT COUNCIL,AT LARGE,DC,FPP,n,Manawatu-Wanganui,Provincial,District,,,,,,,,,,,,,,,,At large,12,0,31,2.58,"2,554","1,616",11,35.5%,1,,,10,83.3%,10,84.6%,1,3.2%,0,0.0%,"30,600",43,0.14%,"30,643","43,600",70.3%,"30,600",43,"30,643","19,373",63.3%,19,44.2%,"19,392",63.3%,159,0.8%,140,19,159,100.0%,78,0.4%,215,1.1%,293,1.5%,7,22.6%,5,41.7%
WELLINGTON CITY,CAPITAL COAST DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Wellington,DHB,DHB,l,,,,,,,,Pseudo-random order,,,,,,,,7,0,21,3.00,"27,803","11,577",,,,,,,,,,3,14.3%,3,42.9%,"194,623",,,"194,623","281,500",69.1%,"194,623",,"194,623","81,038",41.6%,,,"81,038",41.6%,1119,1.4%,913,,913,81.6%,4449,5.5%,6771,8.4%,"11,220",13.8%,11,52.4%,5,71.4%
WELLINGTON CITY,MAKARA-OHARIU COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Metro,City,l,,,,,,,,,,,,,,,At large,6,0,8,1.33,89,63,,,,,,,,,,5,62.5%,4,66.7%,530,2,0.38%,532,790,67.3%,530,2,532,374,70.6%,2,100.0%,376,70.7%,4,1.1%,3,0,3,75.0%,2,0.5%,91,24.2%,93,24.7%,2,25.0%,2,33.3%
WELLINGTON CITY,TAWA COMMUNITY BOARD,AT LARGE,CB,STV,n,Wellington,Metro,City,l,,,,,,,,,,,,,,,At large,6,0,8,1.33,"1,611",682,,,,,,,,,,3,37.5%,2,33.3%,"9,653",14,0.14%,"9,667","14,450",66.9%,"9,653",14,"9,667","4,080",42.3%,10,71.4%,"4,090",42.3%,20,0.5%,17,0,17,85.0%,14,0.3%,122,3.0%,136,3.3%,0,0.0%,0,0.0%
