HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
HB22C,110,"Major Knee Procedures for Non-Trauma, Category 1, without CC","1,859",.,.,.,.,.,.,.,.,.,.,"6,880",.,.,.,.,"3,532"
HB23B,100,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,.,.,.,"2,673",.,.,.,.,.,.,.,"14,284",.,.,"8,478"
HB23B,110,"Intermediate Knee Procedures for Non-Trauma, with CC","11,208",.,.,.,"5,611",.,.,"10,160",.,.,.,"8,161",.,.,.,"6,677","8,329"
HB23B,300,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,.,.,"2,737",.,.,.,"1,374",.,.,"2,058",.,.,.,"4,087","2,891"
HB23B,330,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,"6,971",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,971"
HB23B,410,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,"4,139",.,.,.,.,.,.,.,.,"4,139"
HB23B,430,"Intermediate Knee Procedures for Non-Trauma, with CC",.,"2,408",.,.,"1,088",.,.,.,.,.,.,.,.,.,.,.,"1,968"
HB23C,100,"Intermediate Knee Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,566",.,.,"6,566"
HB23C,110,"Intermediate Knee Procedures for Non-Trauma, without CC","2,575",.,.,.,"2,808",.,.,.,.,.,.,"4,178",.,.,.,.,"3,122"
HB23C,300,"Intermediate Knee Procedures for Non-Trauma, without CC","1,753","1,626",.,.,"1,307",.,.,.,.,.,"2,262",.,.,.,.,"2,087","1,777"
HB23C,303,"Intermediate Knee Procedures for Non-Trauma, without CC",.,.,"1,362",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,362"
HB23C,410,"Intermediate Knee Procedures for Non-Trauma, without CC",.,"1,581",.,.,.,.,.,"2,283",.,.,.,.,.,.,.,.,"2,229"
HB23C,430,"Intermediate Knee Procedures for Non-Trauma, without CC",.,.,.,.,"1,450",.,.,.,.,719,.,.,.,.,.,.,"1,085"
HB24B,110,"Minor Knee Procedures for Non-Trauma, Category 2, with CC","2,898",.,.,.,"3,527",.,.,"7,546",.,.,.,"7,287",.,.,.,"5,368","6,018"
HB24B,300,"Minor Knee Procedures for Non-Trauma, Category 2, with CC","2,630","3,914","1,200","5,443","2,451","2,712","6,875",.,"3,930",.,"7,145","4,701",.,"8,536",.,"4,983","4,456"
HB24B,320,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,"5,047",.,.,.,"4,906",.,.,.,.,.,.,.,.,.,"4,976"
HB24B,340,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,"2,651",.,.,.,.,.,.,.,.,"9,145",.,.,.,.,"6,980"
HB24B,430,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,"4,075","12,301",.,"2,417","8,792",.,.,"3,180","4,316",.,.,.,.,.,"6,271","5,338"
HB24C,100,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,"2,933",.,.,.,.,.,"2,933"
HB24C,110,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","3,212",.,.,.,"2,451",.,.,.,.,.,.,"12,012",.,.,.,.,"3,711"
HB24C,180,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,"2,385",.,.,.,.,.,.,.,.,.,.,.,"2,385"
HB24C,300,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,"1,139","1,583","1,966","1,470","1,808","2,919",.,"2,314",.,"1,516",737,.,.,.,"2,253","1,738"
HB24C,410,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,"1,977",.,.,.,.,.,"2,996",.,.,.,.,.,.,.,.,"2,656"
HB24C,430,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,"1,358","2,393",.,"1,088",.,.,.,"2,448",.,.,.,.,.,.,.,"1,667"
HB25D,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC","13,805",.,.,.,"5,202",.,.,.,.,.,.,"9,951",.,.,.,"5,498","9,333"
HB25D,300,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC",.,.,.,.,.,.,.,.,"1,449",.,.,.,.,.,.,"2,087","1,768"
HB25D,410,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC",.,.,.,.,.,.,.,"2,998",.,.,.,.,.,.,.,.,"2,998"
HB25E,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC","1,932",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,932"
HB25F,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","2,910",.,.,.,"1,959",.,.,"2,937",.,.,.,.,.,.,.,"2,296","2,717"
HB25F,300,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",.,.,.,.,"1,307",.,.,.,.,.,.,.,.,.,.,.,"1,307"
HB25F,410,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",.,.,.,.,.,.,.,"2,427",.,.,.,.,.,.,.,.,"2,427"
HB25G,110,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Major CC","3,417",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,417"
HB25H,110,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,895","1,895"
HB25J,110,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC","2,898",.,.,.,.,.,.,.,.,.,.,"4,609",.,.,.,.,"3,753"
HB31Z,100,Major Foot Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"5,209",.,.,.,.,"5,209"
HB31Z,110,Major Foot Procedures for Non-Trauma,"6,169",.,.,.,.,.,.,.,.,.,.,"4,808",.,.,.,.,"5,488"
HB32A,110,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",.,.,.,.,.,.,.,"6,273",.,.,.,"3,213",.,.,.,.,"4,743"
HB33D,100,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC",.,.,.,.,.,.,.,.,.,.,.,"9,450",.,.,.,.,"9,450"
HB33D,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC","10,169",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,169"
HB33E,100,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","3,082",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,082"
HB33E,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","4,310",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,310"
HB33G,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,.,.,.,"2,343",.,.,.,.,"2,343"
HB34D,100,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC","2,892",.,.,.,.,.,.,.,.,.,.,"4,050",.,.,.,.,"3,471"
HB34D,110,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC","2,378",.,.,.,.,.,.,.,.,.,.,"8,098",.,.,.,"1,495","6,558"
HB34D,300,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,"5,555",.,.,.,.,.,.,"6,600",.,.,.,.,"6,078"
HB34D,302,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,.,.,.,"7,777",.,.,.,.,"7,777"
HB34D,350,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,.,.,.,"17,084",.,.,.,.,"17,084"
HB34D,410,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,"2,998",.,.,.,.,.,.,.,.,"2,998"
HB34D,430,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,.,.,.,"4,658",.,.,.,.,"4,658"
HB34E,110,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","1,859",.,.,.,"1,779",.,.,.,.,.,.,"1,684",.,.,.,"1,094","1,655"
HB34E,300,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,327
HB34E,410,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",.,.,.,.,.,.,.,714,.,.,.,.,.,.,.,.,714
HB34F,110,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,"10,904",.,.,.,.,"10,904"
HB34G,420,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,248","1,248"
HB35B,110,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"7,810",.,.,.,.,.,.,.,.,"7,810"
HB35B,160,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,417","6,417"
HB35B,300,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,"3,431",.,.,.,.,.,.,.,.,"5,021",.,"1,641","3,381"
HB35B,410,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"5,852",.,.,.,.,.,.,.,.,"5,852"
HB35B,430,"Minor Foot Procedures for Non-Trauma, Category 1, with CC","2,578",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,578"
HB35C,110,"Minor Foot Procedures for Non-Trauma, Category 1, without CC","2,970",.,.,.,.,.,.,.,.,.,.,"2,228",.,.,.,"1,925","2,464"
HB35C,410,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,"2,424",.,.,.,.,.,.,.,.,"2,424"
HB53Z,160,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,876","2,876"
HB53Z,300,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,829","2,829"
HB54B,110,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC","9,130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,130"
HB54B,160,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,108","6,108"
HB54B,410,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"2,998",.,.,.,.,.,.,.,.,"2,998"
HB54C,160,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,402","2,402"
HB55B,100,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,"3,582",.,.,.,.,"3,582"
HB55B,160,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,242","3,242"
HB55B,300,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,"5,556",.,.,.,"3,326","2,388",.,.,.,"2,375","3,411"
HB55C,110,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","1,859",.,.,.,"1,212",.,.,.,.,.,.,"3,496",.,.,.,.,"2,189"
HB55C,160,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,635","1,635"
HB55C,300,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",438,407,436,.,327,.,.,.,.,.,.,.,.,.,.,"1,275",601
HB55C,410,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,710,.,.,.,.,.,.,.,.,710
HB56B,110,"Minor Hand Procedures for Non-Trauma, Category 1, with CC","10,096",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,327","7,212"
HB56B,160,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,074","2,074"
HB56C,110,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","2,825",.,.,.,"2,533",.,.,.,.,.,.,.,.,.,.,.,"2,679"
HB56C,160,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,885","1,885"
HB61C,100,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,"4,618",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,618"
HB61C,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,"3,132",.,.,.,.,.,.,"6,772",.,.,.,.,"4,588"
HB62B,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,"4,903",.,.,.,.,.,.,.,.,.,.,.,"4,903"
HB62B,300,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,742","2,742"
HB62B,410,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,"3,954",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,954"
HB62B,430,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,"4,277",.,.,.,.,.,.,.,"4,277"
HB62C,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","1,710",.,.,.,.,.,.,.,.,.,.,"3,301",.,.,.,.,"2,771"
HB62C,410,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,714,.,.,.,.,.,.,.,.,714
HB63Z,100,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,"6,959",.,.,.,.,"6,959"
HB63Z,110,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","3,695",.,.,.,.,.,.,.,.,.,.,"6,950",.,.,.,.,"5,322"
HB63Z,300,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","2,630","2,236",.,.,"1,906",.,.,.,.,.,.,"2,388",.,"4,268",.,"1,641","2,388"
HB63Z,430,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,"2,963",.,.,"3,263",.,.,.,.,.,.,.,.,.,.,.,"3,113"
HB63Z,823,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,"1,318"
HB71B,110,"Major, Elbow or Lower Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,296","2,296"
HB72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","3,157",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,157"
HB72Z,160,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,601","2,601"
HB72Z,410,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,"2,426",.,.,.,.,.,.,.,.,"2,426"
HB73Z,100,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,904
HB73Z,110,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","3,936",.,.,.,"3,079",.,.,.,.,.,.,"4,925",.,.,.,.,"4,216"
HB73Z,300,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","4,383","2,440",.,"4,536","2,042","1,506",.,.,"2,952",.,.,"1,893",.,.,.,.,"2,440"
HB73Z,340,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,"3,763",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,763"
HB73Z,410,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,"4,136",.,.,.,.,.,.,.,.,"4,136"
HB91Z,100,Other Non-Trauma Diagnosis without Procedure,"6,166",.,.,"1,718",.,791,.,.,.,.,.,.,.,.,.,.,"2,891"
HB91Z,110,Other Non-Trauma Diagnosis without Procedure,"2,545",.,.,.,"2,803",.,.,"3,746",.,.,.,"3,672",.,.,.,"3,870","3,392"
HB91Z,140,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,796","1,796"
HB91Z,170,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"8,664",.,.,.,.,"8,664"
HB91Z,180,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,527,.,.,.,.,527
HB91Z,300,Other Non-Trauma Diagnosis without Procedure,"2,630","1,220",.,"8,618",.,"2,109",.,.,.,.,.,"1,625",.,.,.,"1,467","2,167"
HB91Z,340,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"5,196",.,.,.,.,"5,196"
HB91Z,430,Other Non-Trauma Diagnosis without Procedure,.,"1,852",.,.,"2,175","3,165",.,.,"6,951","4,675",.,.,"5,429",.,.,"2,537","4,136"
HB99Z,100,Other Procedures for Non-Trauma,"2,512","5,875",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,633"
HB99Z,101,Other Procedures for Non-Trauma,.,.,.,"1,971",.,.,.,.,.,.,.,.,.,.,.,.,"1,971"
HB99Z,110,Other Procedures for Non-Trauma,"9,130",.,.,.,"3,848",.,.,"4,882",.,.,.,"6,775",.,.,.,"6,854","6,051"
HB99Z,130,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"4,744",.,.,.,.,"4,744"
HB99Z,150,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"19,502",.,.,.,.,"19,502"
HB99Z,160,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,762","2,762"
HB99Z,300,Other Procedures for Non-Trauma,"4,237",.,.,"5,897","2,941",.,.,.,"1,825",.,"1,348",.,.,"2,678",.,"3,715","3,558"
HB99Z,303,Other Procedures for Non-Trauma,"4,995",.,"6,746",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,578"
HB99Z,320,Other Procedures for Non-Trauma,"2,067",845,.,.,.,.,.,.,"4,588",.,.,"9,004",.,.,.,.,"4,126"
HB99Z,400,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"10,053",.,.,.,.,"10,053"
HB99Z,410,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,"5,210",.,.,.,.,.,.,.,.,"5,210"
HB99Z,420,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"8,108",.,.,.,.,"8,108"
HB99Z,430,Other Procedures for Non-Trauma,"2,578",.,"6,204",.,.,.,.,.,"3,546",.,.,.,.,.,.,.,"4,109"
HB99Z,502,Other Procedures for Non-Trauma,"3,381",.,"6,943",.,.,"4,180",.,.,.,.,.,.,.,.,.,.,"4,834"
HC01A,110,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"13,142",.,.,.,.,"13,142"
HC01B,110,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"13,583",.,.,.,.,"13,583"
HC01C,110,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"9,611",.,.,.,.,"9,611"
HC02D,110,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"17,174",.,.,.,.,"17,174"
HC02D,300,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"13,821",.,.,.,.,"13,821"
HC02E,110,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"10,916",.,.,.,.,"10,916"
HC02E,150,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"7,867",.,.,.,.,"7,867"
HC02F,110,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,"16,056",.,.,.,"8,064",.,.,.,.,"8,259"
HC02F,150,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"7,709",.,.,.,.,"7,709"
HC02F,400,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"12,246",.,.,.,.,"12,246"
HC03D,110,Extradural Spine Intermediate 2 with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,"11,042",.,.,.,.,"11,042"
HC03E,110,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"11,750",.,.,.,.,"11,750"
HC03F,110,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"5,891",.,.,.,.,"5,891"
HC03F,150,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"5,516",.,.,.,.,"5,516"
HC03F,300,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"5,826",.,.,.,.,"5,826"
HC04D,110,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"6,752",.,.,.,.,"6,752"
HC04E,110,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"9,208",.,.,.,.,"9,208"
HC04E,150,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"17,094",.,.,.,.,"17,094"
HC04F,110,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,"4,001",.,.,.,"3,785",.,.,.,.,"3,795"
HC04F,150,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,416",.,.,.,.,"5,416"
HC04F,340,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"4,020",.,.,.,.,"4,020"
HC04F,420,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"7,835",.,.,.,.,"7,835"
HC05D,300,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,060",.,.,"14,060"
HC05E,110,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"6,303",.,.,.,.,"6,303"
HC05F,110,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"4,652",.,.,.,.,"4,652"
HC05F,300,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,"2,875",.,.,.,.,.,"2,875"
HC07A,171,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"14,027",.,.,.,.,"14,027"
HC07A,400,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"73,288",.,.,.,.,"73,288"
HC07B,110,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"6,242",.,.,.,.,"6,242"
HC07B,150,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"10,489",.,.,.,.,"10,489"
HC07B,300,Intradural Spine Major with CC Score 0-2,.,"1,220",.,.,.,.,.,.,.,.,.,"4,391",.,.,.,"1,721","2,138"
HC07B,400,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"9,500",.,.,.,.,"9,500"
HC07B,430,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"21,250",.,.,.,.,"21,250"
HC10Z,100,Intradural Spine Intermediate,.,"4,068",.,.,"2,907",.,.,.,.,.,.,.,.,.,.,.,"3,487"
HC10Z,110,Intradural Spine Intermediate,.,.,.,.,.,.,.,.,.,.,.,"7,615",.,.,.,.,"7,615"
HC11Z,110,Intradural Spine Minor 2,.,.,.,.,.,.,.,.,.,.,.,"4,120",.,.,.,.,"4,120"
HC11Z,150,Intradural Spine Minor 2,.,.,.,.,.,.,.,.,.,.,.,"14,699",.,.,.,.,"14,699"
HC20D,100,"Vertebral Column Injury without Procedure, with CC Score 6+",.,.,.,.,.,"1,383",.,.,.,.,.,.,.,.,.,.,"1,383"
HC20D,110,"Vertebral Column Injury without Procedure, with CC Score 6+","8,830",.,.,.,.,.,.,.,.,.,.,"8,382",.,.,.,"2,402","8,013"
HC20D,300,"Vertebral Column Injury without Procedure, with CC Score 6+","1,753","3,776",.,"4,536","3,050",.,"5,803",.,"1,503",.,.,.,.,"2,009",.,"1,939","3,062"
HC20D,320,"Vertebral Column Injury without Procedure, with CC Score 6+",.,.,.,"16,956",.,.,.,.,.,.,.,.,.,.,.,.,"16,956"
HC20D,430,"Vertebral Column Injury without Procedure, with CC Score 6+",.,"3,581",.,.,.,.,"4,117",.,"5,000","9,710",.,"1,241","7,465",.,.,"3,805","4,682"
HC20E,100,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,"1,145","3,066","1,581",.,.,.,.,"5,091","1,696",.,"14,884",.,"3,636","3,402"
HC20E,110,"Vertebral Column Injury without Procedure, with CC Score 3-5","5,367",.,.,.,"1,308",.,.,"1,137",.,.,.,"6,009",.,.,.,"2,162","4,866"
HC20E,180,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"1,849",.,.,.,.,"1,849"
HC20E,300,"Vertebral Column Injury without Procedure, with CC Score 3-5","3,193","2,114","3,844","7,167","2,614","2,260","4,220",.,.,.,.,"3,689",.,.,.,"6,052","3,617"
HC20E,340,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,835,.,.,.,.,.,.,.,.,"5,120",.,.,.,.,"2,978"
HC20E,430,"Vertebral Column Injury without Procedure, with CC Score 3-5","1,105","2,778","2,297",.,"2,538","3,868",.,.,.,"8,272",.,.,"8,550",.,.,"3,183","4,878"
HC20F,100,"Vertebral Column Injury without Procedure, with CC Score 1-2","3,198","1,356",.,"3,149","1,314",.,.,.,.,.,.,.,.,"2,589",.,.,"2,615"
HC20F,110,"Vertebral Column Injury without Procedure, with CC Score 1-2","5,863",.,.,.,"2,691",.,.,"6,429",.,.,.,"3,390",.,.,.,"3,703","3,643"
HC20F,172,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,382",.,.,.,.,"1,382"
HC20F,180,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,.,.,.,"2,087",.,.,.,.,.,.,.,.,.,.,.,"2,087"
HC20F,300,"Vertebral Column Injury without Procedure, with CC Score 1-2","6,136","1,975",786,"4,763","2,287","4,067",.,.,.,.,"3,970","1,542",.,.,.,"1,589","2,625"
HC20F,340,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,241",.,.,.,.,"1,241"
HC20F,361,"Vertebral Column Injury without Procedure, with CC Score 1-2","6,773",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,773"
HC20F,430,"Vertebral Column Injury without Procedure, with CC Score 1-2",.,"3,408","3,166",.,"2,266","3,165",.,.,"1,463","5,035",.,"2,221","7,736","13,519",.,"4,118","3,833"
